t,obs0,obs1,act0,act1,act2,rew,rep,crab_pop
15,-0.9676907,-0.7358463,-1.0,-0.79293495,-0.74426466,-0.19696904013633562,0,"[1.7538113203520028e-06 0.009542038234930744 1.424886676695111
 24.964234027877502 195.3421838136428 821.4375160870769 1909.4638254262466
 2488.9289836456496 1843.9458956836836 844.9842151726034 399.81564662953
 355.43622617462063 333.5648833175875 230.998160230793 113.12390547025323
 41.900691244337295 14.691230853385672 5.110985497228683
 0.8439955584291426 0.012985106384331147 5.591869716381481e-06]"
16,-0.88087016,-0.693993,-1.0,-1.0,-1.0,-0.25708349252779217,0,"[1.948871256073107e-07 0.0010642093428745588 0.17579300742488604
 4.936207556751189 55.37834931496303 315.3675020151351 981.8749957853278
 1618.2076001103653 1313.8886407356365 529.6370075873984
 155.56487370676126 72.21246753109632 58.35723181845358 48.048960679964196
 29.13204992829719 11.739572220391608 3.8118642873689748
 0.6537996763504138 0.012013232327104828 6.401681752921107e-06
 7.381917299653651e-11]"
17,-1.0,-1.0,-1.0,-1.0,-1.0,-0.2582209150589637,0,"[5.03071672e+04 2.40418268e+04 5.53721472e+00 2.00000004e+00
 1.80000000e+01 1.77000000e+02 6.34000000e+02 1.11000000e+03
 9.70000000e+02 4.21000000e+02 1.24000000e+02 6.10000000e+01
 5.20000000e+01 3.90000000e+01 2.60000000e+01 9.00000000e+00
 3.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00]"
18,-1.0,-1.0,-1.0,-0.76028174,-1.0,-0.258826688142269,0,"[4857.747684793249 36069.981726940096 28218.005056832375 5124.80775031647
 65.51768836069073 55.71630145741567 293.59067409035464 770.3376982217698
 1081.275019913465 817.3617613674338 344.74413760806857 113.53712850860924
 61.6061991226189 47.302068618376 32.566022303543846 15.974492343629198
 5.201412607609247 0.9683805935501613 0.01801170549206954
 9.602405603881259e-06 1.1072875949480476e-10]"
19,-0.98253506,-0.7389676,-1.0,-1.0,-1.0,-0.27024907595819003,0,"[476.58901289592217 7219.731624310496 28564.66786308224 26701.10100371586
 8292.471078996707 837.5869466030464 125.05458554432066 398.22006073832813
 772.4524942897687 881.9009531298411 594.9551500597337 242.79858388635014
 85.39259414793497 50.399021956398734 34.96708500732677 18.348154339111147
 7.477297377931395 1.5891994654022183 0.030003220822138577
 1.6003775287209976e-05 1.8454793249134127e-10]"
20,-1.0,-1.0,-1.0,-0.8059021,-0.933653,-0.3043942421252542,0,"[49.18676427098422 1149.171603066989 8753.267422841389 24673.703934606092
 24135.649893603313 9523.351295376387 1607.3997882558308 290.0090927023642
 518.4668284111467 810.2876952254563 774.6825102589831 455.69498510532765
 177.77711465190316 69.10567947390611 40.53740694863151 24.390896099748964
 10.902916644699415 2.8843075488923806 0.3033443465110244
 0.004340105042284881 1.864091907277654e-06]"
21,-0.92843014,-0.6870185,-1.0,-1.0,-1.0,-0.5344828788147802,0,"[5.424363192353303 171.56943465317812 1994.030538652259 10056.897311320225
 22448.195805284584 21492.299447690915 9407.501030887957 1996.739281635136
 396.0217877445018 404.011872734091 479.4546111291034 383.18303819974585
 199.16381422213274 72.66383837665133 30.813214475288202 16.4966298298953
 6.660945756748016 2.3004095061105034 0.540700066652683
 0.008645002044197048 3.727777809103827e-06]"
22,-1.0,-1.0,-1.0,-0.80850816,-1.0,-0.7990908831594149,0,"[0.5992318854880991 24.52294634955579 399.3622531171645 3032.7234714938813
 11336.66198510624 21004.431872577334 19027.50505833436 8664.435678373115
 2122.754179155941 520.3086942083376 448.58899079113684 442.9408025735822
 299.49675831995324 137.44802264000677 50.79651568091779
 21.991864020567714 9.642521096765302 3.21938711990736 0.5586791978705558
 0.008654603981697373 3.727888537863322e-06]"
23,-0.8891511,-0.8390225,-1.0,-0.71221185,-1.0,-1.0717477215442957,0,"[0.01659100047902362 3.099326330252465 74.63675835597175 785.0564137341075
 4296.830158449617 12586.026317067262 19615.887569491675
 16085.759431714452 7092.435311005538 1844.6560379634293 537.7633251675487
 415.59785524573323 341.37809156547934 195.8917762884732 82.2812451539557
 29.925239669172576 12.051200434292623 4.122033500697221
 0.5766474734397344 0.008664205763164845 3.7279992666228168e-06]"
24,-0.8316354,-0.828677,-0.8951415,-0.9521531,-0.5028282,-1.3482591951450509,0,"[0.0021683816708212176 0.42790313562966953 13.442136392347356
 186.6853528327787 1387.8395574341916 5772.895974363212 13410.75968973007
 17277.85548987002 12471.550444292261 5222.122500044973 1435.6807251987727
 498.6880076060353 355.0476335034966 243.35954923709255 118.80494752024394
 45.44371837239481 16.46988405208256 5.801651425081979 1.105356025250891
 0.017302806437678897 7.455703256553647e-06]"
25,-0.38997716,-0.7812992,-1.0,-1.0,-0.68406135,-1.6801913209259451,0,"[2.5333344095949815e-06 0.013793604709709834 2.1050254422180834
 42.171709898581895 405.07297399133716 2191.7600753451575
 6522.946814705195 9674.07964447433 6204.623560780815 1587.4697004543505
 260.9138007058159 50.143856099626724 13.077962554502685 6.06352437121417
 4.5246476970206695 3.6201758416158687 1.3798563171045415
 0.03285346803044131 2.171471717637985e-05 3.120680380774843e-10 0.0]"
26,-0.582746,-0.8006497,-1.0,-0.8584058,-0.61684835,-1.7899625601724034,0,"[0.000e+00 0.000e+00 0.000e+00 8.000e+00 1.760e+02 1.248e+03 4.167e+03
 6.724e+03 4.641e+03 1.259e+03 1.960e+02 4.100e+01 1.000e+01 5.000e+00
 4.000e+00 2.000e+00 1.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00]"
27,-0.7803635,-0.8003682,-1.0,-0.7328776,-1.0,-1.8758870280623041,0,"[1.3553774440846037e-11 2.8117752258286745e-06 0.01238923289474483
 1.724021435165406 43.794308069210864 413.318004622009 1808.4848119119576
 3610.737142709636 2954.2568609286254 850.1128370154389 133.10961080235447
 18.194202589100712 3.1254781213595795 0.13013108203978446
 0.00044260896786744595 0.06822185988980137 0.6274483138855561
 0.29809506968274513 0.005987614747872683 3.2005678162194684e-06
 3.6909586498268254e-11]"
28,-0.9606672,-0.8132328,-1.0,-1.0,-1.0,-1.892746893920389,0,"[1.6942307743222824e-12 3.515471791107061e-07 0.001561173574385305
 0.2598504776128391 10.149770198554894 125.22516785453223
 724.9796971062349 2103.091393702596 3018.0207755197944 2041.2997664546933
 611.5214146928754 105.9070634219153 13.169755216562569 1.3336888997163636
 0.04004570219936776 4.922622274805555e-05 1.3665855114197711e-09
 6.661338147750939e-16 0.0 0.0 0.0]"
29,-1.0,-1.0,-1.0,-0.8059021,-0.933653,-1.9077782979165845,0,"[3.587632403685734e-18 3.0110371410975815e-11 5.007985194259022e-06
 0.017765823199564563 1.9464634087887787 35.91969197072273
 278.72588764756637 1104.9369831770048 2350.097430866331 2654.136139837342
 1538.0576788607912 453.4672744750824 77.83809054057092 9.164567069898977
 0.6767997937763339 0.015206461309729469 1.5059265473627015e-05
 3.3567693069613824e-10 1.1102230246251565e-16 0.0 0.0]"
30,-0.86755997,-0.7066815,-1.0,-1.0,-1.0,-1.9331319659775923,0,"[4.484541209880257e-19 3.763821022578666e-12 6.261632845289391e-07
 0.002242751399503167 0.30617414371754526 9.760793671402553
 94.28621042853585 454.8468650107382 1157.1456382053757 1641.479666266528
 1386.95036226625 682.774853532566 191.62751359615626 27.70515224322106
 2.0688135239384176 0.04566855383431534 4.5179162965425235e-05
 1.0070314582222295e-09 3.3306690738754696e-16 0.0 0.0]"
31,-1.0,-1.0,-1.0,-0.80850816,-1.0,-1.9407866211339462,0,"[3.1737289100836193e-26 1.1068293249814718e-17 7.431092774051518e-11
 9.910933537235997e-06 0.02832817258989495 2.4603155593741124
 32.8790738037079 202.1544783363176 679.3572811175698 1323.7934457646268
 1540.803114566917 1086.9024019709361 464.73568729579074
 115.66690667663917 16.03722965354131 1.1590679781082973
 0.02264099409508258 1.8198452703899193e-05 3.2569669183857286e-10
 2.220446049250313e-16 0.0]"
32,-0.974307,-0.62587327,-1.0,-0.76863337,-1.0,-1.957816385504381,0,"[7.052730919063938e-27 2.459620836371938e-18 1.6513571318199563e-11
 2.202600590592404e-06 0.006313433078094809 0.5889141945569606
 10.302368216410866 77.94640194853515 337.6439113306783 855.8284868468128
 1318.5223283249888 1262.265750889879 742.955085803701 271.86506828895756
 59.77351949926787 7.7885877413126 0.5049128476474389 0.008343000478580165
 5.4309998729351605e-06 7.801859158718116e-11 0.0]"
33,-0.97314507,-0.5760229,-1.0,-0.7986867,-0.76863164,-1.9760483588480793,0,"[7.315435821609208e-36 1.0755188387753144e-25 2.9970289179827825e-17
 1.6097863757062163e-10 1.72203677299332e-05 0.03970418945998095
 2.782491856517709 28.761569097649378 154.2467325386509 483.0382787564599
 940.3379445794745 1166.1711065879092 915.0635606322869 453.5723965624951
 142.79772234913236 29.137057724746967 2.993415600766458
 0.05796429419349747 3.8009182407705566e-05 5.461248120397499e-10 0.0]"
34,-0.89837027,-0.51315,-1.0,-1.0,-1.0,-2.030558204844889,0,"[1.625652404817785e-36 2.3900418649290918e-26 6.660064377695052e-18
 3.57730562918583e-11 3.826858920830198e-06 0.008832638003322077
 0.6358940544720181 7.2545566766182885 35.37224097050382 86.17777210398577
 149.86789757311746 213.56787394529132 199.9542295582101
 126.19649397362876 53.36943226056895 12.624560389917507
 1.9289520411194125 0.04123284091011792 2.714636843459406e-05
 3.900870737538753e-10 0.0]"
35,-1.0,-1.0,-1.0,-1.0,-1.0,-2.0307561548432633,0,"[5.79388352e+03 2.76890057e+03 6.37721798e-01 4.41179395e-09
 0.00000000e+00 0.00000000e+00 0.00000000e+00 3.00000000e+00
 2.50000000e+01 6.90000000e+01 1.12000000e+02 1.73000000e+02
 1.64000000e+02 1.12000000e+02 4.90000000e+01 1.20000000e+01
 1.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00]"
36,-1.0,-1.0,-1.0,-0.76028174,-1.0,-2.0309260087944154,0,"[559.4674837272939 4154.184865887352 3249.871254250497 590.1818064182735
 6.917837932628601 0.003165183914526156 0.018379377084694153
 1.10854623229647 11.12047020405931 42.970464045059316 90.85179117330848
 146.2537981686138 174.87735158387446 141.35686874637233 78.44227805839454
 27.383845316148886 5.21312226373896 0.397019293116991
 0.006052765413286143 3.201504024774593e-06 3.6909586498268254e-11]"
37,-0.9954391,-0.4055014,-1.0,-1.0,-1.0,-2.0406909908611772,0,"[54.87106677314475 834.2671178204163 3305.314623150685 3072.074558955577
 955.8593257596825 94.92012081640424 1.4333851299357803
 0.37188408141909807 3.786351753829829 21.199099063970444
 59.159371387296765 106.18864658726977 138.47621125450115
 135.32007342989235 91.55246268757111 40.240223099401405
 11.290532096493372 1.3899103777162072 0.0240807546226669
 1.2804143678102342e-05 1.4763834599307302e-10]"
38,-1.0,-1.0,-1.0,-0.8059021,-0.933653,-2.040941399466326,0,"[5.300550932408928 131.02995306680617 1018.0668214499389
 2862.4278112638062 2781.722597088781 1091.7553677063286 179.6397929500623
 10.923862970474417 1.3874659331068209 10.61789995746731 38.37683072710531
 81.52149553943242 121.00986735900618 134.21603584331058
 108.16738550186354 59.79236343575462 21.43067140748865 4.257732063986289
 0.32741424271659425 0.0043529090299282425 1.8642395456236471e-06]"
39,-0.98643345,-0.36729583,-1.0,-1.0,-1.0,-2.0622485060685114,0,"[0.5724778639723577 19.188594820719732 229.6583237574399
 1170.4092772006534 2609.433199711171 2474.827881742172 1075.8834474102907
 223.39915158518124 20.43517816433043 3.849843370539129 14.864965976932393
 36.910418570645156 60.23201057270858 70.85765301343403 67.76197070964393
 48.6505889478317 20.489732070658956 4.24110067987036 0.32740338169394556
 0.004352908873891725 1.8642395456236471e-06]"
40,-1.0,-1.0,-1.0,-0.80850816,-1.0,-2.062744955957531,0,"[0.013686443999162584 2.4559891033332883 45.854486573126614
 350.46425095236043 1315.9890035374112 2433.1811744470374
 2188.9941594315515 992.3644703724523 230.52897987770498
 26.562550948162993 9.252264636423735 25.617287154738147
 49.437262276506935 66.13840119810506 69.8200410883752 56.33070235194717
 29.161763670056022 8.656826282399773 1.1593585573563743
 0.0173316131863801 7.456035442832132e-06]"
41,-0.98753643,-0.76519513,-1.0,-0.73943144,-1.0,-2.0712543872813263,0,"[0.0014446782129832374 0.28028288384632943 8.055230317000623
 90.77649794090559 501.62105545187615 1462.2381099694728 2271.911567538348
 1862.6930694765986 811.7789479717255 194.0948978772692 27.04469555507781
 17.786919753694647 34.95799998762995 51.93414163009876 62.393967700744014
 56.92612444125994 34.68832376292194 12.17048369531921 2.390389203765595
 0.25276066191453817 0.003088216699622004]"
42,-0.97809917,-0.8009473,-1.0,-0.7772049,-0.78838336,-2.0829823597179122,0,"[1.364077730343212e-06 0.007422053888746998 1.1103043616089845
 19.683731852388476 157.02064503627955 668.508286324924 1556.2831026368826
 2008.2472561528566 1446.9005478991262 595.2444057725688
 141.92315022469373 28.133942745129843 23.21277269820643 38.50523219415695
 53.25288875237698 54.149118535933255 37.30128538809292 17.35550793573679
 4.648768586869293 0.5054509072802317 0.006176432587233105]"
43,-0.9275035,-0.73971313,-1.0,-1.0,-1.0,-2.134640187072377,0,"[1.948786545314701e-07 0.001062452261878614 0.16809605672460265
 4.022494079693162 44.48625507251149 258.47548012981434 803.4014033667219
 1332.8789079283447 1143.2236853599254 486.07878575259383
 123.14906151255173 28.431021293690986 8.43853220258802 8.306339106294589
 12.720984507930146 13.981290816264508 8.81353083128305 5.793136544788117
 1.6039962054116415 0.025925402400697073 1.1183222698551987e-05]"
44,-1.0,-1.0,-1.0,-1.0,-1.0,-2.1352793645645223,0,"[6.79788723e+03 3.24871458e+03 7.48230588e-01 1.00000001e+00
 2.20000000e+01 1.28000000e+02 5.04000000e+02 9.27000000e+02
 8.65000000e+02 3.77000000e+02 9.70000000e+01 2.60000000e+01
 5.00000000e+00 6.00000000e+00 1.20000000e+01 1.10000000e+01
 7.00000000e+00 5.00000000e+00 1.00000000e+00 0.00000000e+00
 0.00000000e+00]"
45,-1.0,-1.0,-1.0,-0.76028174,-1.0,-2.1356425150743648,0,"[656.4158310336883 4874.050397064417 3813.0326937332366 692.6680180387167
 13.517091970572213 46.49198496274629 226.15348749754517 625.2481919351293
 919.74726400685 725.0081189763872 302.05376570677635 79.97542172153919
 18.852899849954632 6.687658056186137 10.03243620706282 11.689499507273412
 8.650593286827716 5.528327604094552 2.0150740490913615
 0.24838214834208427 0.0030863521647996883]"
46,-0.9858723,-0.7458617,-1.0,-1.0,-1.0,-2.145691715536535,0,"[64.61294945674304 980.4657932230818 3880.1464066921817 3611.0436907557687
 1123.8687880318819 126.44800667172953 89.40908947545813 310.027708492922
 641.5587323154823 758.8604948688875 517.3934650437523 201.742620230262
 49.45240482644928 12.209384292037248 8.983327450250213 9.73622748079462
 7.955707361387497 5.615056791135258 2.681497602059162 0.4751533933789184
 0.00616338490353141]"
47,-1.0,-1.0,-1.0,-0.8059021,-0.933653,-2.1465503875635332,0,"[6.650588941873092 156.32020650756533 1190.848260326303 3349.421198331811
 3277.8374430273648 1289.7260121813074 244.49753286095356 165.214951161074
 412.82359752286925 674.3703369148675 664.8503720374988 388.2180167198208
 137.63307836832203 33.205302806960034 10.58282000014405 9.058867000006371
 7.9335481278114 5.61503860342415 2.6814976017334686 0.47515339337891815
 0.00616338490353141]"
48,-0.9538226,-0.64567244,-1.0,-1.0,-1.0,-2.168380751494311,0,"[0.6838094476587548 22.487440465829806 269.17521394046304
 1369.7888370101064 3045.543839937306 2917.675128050882 1275.1788648824652
 318.548140677016 211.37543607308805 345.73251510700953 408.99176589530424
 332.8332250765899 170.23679060848295 51.86892719715569 13.636508281204367
 6.966387817054862 4.558632171441023 2.9006579084642556 0.8020008167401317
 0.012962701239356833 5.591611349275993e-06]"
49,-1.0,-1.0,-1.0,-0.80850816,-1.0,-2.170190894453639,0,"[0.01584878442661114 2.8509551684637913 54.08167025347473
 414.1782351476947 1545.8328198185186 2851.4238933731776
 2580.0091971078277 1193.7748133692444 369.4323399635269 272.933268439527
 370.851881221992 376.82446302835837 257.1031571370342 111.21427048242535
 31.04654471334189 9.48698542536902 4.8433666047857775 2.540986002875081
 0.5466496801976704 0.008648202065893895 3.7278147186903254e-06]"
50,-0.97771883,-0.7522504,-1.0,-0.74099016,-1.0,-2.181379955643607,0,"[0.0014458473985053057 0.28663967395767354 8.985092581375355
 104.86674626597994 586.5808125763444 1714.932603285529 2655.373992885158
 2174.279725459523 997.7090547051357 367.1574296848544 298.72309623333587
 347.3415599090147 296.4900622688878 169.68647741177404 62.06759385164225
 16.731830289914605 5.672997950031425 2.5575264370225446
 0.5466605395918496 0.008648202221929302 3.7278147186903254e-06]"
51,-0.97106934,-0.76525265,-1.0,-0.7864864,-0.75909984,-2.1976362308756188,0,"[1.5589580790570234e-06 0.00848485729131574 1.2798939910270173
 23.727160584078348 188.0138237803059 788.8478807479705 1826.7250767231922
 2343.898372651046 1712.3626111274482 787.1925824058866 349.2182296611312
 300.6639826173064 292.43540617940386 207.2246581693247 97.08091729531314
 31.23319421350807 8.536558213550663 2.255482249415923 0.2913474062064386
 0.004333703594587068 1.8640180881046575e-06]"
52,-0.8928143,-0.6993445,-1.0,-1.0,-1.0,-2.254995527468599,0,"[1.9488712560282617e-07 0.0010642093052367395 0.17578674841769065
 4.914130213519168 53.31587265206114 300.8547310507138 933.0434661974851
 1538.621871606388 1288.4099404007131 542.5505921342002 157.5215067759576
 69.39737338362983 54.08316108231874 42.358516141147526 26.82418808252484
 11.704703414989476 2.9542790839933053 0.9971403499396507
 0.2673535132208724 0.004320900699183006 1.8638704497586644e-06]"
53,-1.0,-1.0,-1.0,-1.0,-1.0,-2.2560420014600098,0,"[6.91683796e+03 3.30556120e+03 7.61323269e-01 3.00000001e+00
 2.40000000e+01 1.73000000e+02 5.56000000e+02 1.08000000e+03
 9.68000000e+02 4.16000000e+02 1.31000000e+02 5.80000000e+01
 4.70000000e+01 3.70000000e+01 1.90000000e+01 1.00000000e+01
 2.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00]"
54,-1.0,-1.0,-1.0,-0.76028174,-1.0,-2.2565711466786613,0,"[667.9019202709491 4959.3374599566905 3879.756909987411 705.1228286438026
 15.557043992495872 58.647467369299825 270.9714298765207 710.3227931166537
 1055.2368397437715 812.3243220715129 344.6595370668557 115.54833223473351
 57.79630612050148 43.57070572687456 27.703487542556548 13.842713621766805
 4.832716973742826 0.678428405815926 0.0120295181614275
 6.401915803810887e-06 7.381917299653651e-11]"
55,-0.9818676,-0.7346839,-1.0,-1.0,-1.0,-2.2668394711083852,0,"[65.80708189645823 994.9159469622283 3932.0399432613226 3681.8203576517126
 1145.2948654665863 131.54651699934732 110.14386535151517
 367.2607322905403 738.3149860736107 858.6772738595926 575.9678386482932
 242.5112204520148 85.21062245000374 46.57182861461674 31.7385467532233
 16.74480191869924 6.805349943104868 1.2910680162691612
 0.024015605422878283 1.2803207470546418e-05 1.4763834599307302e-10]"
56,-1.0,-1.0,-1.0,-0.8059021,-0.933653,-2.268201707052605,0,"[6.559408024149759 156.53824911836188 1203.553868661065 3399.441805286224
 3329.7864354729786 1315.0627314529572 253.6708112599224 195.9151080509382
 486.6583848573789 776.5002896383379 750.9732008867896 445.5129117808649
 178.1671545323456 69.50011811666731 39.25459141590867 21.76872408319804
 9.24342313645783 2.561574653371018 0.2973404457659816
 0.0043369042404176605 1.8640549976911558e-06]"
57,-0.94486356,-0.63494366,-1.0,-1.0,-1.0,-2.2903229550661144,0,"[0.6845294484052146 22.614870610998626 271.35298805571006
 1387.752268734955 3100.572136414655 2964.4240777332875 1301.0586767559646
 330.72575215241807 240.30737465288078 396.19475981148526
 468.5156300366925 374.2623662273933 197.71223584692854 72.84214171184134
 31.92883461039516 16.721644714092804 7.5046535134670735
 2.5204964487896944 0.2973133021659522 0.004336903850332474
 1.8640549976911558e-06]"
58,-1.0,-1.0,-1.0,-0.80850816,-1.0,-2.2928865102956286,0,"[0.015848005061083963 2.8467362841524606 53.544770761869664
 414.2347217214496 1566.2146158145022 2900.007915832491 2623.0003298657066
 1209.6890364875048 390.1599238751081 312.9622621262921 424.7083542406002
 428.22119586577526 292.41460460027 135.16313033401065 50.66555757961571
 22.768006767487492 10.292158766857517 3.5175003779725693
 0.5646668129441218 0.008657804549513815 3.7279254474498202e-06]"
59,-0.97778845,-0.7441104,-1.0,-0.7427144,-1.0,-2.305657893122667,0,"[0.0014458474001995227 0.28664002538817507 8.986634350154803
 105.05790724168985 589.6249223555657 1737.521422561504 2709.118013658718
 2211.2677262785437 1025.4593839416332 400.3259222286147 348.0945686406654
 402.6940736708292 338.46965975722804 192.1085062045153 81.54800228828702
 32.22929399287151 12.854488834794068 4.506388714326235 0.832014896793603
 0.012978705170679339 5.591795897208485e-06]"
