t,obs0,obs1,act0,act1,act2,rew,rep,crab_pop
23,-0.98618466,-0.6486025,-1.0,-0.9012823,-1.0,-0.49885420953361487,0,"[0.8016007728840071 26.823118894679705 312.8135428650744
 1563.2778267133283 3468.977620577662 3285.8041005991977
 1407.8455035304087 316.80319031418 161.55182927797708 271.50412879934385
 370.0730533766112 356.0615042144252 224.65687382453882 98.591173625039
 38.61374325868685 15.447841306448622 7.086650623207248 4.274397780590502
 1.7417600687938248 0.244058047465173 0.003084488257440343]"
24,-0.9846026,-0.7310455,-0.9998749,-0.9955447,-0.902582,-0.5051989709293873,0,"[0.01872917698170181 3.3627616491490593 62.9585329115914
 475.36664468953904 1759.0049452763058 3228.6118476746938
 2878.4095859523636 1275.0400232504742 351.08430771106754
 210.2063584007962 307.2461345737456 356.86331402955204 286.9770961613586
 158.46888540721778 62.95754137226683 22.70765905177557 9.726485745558882
 4.253890054570658 1.4924236904364188 0.23974674924961137
 0.003082624497719344]"
25,-0.8691483,-0.6322567,-1.0,-0.9877889,-1.0,-0.5271798153271526,0,"[0.0021658481398825337 0.414068765553874 11.158360936576734
 122.6782729798741 671.585105653097 1944.0161630784023 2999.014537813608
 2414.3545284974775 992.1835699209755 260.1268655214376 157.7051226331886
 181.3859384580423 173.67493068027554 118.67173738443762 54.61114482793226
 23.795617480628376 8.443826617137061 2.7264029227545294
 1.2131383795968569 0.23541944803893367 0.0030807605534504123]"
26,-0.9727024,-0.7504418,-1.0,-0.7643022,-1.0,-0.5332925186495278,0,"[2.143533050851656e-06 0.011659562642879265 1.728689130271572
 28.95102169929171 217.2116434034805 898.2032211764367 2109.1514066008335
 2795.1406100192403 2036.20884601719 830.0113845062332 261.0573375869859
 175.89957121099127 179.7079724600792 144.3770825978708 80.41594935600489
 33.53597868243772 11.560204091954475 3.363771317742339 1.22514075448395
 0.2354258495646525 0.0030807606272695853]"
27,-0.96339947,-0.77069306,-0.9999997,-1.0,-0.8240965,-0.5520417463328586,0,"[1.94895596676873e-07 0.001065966371177561 0.18348119554647196
 5.8190169396313856 63.395122137796065 353.40684935779893
 1134.9520089345588 2124.8216763540895 2339.386610501341
 1526.8136585241944 606.831469651275 219.67802921179538 168.0171239268653
 150.39074602442096 99.80816258674004 48.60885039408765 17.148844771926708
 4.989955266350414 1.5044912119177414 0.239753151711536
 0.003082624571538517]"
28,-0.7351583,-0.70074254,-1.0,-0.87111783,-1.0,-0.5883957388066108,0,"[7.40243042e+03 3.53762614e+03 8.14771512e-01 2.00000001e+00
 2.60000000e+01 1.96000000e+02 6.81000000e+02 1.50800000e+03
 1.72800000e+03 1.18500000e+03 4.77000000e+02 1.72000000e+02
 1.43000000e+02 1.29000000e+02 9.20000000e+01 4.30000000e+01
 1.50000000e+01 4.00000000e+00 1.00000000e+00 0.00000000e+00
 0.00000000e+00]"
29,-0.9689639,-0.7432585,-1.0,-0.6744687,-1.0,-0.5986202720658267,0,"[714.7915736619225 5307.504768964865 4152.1310569973775 754.4242765050632
 15.915981834257956 65.34831229010076 316.1535891127755 893.0741684078364
 1517.1078799208965 1508.560937975551 922.4225435336834 366.33084234726977
 167.81749290767 137.25894113352422 106.14747763650013 60.23116715447851
 24.519504185464466 7.510342565711941 1.801804512129527
 0.24409005556186714 0.003084488626536208]"
30,-0.97218907,-0.6865277,-0.99999976,-0.2982375,-0.9588485,-0.6174584631815442,0,"[69.59340270022066 1056.4386333185382 4187.02406658836 3918.291336334466
 1221.138713912779 140.40451227320557 124.62743300055588 443.269362013275
 963.2379174366623 1318.497171439825 1129.6109043863235 616.0384408632696
 256.8390928863327 141.1882366827033 105.64912375321605 67.32922439686591
 28.63058710744946 8.540154474010581 2.0691797368106335
 0.24841095657311596 0.003086352496985967]"
31,-0.96319,-0.635778,-0.9999753,0.22517014,-0.9997042,-0.6556609063088399,0,"[7.183440267234755 168.3568822357967 1283.2637253359856 3615.5831413824976
 3536.2660497576144 1393.0769336610026 269.03691339424046
 181.0063331289313 409.4059453969302 666.8621738382402 725.6716535584446
 512.5578234922137 261.5238285693943 118.54960774744242 69.47127218600558
 46.23582356707173 21.124974133633295 5.395077126890147 1.9275931399906212
 0.46221629949070653 0.006157793587458826]"
32,-0.98488766,-0.64567053,-1.0,-0.9084393,-1.0,-0.7059240396157711,0,"[0.6953148446619506 24.4468377964771 292.2880171624866 1474.2222346869794
 3281.078511779733 3127.119786150073 1339.3994354224435 306.76103862374106
 167.87083938260213 280.53043653254144 402.04544348553617
 369.3012182654795 224.76531363167248 111.15107658934144 55.81026428160793
 34.62303870326784 18.94261919083031 6.070659293111856 0.8620018264074623
 0.012994708711911995 5.591980445140976e-06]"
33,-0.985729,-0.7029209,-0.999998,-0.9973015,-0.90017265,-0.7122113583527195,0,"[0.01728781161944013 3.100522527298765 57.681723243614044
 441.1674930656726 1659.0427699226111 3066.840306772784 2749.838341209281
 1227.8812365343585 339.55203878797255 220.8829583861223 328.2079304196557
 374.27160922136034 286.394059965055 162.96148236572893 79.7024189710569
 40.61975064275609 21.23419020836029 8.913944145787811 1.663964644550259
 0.025957409405151233 1.118359179441697e-05]"
34,-0.8562992,-0.6136997,-1.0,-0.9575182,-1.0,-0.7343853434746492,0,"[0.0021650686930331214 0.40983301405010786 10.547701284411025
 114.42407988590664 631.6672622742631 1843.4146525956855
 2842.2970891159102 2288.9484279867247 945.0590088819132
 249.98533434116922 142.30175890172492 164.288573666065 167.63851668035514
 121.68781814271063 66.06603835623103 32.65378758731799 13.697840158940362
 5.643492110231637 2.015150053776999 0.24838214943432457
 0.0030863521647996883]"
35,-0.9748912,-0.7906399,-1.0,-0.82977486,-1.0,-0.7409013666005043,0,"[1.948669644281006e-06 0.01060027333079051 1.5744815098250262
 26.693030905130442 203.96391984637123 854.1169169079722
 2002.2548696473548 2628.7449451062525 1912.6718815139006
 780.4405207873501 242.95902892000294 156.0576171070607 165.9170911559553
 144.8485892121457 91.54031174319474 46.202068583813016 18.820532316018667
 6.996687862118096 2.705572926821894 0.47516619744457866
 0.006163385051169756]"
36,-0.96365595,-0.75245094,-0.9999999,-1.0,-0.83777165,-0.7560523127625893,0,"[1.9488712560820763e-07 0.0010642093504021823 0.1757942596276033
 4.940676539920563 55.94333347390862 330.4424860764434 1093.1313668890152
 2048.390202051499 2236.7712651236106 1474.5733792675242 589.5650911493245
 216.48888637039258 156.65130831516439 142.67353680744128
 103.49921084371599 56.441782857662695 23.937782280911094
 8.896274484387813 2.990894712029306 0.4794966999252267
 0.0061652490323482745]"
37,-0.7369964,-0.6923901,-1.0,-0.8541274,-1.0,-0.7897121689659251,0,"[7.63487806e+03 3.64871302e+03 8.40356584e-01 1.00000001e+00
 2.50000000e+01 1.91000000e+02 6.90000000e+02 1.45100000e+03
 1.69600000e+03 1.16500000e+03 4.89000000e+02 1.77000000e+02
 1.31000000e+02 1.14000000e+02 9.00000000e+01 5.10000000e+01
 2.10000000e+01 8.00000000e+00 2.00000000e+00 0.00000000e+00
 0.00000000e+00]"
38,-0.971482,-0.73324895,-1.0,-0.6673616,-1.0,-0.8003461398578797,0,"[737.2371230300147 5474.168541224988 4282.512694413718 777.933014888408
 15.2962400717915 63.19675001545485 314.3360479002143 882.4857265222466
 1472.8959728734394 1472.8282326894196 909.6390740309375
 376.54967648192417 161.4688756648835 121.24439818075359 97.55542559996562
 64.66337200331391 31.533631911153392 11.424777376914209
 3.2882134391697804 0.48383360385357366 0.006167113087345966]"
39,-0.9710597,-0.68137693,-0.9999998,-0.294119,-0.9608831,-0.818999330314231,0,"[72.78802989773969 1096.5492999850605 4322.054095089082 4045.830729518837
 1257.3340086443707 143.49393658764498 123.0154831930638
 428.26866656249035 929.3742480374589 1283.4492518042332
 1104.8997920931358 605.804950520417 250.2509835755992 127.04015943509172
 94.88137039243644 63.79750177928814 36.36358099675133 15.203721869659086
 4.525209986423933 0.7192658528374805 0.009247873788434724]"
40,-0.96409833,-0.6313397,-0.99993145,0.21741426,-0.99973416,-0.8568274311374601,0,"[7.302661461087977 172.89234459213927 1323.2687989601907 3733.680825132721
 3666.9678236891014 1446.820424407277 275.3160319502373 175.14098386338628
 399.25733730647465 652.0163801926967 691.5014130618696 498.12761950276104
 255.56395600754996 103.22586787957994 59.42476143541442 41.53041420419299
 24.35626817527537 12.26974238422434 3.804789324859539 0.49246580112995864
 0.0061708407175167235]"
41,-0.98591936,-0.6442012,-1.0,-0.90209436,-1.0,-0.9067980918586596,0,"[0.7936945999798976 25.496597885786294 299.81014904373035
 1522.1803718972694 3405.015695635471 3248.204051289003 1394.3861497753453
 309.44441536494526 174.69938967626948 291.1881944974659
 383.94559511686447 361.6676704398847 231.49133539652095
 106.51428515795996 49.35769294533448 26.94715644482794 17.59549380154887
 10.87555029410748 3.1143393096802408 0.26568175272962036
 0.0030938078311466555]"
42,-0.9828406,-0.7215773,-0.999824,-0.9927761,-0.89420176,-0.9134188802341574,0,"[0.01585463013058516 2.8826927327800256 58.52789812883605
 460.91808607183754 1725.1097809341709 3180.1694964932803 2842.97207999773
 1266.3921142121721 348.2189672081481 222.40462868032196 320.2746171255032
 364.4505588397909 292.10565982704895 159.67743448287197 70.35738702193157
 33.912690944528016 20.091435246514116 11.967544524318217
 4.048121802960451 0.4967738985436534 0.006172704440328136]"
43,-0.86313087,-0.61437076,-1.0,-0.96795404,-1.0,-0.9369489517435389,0,"[0.001447016572167867 0.2929940041496014 9.904178114156855
 117.67437381049051 656.2761612528719 1910.2104526584337
 2947.1349051147563 2354.5023486541586 964.5626322744338
 253.33892380000614 140.99617632053545 160.5202649951924 160.5791957071978
 108.976133085974 52.170430604190315 24.902879359223988 12.579952423985358
 6.728618206904339 1.6219861953723038 0.02593500449423236
 1.1183333427311482e-05]"
44,-0.9729555,-0.7925094,-1.0,-0.8296078,-1.0,-0.9430732886496759,0,"[1.5589817980515285e-06 0.008489776968305811 1.3014205417838027
 26.197643103464586 210.16819794202215 880.0906585923286
 2074.9844033425857 2722.8352262969615 1967.880285983973 799.3873719486888
 247.2887940203458 157.54637560145179 161.9914759080868 132.42238383908153
 74.39621042393505 33.86961233171234 16.302009104836614 7.767223947567652
 2.306410595089387 0.2527158517806354 0.003088216182887793]"
45,-0.9638481,-0.76857877,-0.99999976,-1.0,-0.82601035,-0.9584817991887478,0,"[1.9489051403701913e-07 0.0010649121700036777 0.1788709116857499
 5.298634360866444 59.538363167880945 343.54891268670843
 1117.0945785191802 2102.4380487094127 2327.962844428833
 1518.3592226930002 604.5259101987654 216.46472101281876 154.1927781200096
 133.53066448460808 88.08245256082353 45.340608251819354
 20.439418697327593 8.532381531025429 2.9848636662186117
 0.4794934987332733 0.006165248995438688]"
46,-0.7441997,-0.69980276,-1.0,-0.869428,-1.0,-0.994495782986048,0,"[6.99245123e+03 3.34169683e+03 7.69645878e-01 2.00000001e+00
 2.60000000e+01 1.82000000e+02 7.04000000e+02 1.45800000e+03
 1.72100000e+03 1.18700000e+03 4.87000000e+02 1.72000000e+02
 1.39000000e+02 1.18000000e+02 7.40000000e+01 4.00000000e+01
 1.70000000e+01 8.00000000e+00 2.00000000e+00 0.00000000e+00
 0.00000000e+00]"
47,-0.9694677,-0.71822095,-1.0,-0.64799565,-1.0,-1.0044046298902813,0,"[675.2032691818832 5013.551786672722 3922.167928707732 712.6625888820902
 15.379609908284651 62.058456111156644 314.0478105198515 898.1132941904833
 1489.7247125850022 1499.799691383926 925.5504409755034 375.80182124482957
 162.1407314784619 125.61289839165484 90.71052991549577 50.53191484727217
 23.29912187741016 10.075839989426655 2.8471160902992256
 0.26136085390284935 0.003091943960696897]"
48,-0.96912915,-0.693981,-0.99999875,-0.3005972,-0.951649,-1.0234276236679667,0,"[66.90857471164743 1009.2279184036548 3978.910668628894 3712.601209303375
 1150.379749440714 132.6610567642365 121.45194971108408 432.7302326963272
 936.9410460703483 1270.9270553861436 1097.7423365254547 608.6011738107948
 246.9173645119511 129.43816823884134 94.5901104829432 56.363109657994364
 27.557827125964764 11.69418638695484 3.543504861746345 0.4881481021688505
 0.006168976883976551]"
49,-0.9643555,-0.6346234,-0.99996537,0.22662437,-0.9997174,-1.0626665318853454,0,"[6.957214508717772 161.32517777505316 1221.8711547798664 3431.886312887354
 3351.8451857565 1323.4496655595563 258.0303386298865 183.29933086418558
 396.42416477306745 623.4786180930971 688.1513493349447 491.94159414796377
 252.40099431913197 110.48756903079548 59.12156552939506
 38.525695936633234 21.975284406215582 7.742394181865805 1.807748691417709
 0.24409325550554317 0.0030844886634457946]"
50,-0.9867421,-0.6499488,-1.0,-0.89806205,-1.0,-1.112902131776361,0,"[0.6888420480033671 23.339183733645285 278.49591584817915
 1404.9711326871566 3107.8432498005463 2955.172914977559
 1267.9246227640854 290.6879631717467 174.3206812373822 289.35284705551857
 393.6143722836128 371.1307533960769 234.82804268892394 112.8236905726291
 50.761141863086735 28.59314899550394 13.343792580999443 6.566546161972293
 2.282454705912264 0.25270304943135247 0.003088216035249447]"
51,-0.98639697,-0.74118924,-0.9999125,-0.99731106,-0.9113571,-1.1193436803849228,0,"[0.01656683663388125 2.9678120996111197 54.80353945822697
 419.67292914079184 1577.414684786724 2893.766756739036 2581.051898540958
 1155.1058976287168 327.42548493697575 220.3763088547051
 319.12719852449703 371.3463460729597 297.94643820198024 171.1202600552664
 77.92682483916168 36.58656042989828 17.974555710995265 7.91140804969847
 2.9728721481201466 0.4794870973635881 0.006165248921619515]"
52,-0.8612985,-0.5994328,-1.0,-0.9380221,-1.0,-1.139188242253972,0,"[0.001446431961617593 0.28981191938605694 9.423110362434043
 108.80568659367017 600.0451899671077 1744.7725744882566 2693.107636422594
 2165.6984970733847 901.1747352040802 243.46947865515187
 156.13083954886562 197.0565489190148 192.23545729956695
 131.69968832033302 65.67108331616612 28.56730442057291 11.896607477629031
 4.84964753029201 1.087355176221747 0.017293204188108424
 7.455592527794153e-06]"
53,-0.97482973,-0.78831077,-1.0,-0.8247867,-1.0,-1.1459660675100611,0,"[1.7538079319218458e-06 0.009541335404037907 1.4218081469562733
 24.599655867498395 191.1366352229431 804.7806082710542 1885.781355183902
 2474.0872659095794 1802.6676627223326 745.2410443105708 243.2767918037967
 180.681284457511 193.35157295633385 155.96206696804333 91.01229463565495
 41.68597217204044 16.380749117868756 5.904739118136654 1.7717904343559223
 0.24407405163054618 0.0030844884419882757]"
54,-0.964995,-0.7568501,-0.9999999,-1.0,-0.83771324,-1.1601371493680832,0,"[1.9488373718029304e-07 0.0010635065383282059 0.1727188590703502
 4.587094107555841 52.64667184944887 311.3129029892901 1018.0110550172616
 1919.2173039856207 2115.9673855880737 1367.5459934921832
 562.7086631278115 227.661460232458 177.6474032855546 160.048567138224
 112.29917695283251 55.46132300334107 21.598204874125287
 7.8044075960157695 2.057112221028957 0.24840455411119522
 0.003086352423166794]"
55,-0.7471967,-0.68485963,-1.0,-0.842691,-1.0,-1.1936394992805006,0,"[7.11010958e+03 3.39792583e+03 7.82596311e-01 2.00000001e+00
 1.90000000e+01 1.77000000e+02 6.58000000e+02 1.33400000e+03
 1.56700000e+03 1.08100000e+03 4.41000000e+02 1.83000000e+02
 1.50000000e+02 1.33000000e+02 1.01000000e+02 4.40000000e+01
 1.60000000e+01 6.00000000e+00 2.00000000e+00 0.00000000e+00
 0.00000000e+00]"
56,-0.9713515,-0.72280157,-1.0,-0.654166,-1.0,-1.203696456588685,0,"[686.564564834873 5097.91222553875 3988.164160439722 724.6321768062396
 14.133945812197926 56.17270427381647 295.8532557566428 826.2388904486063
 1352.9133244374734 1346.1835152951503 824.9472962848589
 342.41067885063654 170.64321251424573 141.92101119727107
 113.75530989106798 63.03932020224901 23.824858739344823 8.606531476310987
 2.9849125284441422 0.4794934994354292 0.006165248995438688]"
57,-0.97278076,-0.67019427,-1.0,-0.34720105,-0.9674402,-1.2213948103296204,0,"[67.93252336485318 1025.944198823152 4046.7521856608673 3769.606422194961
 1172.4475662008458 133.02637717287828 114.91462211609806
 407.4195803241835 861.2833673741331 1157.6787975013413 998.0357965760568
 555.5204624512368 235.16201597441716 131.80778771142147 103.6548365232016
 68.18127810654924 30.366911757547857 8.23837013339301 2.230910344041544
 0.466556404142907 0.006159657679366104]"
58,-0.9688144,-0.63397956,-0.9999434,0.24158859,-0.99974394,-1.255827196315056,0,"[6.973021788331553 163.95073098218828 1244.0992919470082
 3482.2163502998974 3405.875655726012 1341.2432992440488 255.7560186613247
 168.9586936398908 386.721623365462 620.9973468788412 693.5792377287938
 523.8604341512595 261.84457008076936 117.54487109065941 76.11400518522382
 48.6520378560375 24.15922045590149 8.355206593197487 1.8197347817732503
 0.24409965679721202 0.0030844887372649676]"
59,-0.98581743,-0.6279187,-1.0,-0.890864,-1.0,-1.3066530354405121,0,"[0.6917171794463978 23.822430868963316 283.3906457862735
 1426.1397928078975 3161.708944082505 3005.287937962336 1295.047983583823
 296.3385560641866 160.6160434651279 276.73731523513135 372.21928638245066
 360.3616743137744 234.0919653909027 104.73976114064006 54.70312112814001
 36.27482854427342 17.138721138681817 7.766727605619398 1.8893668502390373
 0.03025590558349922 1.3047203877070146e-05]"
