t,obs0,obs1,act0,act1,act2,rew,rep,crab_pop
73,-0.9665404,-0.8168682,-1.0,-0.7833553,-1.0,-3.5301447362569145,1,"[2955.548620630269 21945.681757579256 17168.394652320727 3119.239243573783
 67.52190457084917 286.08006831903265 1216.4064324717508 2488.725903161077
 2583.4930029500583 1462.181506291783 490.4401926430635 108.60723320415357
 24.295046618554185 14.152542679317952 8.875064626265862 4.374635423131093
 2.33159145372768 0.620864348011149 0.01199151614430416
 6.4013696838838285e-06 7.381917299653651e-11]"
74,-0.95968825,-0.7730947,-0.9999995,-0.99955,-0.86642504,-3.5512128859018173,1,"[292.02240784081823 4407.9114193668665 17393.392496151628
 16258.088254685052 5053.721461924184 587.1976486702827 510.58621013875097
 1460.7994471523837 2287.310320409658 2015.1807770262758
 1026.8786801472372 322.87636461361456 72.18549688819444 20.24135731419115
 9.848378539638261 4.268137012567621 1.0767249315049783
 0.024674209317006257 1.6286648559016292e-05 2.3405144489174745e-10 0.0]"
75,-0.69647557,-0.71447766,-1.0,-1.0,-0.905305,-3.589966233659223,1,"[30.39688107424943 704.7416076847829 5338.48697482934 15002.898367118889
 14675.06869345023 5809.762548505655 1134.2537493281468 727.6001785031905
 1237.1683215283704 1229.4121745647867 755.4327915875051
 321.23247228633926 98.03850213567054 24.465194279646877 5.979368801476526
 0.9023065691777447 0.02238503509647305 1.819274621972511e-05
 3.25694804459431e-10 2.220446049250313e-16 0.0]"
76,-0.7748561,-0.7012639,-1.0,-0.64111334,-1.0,-3.660455937330113,1,"[3.277469195782735 103.75196022196977 1212.5401325924443
 6121.9718937363605 13632.368652012765 13084.569293111112
 5781.657113752079 1470.2182081217152 757.8681960058797 798.5232354631559
 611.0553996163734 319.43780244430076 115.82563146947527 33.9510495888225
 7.3726439049976715 0.5859191042038834 0.01132799285745656
 9.099394173928133e-06 1.6284840143043766e-10 1.1102230246251565e-16 0.0]"
77,-0.96024746,-0.82626176,0.1656617,-0.012011766,-0.82421744,-3.884994800074191,1,"[0.3585357679413217 14.560565164271718 240.187884369544 1841.4093866109483
 6892.375923737974 12707.056220525514 11379.349407000866
 5103.1725935063605 1455.6284017856383 723.2072110765357 630.5078495437438
 430.00136125240977 199.25698481438764 64.05965413396888 15.53966571346745
 2.270874242944807 0.05597764427334784 4.54822012249112e-05
 8.1423712217088e-10 5.551115123125783e-16 0.0]"
78,-0.92188084,-0.8484701,-0.81554854,0.99878144,-1.0,-4.050788639652416,1,"[0.009379690950397352 1.763588901747223 43.92595242830126
 471.2033139800079 2560.4344233820393 7047.476413140402 9277.074163662799
 5362.384793275851 1436.2255239456167 264.9084122461948 129.45816590073676
 109.96259063629887 68.2589057114129 32.07733181122534 9.077497277709753
 1.7148264822570156 0.04467975491433196 3.638347839751699e-05
 6.513889427850472e-10 4.440892098500626e-16 0.0]"
79,-0.952407,-0.85797864,-1.0,0.22495508,-1.0,-4.154163728162718,1,"[0.0007264313964389056 0.16241937644534124 7.410166532934609
 110.8032027667408 815.9775790144871 3146.877403931801 5980.5578694085925
 5240.719917658857 2176.7529847608625 525.3334358672444 106.81521408217915
 46.39748054602845 33.12213692457918 17.978474535077982 6.818921903112572
 1.893705995534158 0.3701208949989663 0.008233833259675305
 5.42904570055569e-06 7.801725931955161e-11 0.0]"
80,-0.9546541,-0.8393647,-0.9999995,-1.0,-0.8159453,-4.214289583318195,1,"[1.1692685387021583e-06 0.006374010266141715 1.0054189430161633
 23.491664764146968 235.16690371651072 1228.9882325451233
 3292.862092428677 4348.936303725839 2902.551940489517 1105.4890546024135
 272.5890167757455 55.817213962308664 22.15850599115003 13.655763530379843
 7.552634981253803 1.6841923506856953 0.044649630233974724
 3.6382807040657994e-05 6.513887207404423e-10 4.440892098500626e-16 0.0]"
81,-0.73544157,-0.78077877,-1.0,-0.5382297,-1.0,-4.255051298558589,1,"[6.52337533e+03 3.11752516e+03 7.18015581e-01 4.00000000e+00
 1.08000000e+02 6.65000000e+02 2.10700000e+03 3.04400000e+03
 2.14900000e+03 8.61000000e+02 2.19000000e+02 4.30000000e+01
 1.80000000e+01 1.20000000e+01 5.00000000e+00 1.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00]"
82,-0.9667656,-0.80708236,-1.0,-0.7758253,-1.0,-4.2773260979522245,1,"[629.9084831636109 4677.226763931823 3659.059738276818 665.3939007739887
 33.55363622737417 230.33202041685072 979.2389793341368 2142.9278251491623
 2416.698162287564 1509.022672743572 575.9504216486866 148.37997121699323
 33.01285973190227 13.895424920875554 7.156273896094975 1.669330477055476
 0.044634580534602675 3.6382471368390235e-05 6.513886097181398e-10
 4.440892098500626e-16 0.0]"
83,-0.9621723,-0.77486795,-0.99999934,-0.9994283,-0.87154007,-4.292610467897952,1,"[61.559771294404705 933.3465083695528 3693.066343132319 3443.961231270509
 1075.9590663159076 178.62206158884615 407.7091856265107
 1211.3413889177764 2001.1243231947662 1897.4219899326054
 1074.7071412694509 391.0015386250908 99.2868849251095 22.20693470413867
 9.556065906166578 3.413851807792761 0.414604962824241
 0.008270212374313357 5.429697088055185e-06 7.801770340876146e-11 0.0]"
84,-0.7059135,-0.7025953,-1.0,-1.0,-0.861075,-4.320013517378127,1,"[6.323129925081278 147.87279551385282 1132.9287947306375
 3206.1882936918073 3110.3534786949053 1242.390077446022
 352.75910923370355 563.8322004686861 1049.7197455665955
 1111.2162375873381 736.2679692977237 353.18070085206125 108.1276459110409
 24.993200323613845 7.173222121300064 2.255368174343724 0.3812231054682421
 0.008242927618747231 5.429208547291786e-06 7.801737034185408e-11 0.0]"
85,-0.81687963,-0.6889971,-1.0,-0.8151582,-1.0,-4.348612054809534,1,"[0.6809245736705606 21.951358533413185 257.13746082410427
 1300.7619351455135 2903.0998408122473 2770.641392620991
 1261.0953631698835 467.8413185575425 492.26740256080404 551.927497518694
 427.49961838464446 243.02463048713886 97.35942525087505 22.75041817004251
 5.785672854707274 2.449700072636676 0.7066793116511267
 0.01644037773570528 1.0857602859015714e-05 1.5603418557219584e-10 0.0]"
86,-0.98319286,-0.75445706,-0.9992902,-0.9931866,-0.8919047,-4.3576297250187785,1,"[0.015127809420721738 2.7182405242650254 51.1850941515666
 390.77416624654546 1464.3582834395638 2712.3572653899305
 2440.8795352720645 1171.670510281562 521.5350116693568 485.62485352480707
 469.93763919310754 325.81805555588625 163.89275851548203
 57.53881196567963 12.32669108537198 2.644626888857279 0.7068750055731226
 0.016440382099468076 1.0857602860459004e-05 1.5603418557219584e-10 0.0]"
87,-0.8628824,-0.686246,-1.0,-0.9979207,-1.0,-4.380931190408905,1,"[0.0014460422161681012 0.28768947531993744 9.09778448908235
 102.35965216888096 557.6135436111244 1627.2706404142582
 2534.2206786314346 2053.547053071001 915.5885682552041 364.60464334782847
 246.54135950211932 190.76420235505964 122.35209119331522 54.5811609319796
 17.45074939440283 3.306711700805707 0.4037586491742656
 0.008261123721695296 5.429534243206469e-06 7.8017592386459e-11 0.0]"
88,-0.9551133,-0.84358275,-1.0,-0.15609944,-1.0,-4.38408658924785,1,"[1.7538028492712292e-06 0.00954028111253324 1.4171828413775505
 24.026274234883175 182.29203752420582 757.9184772834 1779.5415706738286
 2360.4498847278664 1758.1442175532177 803.6641783166756 348.5191390082519
 228.25120166381183 160.04316586067813 87.05708210199596 32.86846161466573
 8.58434870089118 1.188454402132277 0.024765168684336758
 1.62882770315953e-05 2.340525551147721e-10 0.0]"
89,-0.97037566,-0.77332443,-0.9999999,-1.0,-0.8379718,-4.419901426864395,1,"[1.9488712560148082e-07 0.001064209293945365 0.1757848705223243
 4.907481245715765 52.62386079582173 290.9898919619396 894.125829784272
 1560.3317963294044 1613.3817117628096 1047.4223968910662
 477.2532122797582 211.14318057288574 136.91713128191617 85.8480999309969
 38.21904428888527 12.42457488899259 2.8813899699437973
 0.34752535030395615 0.006020189510615559 3.2010359201084526e-06
 3.6909586498268254e-11]"
90,-0.80587757,-0.7096786,-1.0,-0.8840147,-1.0,-4.452859636442898,1,"[7.49152312e+03 3.58020360e+03 8.24577778e-01 2.00000001e+00
 2.50000000e+01 1.56000000e+02 5.76000000e+02 1.10400000e+03
 1.21500000e+03 8.21000000e+02 3.71000000e+02 1.68000000e+02
 1.19000000e+02 7.60000000e+01 3.10000000e+01 9.00000000e+00
 2.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00]"
91,-0.97884786,-0.73519886,-1.0,-0.6703157,-1.0,-4.458883001471009,1,"[723.3938026605277 5371.266939098215 4201.430162354944 763.2915462380139
 15.701506960427873 55.3427238941811 262.57930980659694 712.8007433591118
 1114.821000633275 1065.2432285230182 657.5540780608721 300.04503373839447
 150.3139925287941 93.90171084153188 48.71768359982374 18.22101670607724
 4.629987067279766 0.6703310070756482 0.012024091558434313
 6.401837788216902e-06 7.381917299653651e-11]"
92,-0.9782014,-0.69124097,-0.99999994,-0.31075478,-0.96106756,-4.473639187903829,1,"[71.19251084481918 1076.7829126636855 4255.800529885691 3980.1953418629537
 1237.1316354004198 139.03383126740013 104.4097755038446
 356.02337253087876 737.5784318483558 949.8201819427032 789.8751004539323
 449.73105910961357 209.89129667806 105.11285184096695 57.122321880546195
 23.65000424149906 6.994855027734703 1.291222637492656 0.02401560819127846
 1.2803207472433797e-05 1.4763834599307302e-10]"
93,-0.9736694,-0.64736205,-0.9999936,0.23576725,-0.9996193,-4.509838886562371,1,"[7.485039079281235 172.54181511940578 1309.269203175246 3693.3903189640205
 3600.59972595235 1416.3908431449663 263.38087142717944 148.6253523715468
 324.10919540357236 506.04890390028066 527.3903458953318 370.2732994942155
 189.99684356797985 90.78811999081252 46.59722363445009 20.192207952308998
 6.664557493245468 1.932576526162256 0.28534350236729633
 0.004330502792717739 1.8639811785181593e-06]"
94,-0.9883402,-0.66103995,-1.0,-0.88963264,-1.0,-4.560056204733616,1,"[0.6974738724724792 24.823808594032343 297.9490472818414
 1505.9810306352304 3351.066128861175 3170.7557884874404 1351.001769214946
 298.772098043283 145.28790112089592 227.18129648934837 299.5890646195638
 261.86393216412387 157.9018072539692 77.30064212851781 39.5694696563575
 19.655593406816966 6.665681724176165 1.6508581649742333
 0.2793667440823526 0.004327302380934928 1.863944268931661e-06]"
95,-0.98659027,-0.7218402,-0.99996996,-0.9976204,-0.90367556,-4.565991422431262,1,"[0.016571707985244002 2.9942458384856225 58.446544870381715
 451.78922423669667 1692.3110714602467 3133.62564484733 2790.0988394408387
 1242.0979807478195 333.7696409722726 181.25742944535568
 245.66845503539386 269.344620280592 202.63439875413158 110.90907411173133
 53.65593584272904 26.103626236285773 9.692835235535862 2.2881537960263465
 0.29136911766666895 0.004333703906652886 1.8640180881046575e-06]"
96,-0.8881845,-0.6432358,-1.0,-0.99290717,-1.0,-4.587000800688025,1,"[0.0014466268521315909 0.29087683122861113 9.601926817953201
 113.91187414185914 640.5760103551908 1880.5541007997244 2910.104422203506
 2324.182929714729 963.3027083998853 250.5688374545207 125.11294793089662
 138.24710239645555 124.31432720218137 87.23627668607868
 44.497889119069775 16.963672146540873 5.622760086023489
 1.6262112498116381 0.2793504579223375 0.004327302146883816
 1.863944268931661e-06]"
97,-0.97180253,-0.8208465,-1.0,-0.8778962,-1.0,-4.591234989747329,1,"[1.7538180972114196e-06 0.009543443889188931 1.4310424848865677
 25.689043588728804 203.53643841781923 867.1643076190763 2053.299457391657
 2706.11605422969 1969.7819409895174 806.1464884298277 240.99410895335927
 140.01667228464606 133.62419144160995 106.51363099947156
 62.99717849390769 26.96848344254674 8.448021907184094 1.973691114557643
 0.2853706466187148 0.004330503182803369 1.8639811785181593e-06]"
98,-0.9603616,-0.77618647,-0.9999994,-1.0,-0.81470865,-4.603728635022613,1,"[3.727275100900659e-11 7.731301664293938e-06 0.03389074389993912
 4.105697986303908 56.28483167151378 336.15590262367806 1111.575261477841
 2125.8506736912104 2354.9842744108664 1527.6396672034484
 614.9399408745139 216.10920303058046 135.66739501476076
 113.84444206141265 75.00281768721604 35.17696224449672 13.099921985912518
 3.2154107121927913 0.30935367874447506 0.004343305922171026
 1.8641288168641523e-06]"
99,-0.7480732,-0.70864457,-1.0,-0.87966424,-1.0,-4.641787219123017,1,"[7.62880588e+03 3.64581112e+03 8.39688232e-01 2.00000001e+00
 2.20000000e+01 1.79000000e+02 7.10000000e+02 1.46100000e+03
 1.69600000e+03 1.20200000e+03 4.92000000e+02 1.84000000e+02
 1.12000000e+02 9.70000000e+01 6.20000000e+01 3.10000000e+01
 1.30000000e+01 3.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00]"
0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,2,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1,-1.0,-1.0,-0.99999994,-0.9995286,-0.8042407,-0.008617983715532308,2,"[72.82106263504961 1101.9368940591046 4354.766556290621 4064.805247288819
 1264.9956881933979 143.6239558486054 124.45158644107141
 479.13328941436214 1087.4580275968278 1492.02415286738 1281.8001100103681
 710.835637892719 289.0084052791704 134.9334569541953 87.36086141414413
 54.59064216257246 26.01656398044894 8.66105736204313 1.4086840810421735
 0.021642911245909557 9.319795163831301e-06]"
2,-0.75885534,-0.6295249,-1.0,-0.3666134,-0.9980321,-0.04841373388952963,2,"[7.405347970310267 174.63468234900174 1333.4969877689082 3753.639531549596
 3670.164304291146 1454.1354416817358 278.9928675955678 196.6664788274159
 404.45389582475843 492.5521565816744 417.3485467121831 283.45329630267537
 137.50146743297472 56.49240798921063 30.93886502231542 16.129429393257443
 8.122364644370837 2.5368640682961017 0.2973241584660362
 0.0043369040063657716 1.8640549976911558e-06]"
3,-0.98829,-0.68817306,-1.0,-0.8863883,-1.0,-0.07502480213156905,2,"[0.7965677828464657 25.9692640763382 303.215175963803 1527.1017499131387
 3410.8376035774963 3259.836387306099 1415.450996506424 346.8095673065071
 222.1021187340696 328.47248994353424 357.5141354395794 284.10917466974877
 162.49588834095402 71.75742465631699 31.794383263596025
 15.715786524770863 7.56818176764711 2.888384006640897 0.5526698674284232
 0.00865140310181245 3.7278516282768237e-06]"
4,-0.9849781,-0.73233116,-0.999887,-0.99599206,-0.90396816,-0.08153450822609042,2,"[0.017290539585148704 3.115327276339251 59.729899869965344
 459.9962272749874 1723.5897754666512 3184.854958210306 2850.3878224476657
 1290.5067245811183 392.99344687664006 272.18021027672694
 331.7908069593801 312.97651487111966 213.96737455065983 110.7451026071064
 47.69383367419847 20.783608368842472 9.596687002638726 3.5010690969456366
 0.5646559555041103 0.00865780439347974 3.7279254474498202e-06]"
5,-0.8670032,-0.6521028,-1.0,-0.9940775,-1.0,-0.1028699793440348,2,"[0.0014470165670852286 0.29299294995971886 9.899569708009851
 117.16061597669983 653.0425843860012 1905.1634484754393
 2953.2487047901827 2384.5611488397813 996.5024856254638
 281.51196380007354 169.0388630776592 179.74382535858126
 140.55328616309927 83.69194920729937 40.59743252823782 16.46901855952956
 5.780227568776999 2.9254503565333696 0.8020171055057023
 0.012962701473409721 5.591611349275993e-06]"
6,-0.9887435,-0.7795703,-1.0,-0.83844995,-1.0,-0.1079712820111358,2,"[1.5589767154175046e-06 0.008488722816061063 1.2968183944293186
 25.705933984178003 208.91556651152075 883.1538757311988 2084.622316991897
 2755.672347531047 2017.2585489161675 842.1330744982631 281.3634637063986
 183.70226782866314 164.20529015592115 113.43761223286467 58.8410452265283
 25.096460150263 9.10417633166012 2.921364811474924 0.5526915844254591
 0.008651403413882042 3.7278516282768237e-06]"
7,-0.96294236,-0.77212226,-0.9999997,-1.0,-0.82244676,-0.12342634713949074,2,"[1.9489051403657068e-07 0.0010649121662398974 0.1788702857949386
 5.296427948745718 59.33597223866339 342.6082520111281 1127.4322556151544
 2141.913046338845 2368.4887829019845 1560.1926278279923 641.2745920943197
 243.40879081091833 167.79111880373884 131.4125862427851 76.5044773902678
 33.899466235761636 12.825511758552873 3.856810081049564
 0.5706815737347294 0.008661005507416886 3.7279623570363185e-06]"
8,-0.73101074,-0.7040067,-1.0,-0.875403,-1.0,-0.16002226051472976,2,"[8.18867973e+03 3.91337519e+03 9.01312487e-01 2.00000001e+00
 2.30000000e+01 1.81000000e+02 6.94000000e+02 1.49200000e+03
 1.76600000e+03 1.23300000e+03 5.15000000e+02 1.91000000e+02
 1.44000000e+02 1.10000000e+02 6.60000000e+01 3.10000000e+01
 1.00000000e+01 3.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00]"
9,-0.96918064,-0.72818375,-1.0,-0.66084576,-1.0,-0.16996615377167726,2,"[790.7131772641937 5871.241511227768 4593.1494240153925 834.5072880951244
 16.222344322903666 60.20813310140511 311.662171418034 902.0990158871065
 1532.5123410273472 1555.678384244242 960.1082202670349 395.20982938006034
 175.64050585507923 122.4668577384145 82.56899164493582 44.63379852869386
 17.34975931066483 5.176610555861394 0.8440389863978655
 0.012985107008466223 5.591869716381481e-06]"
10,-0.9685492,-0.6915857,-0.99999875,-0.29711664,-0.95260406,-0.18895156791653628,2,"[78.17704949658257 1179.0026105890383 4649.477444504273 4347.767183333634
 1354.5095776207193 152.94024827545886 119.07515373630986
 429.51692859927084 958.2243678153235 1332.0556892699583
 1149.8972339885631 633.7606377180812 255.63198488807333
 126.43340046215314 84.74244944514062 52.216339120998086
 23.656326632693737 7.390614388140143 1.1353592418389982
 0.01731881021296322 7.455887804486139e-06]"
11,-0.9627695,-0.6427056,-0.9999944,0.20398235,-0.9996389,-0.22835868958303493,2,"[8.040163271218269 188.27255607125537 1432.2255179319588
 4022.4600565289375 3914.4089955983877 1533.8239442599688
 284.7485292098599 176.12352130852642 406.3441111755289 649.5220002140862
 697.7622976222035 517.917687432352 261.8614353971862 108.53819914509323
 56.03770776841976 37.25463115965269 19.660775777359827 6.190269228574822
 1.5284470945809785 0.23976595406081447 0.003082624719176863]"
12,-0.9853863,-0.6438512,-1.0,-0.90522635,-1.0,-0.2778689483804216,2,"[0.8073578555640504 27.826600088423316 327.6143233035928
 1640.3327707108724 3643.602656299046 3455.304731315338 1470.624342358344
 330.3552523045089 177.40605382999385 297.64425805711176
 390.90591380302504 364.25580110298495 233.76393597686314
 103.57405119557377 45.88045595990842 26.39123833586515 15.835170695352126
 5.996736716537516 0.8619529682531037 0.012994708009758882
 5.591980445140976e-06]"
13,-0.9848059,-0.68432087,-0.9999998,-0.9967803,-0.89453447,-0.2846479226082978,2,"[0.018730541054349382 3.3701826477263164 64.06404234644762
 493.8784216820855 1850.5017610939065 3402.9451711860784 3043.833863199485
 1356.5492495101423 372.9714504674346 231.31588506552194 327.9892179874801
 365.2887000640217 288.4734927791972 160.47230688517348 69.3090837477076
 32.2448573135057 17.573087048963032 6.319533288348998 0.8679568701380789
 0.01299790881162688 5.592017354727474e-06]"
14,-0.85732526,-0.6267249,-1.0,-0.9756732,-1.0,-0.3084286966809468,2,"[0.002166237858224625 0.4161855873153549 11.459115528684306
 126.40854607258912 699.0260522454472 2048.3596433970492 3165.620163713238
 2534.0197306047603 1034.7597742141088 270.44249023920133
 150.31885923951614 174.0777516332969 161.76273722569206
 107.41971611961331 56.678360266281054 27.135453537370644
 11.681842500227821 3.8320812981933505 0.5706652861090875
 0.008661005273364775 3.7279623570363185e-06]"
15,-0.9780763,-0.8061058,-1.0,-0.8644948,-1.0,-0.31592369900180217,2,"[1.9486916690635718e-06 0.010604841618680617 1.594473176906789
 28.996663728063485 225.417049453655 943.4682442728099 2223.6739244711493
 2928.4477264221987 2132.818820772219 865.6204809899265 266.95299246406137
 169.56963292881673 169.2665447702897 133.7251564320254 79.35878134939678
 38.26551484351141 16.50860894598422 5.4417794043195205 0.8500048851257884
 0.012988307264213517 5.5919066259679795e-06]"
16,-0.96192026,-0.7747779,-0.9999996,-1.0,-0.8189493,-0.3344978351463614,2,"[1.948939024680729e-07 0.001065615008424111 0.18195069343739934
 5.667656178747234 64.23674489306899 369.55265561408817 1204.634399296062
 2285.215485447005 2544.5411849789352 1660.5285733388052 663.3236778426467
 241.86324622119102 165.06848792874933 143.41297666050653
 98.43283596846182 50.17488073324576 21.754846059961547 7.9910265111115315
 1.3966599948576954 0.021636509408125004 9.319721344658305e-06]"
17,-0.7141876,-0.70041734,-1.0,-0.870801,-1.0,-0.37201233017574276,2,"[7.45940789e+03 3.56485571e+03 8.21042915e-01 5.68001937e-09
 3.60000000e+01 1.92000000e+02 7.65000000e+02 1.56900000e+03
 1.87100000e+03 1.25800000e+03 5.51000000e+02 1.94000000e+02
 1.49000000e+02 1.17000000e+02 8.60000000e+01 4.70000000e+01
 1.90000000e+01 7.00000000e+00 1.00000000e+00 0.00000000e+00
 0.00000000e+00]"
18,-0.963364,-0.71279025,-1.0,-0.64014256,-1.0,-0.3836820316971633,2,"[720.2934178798625 5348.357326541975 4184.087465467666 759.9165169485842
 16.56297183585624 70.83004672818682 336.4050891568243 968.6573390775376
 1613.9671539015026 1618.0503758841528 980.9901652710012 407.076447252227
 178.73880315717096 131.23168535742292 95.29798073231231 58.74582646680718
 26.635056264637925 9.79004517216849 2.591813811096884 0.257046355431539
 0.003090080164066311]"
19,-0.96735746,-0.69364977,-0.9999978,-0.29765165,-0.9501359,-0.40488102703842965,2,"[70.78465533222003 1070.3802101002548 4230.729177764945 3959.8364529304536
 1228.1867085185747 142.28283319251526 131.79522132421084
 459.3331661057889 1002.139327987237 1381.814763258879 1185.3499543448152
 646.4005776284812 265.31096592320023 136.9970317351046 98.1700013215253
 63.185087564074365 31.560582832317916 12.252913896262129
 2.8890891101057834 0.26138325873575075 0.0030919442190640023]"
20,-0.9609686,-0.6311016,-0.99994373,0.2050556,-0.9997191,-0.4448733657016711,2,"[7.294030221429331 171.4109432806215 1304.4778834640122 3661.339295618077
 3569.8763991782007 1402.608083009343 269.0826207837597 195.7950633837868
 443.0063235670563 694.8793203460546 722.4159273891694 515.2476266432345
 257.71509151512277 113.75576864630357 65.39210808713895 41.1913704672506
 18.91512952474678 6.636861321207165 2.450221787511028 0.47085169827111384
 0.006161521254539171]"
21,-0.98502284,-0.650274,-1.0,-0.9084579,-1.0,-0.49439719953080263,2,"[0.7915386897585436 25.136528980166982 296.4119176570417 1503.006603737345
 3331.6583218804244 3149.028764565857 1345.1782480272702
 314.73534886433276 192.11513521273227 322.22445608120466
 409.7000737467151 366.66160534942554 240.25918109146133
 116.19128433249037 51.57796103109353 30.23764754365623 14.402507568603824
 4.9321911111630925 1.5044532063179825 0.23975315116541362
 0.003082624571538517]"
22,-0.98587173,-0.6843812,-0.99999994,-0.9976679,-0.89828783,-0.5009076826106056,2,"[0.018007422608590996 3.2258277690917847 59.52349614760837
 451.75962590297013 1688.9418214018838 3106.236851395927
 2773.3801712241643 1242.9357277104637 360.7437576168274
 247.95787062641244 349.9492389760554 381.33822994988725
 296.07184662960213 170.09564519452982 79.3166762017779 37.597243654374104
 18.76802685147693 7.097019350190407 1.7957408915560962
 0.24408685390180984 0.0030844885896266216]"
23,-0.8498076,-0.6159885,-1.0,-0.95060384,-1.0,-0.5235384974959546,2,"[0.0021654583944330555 0.41194632160443173 10.833054465897996
 116.30064506255579 635.4520951887446 1863.2866691409229 2891.234133913601
 2300.1007067831356 937.1251821171852 257.53525736857046
 170.06187728363068 193.56330740694435 179.9854778844221
 118.77705833526736 54.91780293945168 26.36348468922701 12.782597764126484
 5.155885477223848 1.0933482183868488 0.017296404833940793
 7.455629437380651e-06]"
24,-0.9762465,-0.7804685,-1.0,-0.8107466,-1.0,-0.5305869372246214,2,"[1.7538282624812611e-06 0.00954555220873353 1.4402492830184173
 26.681268761549898 206.79844263734242 861.7305328667281
 2031.2590393710254 2663.790993691897 1927.7848140727297 785.344666444804
 260.9430595605058 186.28878004895117 186.55786365488387
 146.54079503232165 81.11101281765039 36.158542130675905 15.04203604512952
 6.239755015211208 2.027125284575522 0.2483885505699579
 0.0030863522386188613]"
25,-0.96406937,-0.7630987,-0.9999998,-1.0,-0.8307093,-0.5470531636714426,2,"[4.235538772367359e-11 8.785476491709147e-06 0.03849664649195401
 4.610631269155842 58.71159977860879 336.81250682884263 1094.8828261583317
 2061.5554075619207 2269.2895748196206 1474.3791020607086
 599.0007743067415 239.82644580110238 177.01847269312623 153.97828598271
 103.7917620689267 50.24261829399645 17.990083145051702 6.690495387652945
 2.699579885471026 0.47516299679874685 0.00616338501426017]"
26,-0.7348155,-0.6928319,-1.0,-0.8550831,-1.0,-0.5820697321898074,2,"[7.19369975e+03 3.43787363e+03 7.91796923e-01 2.00000001e+00
 1.80000000e+01 1.84000000e+02 6.87000000e+02 1.44300000e+03
 1.65700000e+03 1.15800000e+03 5.01000000e+02 2.04000000e+02
 1.56000000e+02 1.36000000e+02 9.20000000e+01 4.40000000e+01
 1.60000000e+01 6.00000000e+00 2.00000000e+00 0.00000000e+00
 0.00000000e+00]"
27,-0.9703738,-0.71663904,-1.0,-0.6460139,-1.0,-0.5928169143689038,2,"[694.6361770585875 5157.845948799436 4035.05106799764 733.1447176586192
 14.059478411758814 57.20864539092954 307.88008318299245 876.7835022095238
 1458.5758913468783 1448.6164529223265 903.4484522732348
 391.24550961206273 187.0274149476765 142.37059178819067 109.8256569295175
 60.93743744765575 23.455637509227763 8.213418821851821 2.3124959307056887
 0.25271905375276094 0.0030882162197973795]"
28,-0.969867,-0.68901086,-0.99999934,-0.29620218,-0.9553667,-0.6121805992814413,2,"[67.68839970617263 1031.2748998185268 4097.122952993994 3829.321196631062
 1192.17344031054 134.22706868479267 114.29619907428841 419.9764083589011
 919.2211474869864 1232.9281139179839 1056.409637990327 608.1074845319456
 269.69505859750586 149.39147642306972 111.69509220750012
 66.66956815647315 30.309222682981396 11.288890775270023
 2.6217573163246506 0.257062358348639 0.0030900803486142436]"
29,-0.9637108,-0.62913156,-0.99989337,0.21039271,-0.9997439,-0.6508206086456375,2,"[6.871068529489849 162.4076315515058 1245.5573555052533 3522.52561591097
 3451.0127882619636 1362.9754605042117 258.84665855933554
 167.9698076624794 383.1158416800219 610.1474827104087 642.4513885959361
 474.7749486328613 248.11244578780534 116.19382504364826 71.69600831718807
 43.69588693645023 21.10431810362512 9.658622200988248 2.59172695206533
 0.2570463541832667 0.003090080164066311]"
30,-0.98620147,-0.6394059,-1.0,-0.89946634,-1.0,-0.7003371444503894,2,"[0.6909991273458631 23.705596075570163 282.76551430616246
 1431.2973203337556 3185.7771380299887 3023.175961824409
 1312.5949084776485 299.03799514323936 160.95329543740195
 274.0517065612322 360.3680330124317 319.9839251748387 214.38133995730377
 112.39365319029338 55.01705523346354 33.46684821499473 19.764869060179592
 8.881017908450882 1.6639429285303038 0.025957409093082306
 1.118359179441697e-05]"
31,-0.9848807,-0.71593094,-0.99995697,-0.9961568,-0.8974823,-0.7065784339184402,2,"[0.01656878516798834 2.978384259807818 56.25489667294313 431.8417923601804
 1616.8734314827643 2974.1851106673735 2660.1304023198836
 1197.7979562790679 335.88398530488075 209.0061719152699 294.0325221702429
 328.4879696434691 266.6738479582983 160.73706138723995 79.58742412562468
 40.01959067236387 20.982494914325954 9.658522169751967 2.591726950274018
 0.2570463541832655 0.003090080164066311]"
32,-0.86917776,-0.6027177,-1.0,-0.9537199,-1.0,-0.7290005482016222,2,"[0.0014466268131646757 0.29086874893680814 9.566567538709695
 109.87372704999501 606.5355416478069 1779.1849864842525 2764.164963157821
 2214.653141100855 911.3680836386341 252.6728258414833 145.17287103323534
 160.88054385153984 147.53282788954252 101.25841788247125
 50.25716051663618 25.31485994414753 16.188899905689773 7.039391625494349
 1.7957028883990434 0.24408685335568914 0.0030844885896266216]"
