t,obs0,obs1,act0,act1,act2,rew,rep,crab_pop
23,-1.0,-1.0,-1.0,-1.0,-1.0,-0.6087421028105974,1,"[1.9488034875327537e-07 0.0010628037337817977 0.16964471034426032
 4.237931107287996 49.77373809891792 295.8425707835203 950.247282818297
 1751.250842765499 1886.7546832101134 1196.1217543432715
 495.42940286578425 229.19715207768914 204.6704503252623
 184.40562986041036 127.42603772558917 67.38417644889431 31.04678455216686
 15.241207316666205 6.849742219787917 2.5406517538378273
 0.40491332550128734]"
24,-1.0,-1.0,-1.0,-0.8055558,-1.0,-0.6212072923083876,1,"[7.41961857e+03 3.54584038e+03 8.16663380e-01 1.00000001e+00
 2.30000000e+01 1.65000000e+02 6.09000000e+02 1.19900000e+03
 1.41200000e+03 9.47000000e+02 4.10000000e+02 1.86000000e+02
 1.72000000e+02 1.66000000e+02 1.08000000e+02 5.90000000e+01
 2.60000000e+01 1.50000000e+01 4.00000000e+00 2.00000000e+00
 0.00000000e+00]"
25,-0.97435427,-0.69871116,-1.0,-0.582026,-1.0,-0.6322327551629359,1,"[716.4512921102148 5319.828589854339 4161.770601142525 756.0016212287471
 14.565287491617793 55.51814993049699 272.103582479128 745.0429151774118
 1207.3154244770615 1195.309467591992 725.434482910783 318.684962871724
 179.75327484558858 163.88851957350525 127.04971483976193
 72.85653618147336 34.95561120587778 17.35571266705657 6.306909842353914
 2.1000655637118486 0.398764851561354]"
26,-0.97626644,-0.66261464,-1.0,-0.51405203,-1.0,-0.6520804911072554,1,"[69.81169656566482 1062.0043641246225 4216.692215214853 3950.0505992833255
 1229.2009948511707 138.64624652522068 106.6796957682763
 361.91762617202545 758.3048217298334 1008.0959778102082 857.7247208646033
 484.3158558776183 229.87278538873394 148.86402785728762
 116.08302554054778 76.86693536665797 39.72607031718257 18.547105316701796
 8.074844966717937 2.7760776028563563 0.4079940861285569]"
27,-0.9784339,-0.62276703,-1.0,1.0,-1.0,-0.6746713947330809,1,"[6.991726412122499 167.1799389025236 1287.2645169388338 3635.7245374262834
 3551.056183473644 1406.8075586043124 265.1840427395934 167.99475247214696
 409.8428826401257 702.2723689429947 767.6381068631401 557.909903682297
 303.04752606726083 158.01810931577668 103.91753763677987
 72.45126575066973 40.630866095349624 19.708410014870665 9.550240924619649
 2.5564846355953867 0.21939711797990225]"
28,-0.98612666,-0.61300814,-1.0,-0.701893,-1.0,-0.7555613376837998,1,"[0.5990964554171465 23.786739594601915 292.1881676609457 1474.680350915937
 3275.75914347021 3103.0559940741073 1306.3126693753877 271.20410644921293
 134.0668038844766 248.7044264432857 318.69382261054426 277.3032723656814
 184.1235797152135 95.45405779045849 54.8759058409618 33.77441384052957
 19.2351134794726 9.64602162354392 4.709825507424669 1.6148132469158025
 0.20707407583991977]"
29,-0.9868504,-0.69806445,-1.0,-0.7154603,-1.0,-0.769060915182307,1,"[0.016570538859019403 2.9879013473917375 57.570469878076224
 443.772463983815 1652.9797513973433 3028.092907999627 2683.1360048568213
 1154.5799877898169 294.1012092934348 173.65536154879112
 245.22651087063943 258.17861317897734 203.51238070862058
 122.21383529858491 68.94638424958463 36.92746787753383 19.62631441596907
 9.935168288264727 4.5910084671059685 0.9373600894498022
 0.012321178380261477]"
30,-0.98097515,-0.7436627,-1.0,-0.6390954,-1.0,-0.783244861021902,1,"[0.0014470165365893786 0.2929866246623448 9.871892983408248
 113.98535888677873 625.0206974601668 1817.1271462963182 2801.698929089506
 2229.235917046245 938.1250339503335 281.86773615078204 186.92519178362832
 221.30701266469822 207.41175698009044 143.46106482338172
 83.18133834004601 44.28381767191912 22.456981582449146 10.725887657070249
 3.5254931577199007 0.48813849976324764 0.006168976773247792]"
31,-0.97391737,-0.75549173,-1.0,-1.0,-1.0,-0.8017651016687024,1,"[1.7538180972033474e-06 0.009543443821440817 1.4310312184060974
 25.649268695653593 199.72243791593613 833.1948798901469
 1915.4957820863456 2415.1400705566507 1692.3265352254643
 701.4396763441621 247.36026419335022 178.537428200566 181.25426173960454
 144.4251629143428 89.33035884165646 49.329827922901366 27.419220946154677
 12.728507422688232 4.47724935105527 0.7192402474367623
 0.009247873493158032]"
32,-1.0,-1.0,-1.0,-1.0,-1.0,-0.8109607545205405,1,"[1.9489051403387995e-07 0.0010649121436571802 0.17886653021888102
 5.2831586402570325 58.03330755164164 328.88430498041913
 1067.5026203422653 2009.495040951875 2190.3831743422857
 1400.6759644828421 576.5696968154521 240.29793625955878
 186.05746727443736 163.04928691508195 113.23951208429253 65.3570558341724
 35.227516344625755 15.360343596580591 5.441002491697651
 0.9503483965579795 0.012326770286887445]"
33,-1.0,-1.0,-1.0,-0.8055558,-1.0,-0.8313697659726091,1,"[4.27993501e+04 2.04538363e+04 4.71084349e+00 4.00000003e+00
 2.50000000e+01 1.85000000e+02 6.73000000e+02 1.40700000e+03
 1.63700000e+03 1.08700000e+03 4.71000000e+02 2.01000000e+02
 1.67000000e+02 1.40000000e+02 1.01000000e+02 5.80000000e+01
 3.30000000e+01 1.30000000e+01 5.00000000e+00 0.00000000e+00
 0.00000000e+00]"
34,-0.97154284,-0.71021104,-1.0,-0.6111828,-1.0,-0.8441362913858936,1,"[4132.779785137157 30686.915214212633 24006.76725304778 4360.388808195329
 59.31040251127425 62.215296454068834 305.48981225145326 851.209253820459
 1400.799494014488 1378.0829365752013 836.7405342162019 364.9150546539856
 187.07283827528252 150.51408605528508 113.33986676617738
 70.32754113717725 37.448325060502434 17.093737179535776 6.63611287996811
 1.1857582419572583 0.015407530729609098]"
35,-0.9716062,-0.68100697,-1.0,-0.48839125,-1.0,-0.8693133112814992,1,"[406.29190632869006 6153.672885210001 24336.406194348834 22717.65543130784
 7051.171747341164 718.3984272779483 127.64893326571679 409.91741997759243
 874.4148289839027 1175.0325423760503 997.7086104502336 554.5570714610811
 246.05676890746759 143.41975170989826 112.4248643020798 74.750234699347
 41.52868864577641 19.619061033198467 7.307550929723719 1.8718628018229182
 0.21016415604089567]"
36,-0.97529364,-0.6554653,-1.0,1.0,-1.0,-0.9422185755771076,1,"[41.82955034597622 982.4986909225537 7482.692291685791 21026.257991402803
 20518.891134952617 8091.7129415145655 1362.9253405207971
 260.0690913781544 463.85441992950405 781.7253123724403 884.2934050365487
 653.7345327804927 337.3710393469535 161.29588072377177 102.52509893515078
 69.87779879315347 42.89255400712061 22.267165712396007 8.769960539129585
 2.111593547141206 0.21324678035406708]"
37,-0.9769267,-0.72599393,-0.23672898,1.0,-1.0,-1.1414851943053363,1,"[4.627090217430517 145.55304963113593 1699.4961104341592 8583.933757675331
 19045.5786447847 17962.90674781931 7501.508494336068 1415.34254888722
 234.31912660964008 252.28234213141639 340.40421905788463
 327.9681819226488 225.24735791234497 113.25489612748392 56.95126939491039
 34.52243511870537 22.383502426916404 11.136506067323744 4.73976358132688
 1.6148292497548837 0.2070740760244677]"
38,-0.95938146,-0.8709428,1.0,1.0,-1.0,-1.4231216076100148,1,"[0.4871576970796668 20.97383024884846 339.9426231296807 2572.624246549694
 9524.65288797707 16789.696354163378 13103.455392815858 4210.179433518011
 641.6293581266102 99.89730865310015 99.85941090806338 132.78879489504916
 115.04132719472382 70.7994502831495 38.94325191784852 20.11524589288808
 10.950050618162795 7.261784868374948 3.2101844385017544
 0.48379199374136395 0.006167112607521341]"
39,-0.94288,-0.88752854,0.17652887,-0.6084368,-1.0,-1.6180256749092807,1,"[0.014425542038846577 2.687370518936755 63.761895228431314
 662.9538147520724 3512.2604858495583 9129.256313816906 10442.899995111326
 4395.286643677762 784.5817319560781 90.62727230461569 26.150622315747775
 36.09554237689382 42.26611883533801 36.99948654537099 23.00183447939828
 12.101849664723064 6.213139511095174 2.2921120130086807
 0.5406946364670555 0.008645001966179011 3.727777809103827e-06]"
40,-0.9329206,-0.88040864,0.16409995,-0.9570018,-1.0,-1.7016674858663585,1,"[0.0014477962850092635 0.2972849296963627 10.756804666428925
 155.61502957551977 1128.0502021615212 4165.3298683791345
 7284.6985685852205 5473.043498158067 1786.176473440976 325.1003532978189
 53.210537186004196 27.820388864077756 35.323851688651814
 32.67032384389432 24.287428433614675 14.358000240661164 7.43784459157746
 2.5204418782715168 0.29731330118887034 0.004336903850331808
 1.8640549976911558e-06]"
41,-0.92867744,-0.86166286,-1.0,-0.60331404,-1.0,-1.7581574787908765,1,"[1.753887560112599e-06 0.009557852618792495 1.4942681410620962
 33.571979637909834 329.7608785024087 1612.4469350829263 3826.233317967011
 4250.744256389673 2293.115375045105 757.7326453760372 190.34045376750493
 46.32979886666231 31.878451884223715 33.35581790432833 27.993107731786598
 18.378239107509014 9.54057389057242 3.501023611723351 0.5646559546898722
 0.008657804393479185 3.7279254474498202e-06]"
42,-0.95492655,-0.81573105,-1.0,-0.6497234,-1.0,-1.787686288247373,1,"[2.63026238e+04 1.25700404e+04 3.89508004e+00 1.10000000e+01
 1.42000000e+02 8.96000000e+02 2.41000000e+03 2.98400000e+03
 1.69400000e+03 6.01000000e+02 1.53000000e+02 3.70000000e+01
 2.50000000e+01 2.90000000e+01 2.30000000e+01 1.70000000e+01
 9.00000000e+00 3.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00]"
43,-0.96619815,-0.80715686,-1.0,-0.68856883,-1.0,-1.8051286309197432,1,"[2539.826444638505 18858.731005402038 14752.996969597712 2681.88655055114
 69.70364295855377 308.6903488727182 1215.013323734965 2361.5220705754286
 2335.289689991711 1240.8491364872766 428.30753537931156
 107.99138026094853 32.14372704461494 25.45696544529655 21.88141751829405
 16.0987106229841 10.016875801298305 3.1494400091726833
 0.30931024458755685 0.00434330529803173 1.8641288168641523e-06]"
44,-0.9669911,-0.78003675,-1.0,-0.024530917,-1.0,-1.825289341609595,1,"[250.58906668607784 3781.619213684207 14920.392815715106
 13951.324623260763 4343.690133637978 529.0878224486804 523.0532452021097
 1400.8484208026402 2064.2768143932462 1739.075803899486 871.4696978236683
 280.50640993886424 69.0614979226599 26.886789494063272 20.66125646065428
 16.899353455383757 11.462621779428222 5.0448965400154755
 0.8439521221552078 0.012985105760190407 5.591869716381481e-06]"
45,-0.96894485,-0.7493862,-1.0,-0.74316776,-1.0,-1.876632563306422,1,"[26.12976995227095 607.7893534807276 4600.6573943286885 12891.381792527425
 12575.38426544188 4960.283626978908 975.4874717195736 634.1830241044762
 1088.459294261932 1258.9954823663747 926.4770884568126 438.10811926628224
 135.378851705201 36.09332872609076 17.14732164915565 14.353787958104402
 8.801757390405195 3.2028375907294544 0.5586683383135296
 0.008654603825661855 3.727888537863322e-06]"
46,-0.9685917,-0.73874956,-0.049520895,1.0,-1.0,-1.967795730789145,1,"[2.734483495916316 89.63630899930018 1049.18639511019 5271.609545073247
 11718.510381985989 11200.053366231517 4935.2522190625305
 1275.2287434423158 776.9427091122554 1016.9530941860208
 1001.1685808280106 654.764442864473 273.1833183581194 77.74933063237344
 23.22735515452807 13.64037453018639 9.081680587326378 3.492717024598179
 0.5646505243413981 0.008657804315461037 3.7279254474498202e-06]"
47,-0.9648057,-0.8265886,1.0,0.9327289,-1.0,-2.1194119555814135,1,"[0.25366957568050497 12.329032738608362 208.21911074379193
 1582.4482728150008 5837.848624011736 10312.148891592433 8101.900791011545
 2630.085980329095 489.2147607733105 242.07528032906845 340.7091583395836
 335.11823593960906 190.00657879690544 70.48486293455099 22.66056135782582
 8.196332327813982 6.909758467535246 3.0755174399831677 0.3092613864332008
 0.0043433045958786165 1.8641288168641523e-06]"
48,-0.96267223,-0.87196594,-0.33934003,-0.75873625,-1.0,-2.281573991019278,1,"[0.008655987787353062 1.616029798494777 38.80725149690979
 408.3312154724807 2170.553580322056 5627.86433311881 6434.225218731303
 2742.253398393877 508.00736066043004 92.7564997157111 82.93877820494576
 123.14335715871819 107.00998178213865 54.90487181698779 20.04786849133977
 6.374695036853615 1.2168895655208183 0.6743437898767465
 0.2613496113359012 0.004317699897315008 1.8638335401721662e-06]"
49,-0.95319635,-0.8758263,-0.39481956,-0.6545696,-1.0,-2.32426020779053,1,"[0.0007252622058341443 0.15606153168493284 6.475619500059628
 95.92952425815373 701.6886310021704 2645.327986999803 4894.32035979726
 4138.56604903243 1532.717699188844 325.59597130628777 85.41891215279954
 88.27541182013258 101.18974067709429 71.5687894505271 32.40584764059319
 11.161246077778076 2.8479027421436567 0.34749806319867316
 0.006020189022074018 3.2010359197753857e-06 3.6909586498268254e-11]"
50,-0.949969,-0.8468119,-1.0,-0.6918833,-1.0,-2.366937558154286,1,"[1.169243125475982e-06 0.00636873903444506 0.9823299674978581
 20.756998233987797 202.68498928651135 1031.2045958964113 2650.83396524467
 3361.707395545124 2154.3073930294395 782.8859007704791 202.71194466378776
 78.41552312767483 81.16987497360861 73.4571334586412 41.71713941847338
 15.257776913506035 4.2265746069714805 0.6620698910744374
 0.01201866202419366 6.4017597706245155e-06 7.381917299653651e-11]"
51,-0.9607941,-0.7967304,-1.0,-0.6343111,-1.0,-2.386775583446398,1,"[7.22385819e+03 3.45228637e+03 7.95116405e-01 2.00000001e+00
 8.90000000e+01 5.77000000e+02 1.66300000e+03 2.29700000e+03
 1.60300000e+03 6.20000000e+02 1.61000000e+02 6.10000000e+01
 6.90000000e+01 6.60000000e+01 3.50000000e+01 1.50000000e+01
 4.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00]"
52,-0.97236264,-0.7900282,-1.0,-0.703632,-1.0,-2.4034330175661034,1,"[697.54832877308 5179.469397760332 4051.967408236891 736.3692630666089
 28.85314279044895 196.75433343709085 818.7082869241368 1699.8428859379492
 1866.5370765365217 1154.5468573555718 432.03893251373086
 122.88582409823283 60.679280407514 57.411607269051814 43.37534100188139
 21.55593169132316 7.578838115149555 1.307562964523014 0.02402646400281916
 1.2803363505398124e-05 1.4763834599307302e-10]"
53,-0.9706221,-0.7669817,-1.0,-0.18949285,-1.0,-2.4181551941051542,1,"[68.56657755173983 1039.2317346633047 4113.400414496611 3845.82897318535
 1198.8909056423765 175.5436136913647 332.4251951601808 967.5524923644866
 1541.4713347232987 1430.677953201474 799.4348924099288 290.7578560428847
 94.50066941623278 54.67125839502314 43.39219777668098 27.487198017075
 11.547372502162133 2.2511420116169143 0.04202188056647005
 2.240553505628018e-05 2.583671054878778e-10]"
54,-0.9743206,-0.7175978,-1.0,-0.8120223,-1.0,-2.45270636949603,1,"[7.267434233389168 166.93552038927785 1259.1541259032376 3537.874375144111
 3467.7619691436244 1377.995887820225 330.8297475128386 424.53277500453373
 841.4259484765345 1054.0155750671747 819.2417228707559 407.2876593335489
 147.81105890306827 58.828640510641 32.077083155530076 22.554776737224834
 11.172636074910795 2.892459522178906 0.30334977409110075
 0.004340105120301141 1.864091907277654e-06]"
55,-0.9802104,-0.6902032,-1.0,1.0,-1.0,-2.4646800382569665,1,"[0.6910026346330493 23.724610572779035 285.31067906881054
 1445.7162280964546 3210.8569154921684 3086.322071420931 1391.734235715324
 461.49961216013384 536.8034192996121 855.613123769445 898.7934360965775
 605.7058903225038 271.2916791014824 99.0318039285342 40.65143441790911
 22.496937381841565 13.430449283871566 4.726257363519894 0.588628128398541
 0.0086706069768121 3.7280730857958133e-06]"
56,-0.98167336,-0.7090434,-1.0,-0.73685825,-1.0,-2.5460391571798597,1,"[0.015851122721415586 2.8636529348860047 55.872110336869575
 434.0937718531776 1614.9687488754887 2911.2945190997916 2467.883700256211
 989.8054110108519 304.21207206329694 291.73641844885935
 375.59722698878505 333.7380911920996 188.2361324604125 76.01370160388663
 31.661588411301402 12.850489941104236 7.224413158449233 4.09316552064209
 0.8259512780114808 0.012975503510623265 5.591758987621986e-06]"
57,-0.9819109,-0.7395492,-1.0,-0.61925685,-1.0,-2.5589897516828333,1,"[0.001446431970088668 0.28981367645952516 9.430806060469232
 109.71486942604656 610.1967332025481 1772.8903304476983 2671.309379758443
 2036.5701754003164 840.1321072168602 324.1410587313326 304.349371868837
 322.82016233628093 231.65584022252182 113.13474114913672
 43.36803144238882 17.33536115962093 8.08358888042923 4.477566214458284
 1.0813187021795858 0.017290002918138314 7.455555618207654e-06]"
58,-0.97419083,-0.75628555,-1.0,-1.0,-1.0,-2.577601306188296,1,"[1.7538164029882687e-06 0.009543092405994366 1.4294919533220034
 25.466950987192238 197.53818117175484 818.5752267203626
 1864.1055832297027 2299.7579623281435 1531.7637107320027
 630.7597486853912 290.7479986763647 265.86651407198025 234.10948535111328
 142.20899235580242 63.35379385541178 22.258563495816478 9.075513107064104
 4.23749515299404 1.4924128336477949 0.23974674909357774
 0.003082624497719344]"
59,-1.0,-1.0,-1.0,-1.0,-1.0,-2.5850458407240575,1,"[1.9488881982149225e-07 0.0010645607507934255 0.17733102057047964
 5.114091521202162 57.09837467836294 323.72879699090277 1041.4811852061414
 1936.50840826225 2057.403306531702 1279.4672411786144 550.2607658724061
 300.63868982964067 254.88867069736173 185.84276110644882
 97.28735377481185 38.32710112843964 12.804494896328833 4.969412092013556
 1.753800447163665 0.24406444953701278 0.003084488331259516]"
60,-1.0,-1.0,-1.0,-0.8055558,-1.0,-2.6006380463326133,1,"[7.58497891e+03 3.62486618e+03 8.34864279e-01 4.00000001e+00
 2.20000000e+01 1.74000000e+02 6.62000000e+02 1.35100000e+03
 1.52900000e+03 9.93000000e+02 4.32000000e+02 2.46000000e+02
 2.18000000e+02 1.54000000e+02 8.30000000e+01 3.10000000e+01
 1.10000000e+01 4.00000000e+00 1.00000000e+00 0.00000000e+00
 0.00000000e+00]"
61,-0.97332567,-0.7233709,-1.0,-0.63771594,-1.0,-2.6121455101650084,1,"[732.4187740663181 5438.391105831507 4254.528157074964 773.3440413913423
 16.644839621747384 57.82404720409205 294.68238302631 823.3576057488909
 1333.3336666068549 1289.8278816454356 764.6606646103352
 358.25758377639886 231.6947626186749 180.1467225838806 108.95694406728516
 49.445110805664484 17.557634690273066 5.929495182056041
 1.7718067224701037 0.24407405186459863 0.0030844884419882757]"
62,-0.97350144,-0.69046956,-1.0,-0.4838014,-1.0,-2.630646678012795,1,"[72.38591568482154 1091.06447050891 4300.143100340432 4017.548268629623
 1250.8098787498466 142.93687133589026 113.38583453636936
 397.5479788591783 852.6244443452235 1122.740834834878 934.6574229854383
 524.6550678660732 269.3442256054617 183.91648162957597 125.3102122386943
 62.840889716731574 24.973034034974283 8.449918866238642
 2.0691200233332787 0.24841095571493021 0.003086352496985967]"
63,-0.9771664,-0.63945365,-1.0,1.0,-1.0,-2.655253574903987,1,"[7.397442576842841 173.31239498298393 1321.0949954784687 3719.623107782728
 3626.223637172133 1426.5300152874954 270.3765783389612 182.0933247330254
 437.9247567678499 752.95426475619 844.564005019773 616.3302117143342
 329.18969172205004 178.96301029166767 127.05840983471693 73.0839248555052
 31.58650886753349 10.407429435951364 2.771523552965451
 0.47520140493883267 0.006163385457175208]"
64,-0.98524,-0.61732244,-1.0,-0.6783452,-1.0,-2.736265063165369,1,"[0.7908198582840108 25.015473545366454 295.24218723153274
 1507.2981414719761 3364.5851363962356 3168.288506937329
 1332.1284592541595 276.39891069424584 141.6608677251311 254.4662746606928
 354.5021004854003 334.66421168143216 204.21230867787517 99.0175422204257
 57.70003484172621 34.10829545676566 14.694897619283383 5.949821001761173
 2.021143097570569 0.24838535008015805 0.003086352201709275]"
65,-0.9862378,-0.6877833,-1.0,-0.66675806,-1.0,-2.7509430387216365,1,"[0.016571902857121627 2.995306884667935 58.60841439044587
 454.8372097254986 1704.657657167197 3135.558085113154 2748.770148487891
 1186.676305816337 298.92297591253305 175.8916760904324 258.35517405983586
 300.13412499738246 235.54055717416352 130.0012738851953 66.78703011761013
 37.53559271240237 18.16428224362042 6.620384571405966 2.4502109292567837
 0.4708516981150792 0.006161521254539171]"
66,-0.9785541,-0.74507564,-1.0,-0.6426364,-1.0,-2.7672991920115124,1,"[0.0014464320056671609 0.28982105598441954 9.463097450357143
 113.42597930930559 643.5647008862686 1884.0921672931916
 2873.6580351635594 2252.0906599095088 934.619626420282 275.621118105951
 188.8903517046946 240.7222600344075 231.27681716291693 154.84314300751652
 82.25741663154663 42.3591141645927 19.336657605703046 7.294691981496712
 2.711560539941297 0.4751693980123938 0.006163385088079343]"
67,-0.97160685,-0.7708716,-1.0,-0.9022018,-1.0,-2.786156203579372,1,"[1.7538180972163525e-06 0.00954344393059046 1.4310493693056832
 25.713263479950815 205.6194237908775 868.3230255804159 1988.262968991245
 2483.4241987587025 1692.5506601679745 685.0864651315233 240.6895729848289
 191.366372742876 208.41267793076042 162.9597876855159 98.99000550482417
 51.963113726477154 22.93445826529363 9.52121528611941 3.252211749091008
 0.48381439935443815 0.006167112865888447]"
68,-0.9693246,-0.75904816,-1.0,-0.56773794,-1.0,-2.798950616332733,1,"[1.9488881982328606e-07 0.0010645607658485976 0.17733352447225176
 5.122962316540131 58.036673020458615 337.96947416222906
 1095.7786701481475 2025.5553300015424 2162.9404107068535
 1349.1057658436414 546.6269894475245 237.180507677925 198.09226411061022
 177.70007228915478 119.6780746224903 66.58705922760791 31.42196697439962
 12.71586452344067 3.810874659173073 0.4924690031020833
 0.00617084075442631]"
69,-0.96317047,-0.72774476,-1.0,-0.61178017,-1.0,-2.824164635122494,1,"[7.27190210e+03 3.47524658e+03 8.00404507e-01 3.00000001e+00
 2.30000000e+01 2.08000000e+02 6.85000000e+02 1.40000000e+03
 1.59200000e+03 1.03100000e+03 4.56000000e+02 2.03000000e+02
 1.73000000e+02 1.53000000e+02 1.06000000e+02 5.80000000e+01
 2.80000000e+01 9.00000000e+00 3.00000000e+00 0.00000000e+00
 0.00000000e+00]"
70,-0.97252417,-0.71640354,-1.0,-0.6245419,-1.0,-2.842947048176713,1,"[702.1875317750432 5213.91663134858 4078.9174084121228 741.2885241459408
 15.885007911911032 65.6077707726525 312.7882833533724 810.2722258777723
 1295.6276597668825 1236.2587870912716 728.9615066618904
 323.43657166070255 173.5668262026901 142.28918515529728 113.6477691536782
 69.52635215509333 33.93599949852787 13.258693449958166 3.57349179559423
 0.48816410571008606 0.006168977068524484]"
71,-0.97389853,-0.6800905,-1.0,-0.4916326,-1.0,-2.861281511145456,1,"[70.12043905785038 1052.1640139186359 4132.9363957950545
 3859.3727496178053 1192.8791989018596 136.80316928858744
 119.0363924186678 397.6886525535084 828.6726323391725 1084.8064157514925
 892.6522278481555 485.6290574458004 223.64496786554608 139.44141673061776
 108.5707228771284 75.35262257516473 39.12474866127308 15.997170170104326
 5.035961120920158 0.7278948518865617 0.009251601381695895]"
72,-0.978467,-0.64239347,-1.0,1.0,-1.0,-2.88496471809456,1,"[7.1748150679808465 166.908244043146 1268.925662427419 3575.397720511485
 3491.612710898153 1365.6269766220923 260.59581584659867
 180.24492611585745 435.54011920889144 741.1538503500022 810.890957279772
 589.6446313900456 305.024633022683 152.4888457084214 104.06655165464905
 70.75225022741695 36.952007024700045 16.88186586964958 6.879505073174843
 1.1900663402291398 0.01540939445242051]"
73,-0.98606664,-0.6197444,-1.0,-0.67125857,-1.0,-2.965904201285421,1,"[0.6917210765518846 23.84358291957817 286.32707132527696
 1453.9494878331025 3237.4081005585895 3066.3671883931006
 1289.726462658373 278.29105213023666 145.9418129627876 244.4248827002023
 330.5447595574958 293.4812491941367 188.08544754686488 104.90659026021278
 57.94364156361659 36.01762284658312 19.19430398864775 9.707129430789875
 4.542145284857458 1.3966645993243134 0.20400077062063005]"
74,-0.9864534,-0.6834345,-1.0,-0.6375612,-1.0,-2.980657989136737,1,"[0.016570149147454197 2.9857859314990507 57.275906769036375
 440.8926459731649 1644.9329685341927 3008.7103149908753 2639.950619429872
 1139.0401827164594 294.51394567463774 173.20268756554532
 246.4727785195285 274.9827248306366 213.2802069542375 126.50623211255372
 66.72053584553726 37.168535141371144 21.28044598298469 8.317986384674802
 3.9378170514611153 1.6018665492956972 0.20706848441311843]"
75,-0.97961956,-0.75630707,-1.0,-0.7072767,-1.0,-2.9977487665252007,1,"[0.0014470165264241074 0.2929845163315088 9.862684307009477
 112.98643519837285 620.9257771322602 1802.0896776687625 2733.331315806667
 2146.1254633130193 900.8687839936168 269.95820590618183
 185.75656134826508 226.26682812338103 207.0004153962775 139.3251113012852
 81.00865969674727 44.340740073708396 23.09682202132204 10.743097182061469
 3.650303242320716 1.1655948578750817 0.20092187426981567]"
76,-0.974128,-0.76219374,-1.0,-1.0,-1.0,-3.013638516038519,1,"[1.7538180971988627e-06 0.009543443783803007 1.4310249594566997
 25.62719906075452 197.68197598320992 820.5527091457965 1887.7545147721635
 2382.2027549835707 1672.8557961495337 689.185267182627 245.18944650904623
 190.07711742382702 193.58015435127342 150.66192307704335
 93.80162940707673 54.234267928788825 28.11918798329157 12.096211075653148
 4.340726113899987 1.3923789058853349 0.20399890715618574]"
77,-1.0,-1.0,-1.0,-1.0,-1.0,-3.02287586678027,1,"[1.9489051403163767e-07 0.0010649121248382633 0.178863400665743
 5.2721133626547285 56.983323118856354 320.3081297340023
 1042.0289120869916 1971.9210908991809 2157.888137980764
 1376.2788654103163 561.8932929575062 245.62853026788508
 199.10379895794415 171.61497951164728 118.39934494943793
 69.99422004638873 36.18193623684829 16.39520120055238 6.082502467876745
 1.6364369535845582 0.20708339541362608]"
78,-1.0,-1.0,-1.0,-0.8055558,-1.0,-3.0433096301542943,1,"[4.41888120e+04 2.11178610e+04 4.86377894e+00 2.00000003e+00
 2.00000000e+01 1.87000000e+02 6.51000000e+02 1.38300000e+03
 1.60000000e+03 1.09400000e+03 4.41000000e+02 1.95000000e+02
 1.76000000e+02 1.43000000e+02 1.07000000e+02 6.50000000e+01
 3.30000000e+01 1.50000000e+01 4.00000000e+00 1.00000000e+00
 0.00000000e+00]"
79,-0.9722285,-0.70832396,-1.0,-0.607337,-1.0,-3.056024160620594,1,"[4266.948649612759 31683.152318416418 24786.133041715322 4501.578732262508
 58.62989490871519 58.89023679062424 300.0166585652391 829.733923475322
 1378.6926760262807 1365.4201453251203 821.681123548533 343.83008873594633
 189.3642769758745 156.03616397879404 116.34446641464008 77.23826680229183
 40.77472828721135 19.014168024863682 6.878526526820472 1.6493964544121327
 0.20708898698806577]"
80,-0.97317463,-0.6684434,-1.0,-0.50250673,-1.0,-3.081363548586447,1,"[420.97473417413266 6354.341384383014 25080.236525466782
 23471.516880820407 7293.4803194521955 739.8159002619187
 126.50615248423084 402.1422371823311 854.6578674264806 1158.0936151206063
 987.8198466672559 549.1443061709601 243.92723437737246 150.67045230516834
 111.52360385203974 73.66084365946996 42.53403427907041 20.29323201682598
 7.568900537965528 1.876180501720231 0.21016601987443584]"
81,-0.97520906,-0.65918505,-1.0,1.0,-1.0,-3.1580490113741932,1,"[43.870387353451875 1015.4146907105863 7699.418415314333
 21686.952943065095 21241.673616359505 8376.102907618268 1397.378812415419
 250.24912051213505 451.4196833596065 771.3194055097188 881.7765542174974
 657.0166151436705 331.65812517527695 162.94705548973317 107.0629735397245
 73.72277460600458 43.02806019487492 21.600677668023753 8.09157261410605
 1.8848159011247738 0.21016974754151618]"
82,-0.9761867,-0.7277458,-0.20552684,1.0,-1.0,-3.3676131526051822,1,"[4.74991648130874 150.75317190594225 1754.257961186406 8834.210436941732
 19638.16435473753 18588.480477185443 7751.7713639614185 1427.5976538747
 220.6826668242636 234.92227743523765 342.06096970062157 329.6484156627274
 210.55772019019 107.60789360645893 60.33700062984602 39.939862323567816
 18.60575367423037 8.965007513689159 5.482893940868379 1.168429831523171
 0.015400074731075852]"
