t,obs0,obs1,act0,act1,act2,rew,rep,crab_pop
47,-1.0,-1.0,-1.0,-0.8055558,-1.0,-1.7634621918932198,5,"[6.92318504e+03 3.30859448e+03 7.62021880e-01 5.27170865e-09
 2.90000000e+01 1.82000000e+02 6.77000000e+02 1.32900000e+03
 1.52800000e+03 1.00300000e+03 4.39000000e+02 1.93000000e+02
 1.65000000e+02 1.45000000e+02 1.06000000e+02 5.60000000e+01
 2.40000000e+01 1.20000000e+01 5.00000000e+00 0.00000000e+00
 0.00000000e+00]"
48,-0.97099423,-0.71006113,-1.0,-0.61051047,-1.0,-1.7749602673099831,5,"[668.5148051280896 4963.888281018467 3883.3124740472467 705.279862094295
 14.527119654209683 64.08292328450331 304.8574680975154 827.6511737653875
 1313.6746505956878 1273.226551647239 773.6939891154983 341.75553977748757
 176.13196397747654 144.92083978625735 116.18386316403314 71.3213952766371
 33.08821872305625 15.288817332665054 6.600176335506483 1.185739038394328
 0.015407530508151579]"
49,-0.97422266,-0.68976325,-1.0,-0.4849848,-1.0,-1.7943159518760883,5,"[65.2347948085089 991.7563833953602 3933.920900202305 3676.092237258496
 1142.2051056741027 132.24322468222712 118.84766967984166 395.855319624581
 823.7759732267018 1089.7653487146883 919.6824331672786 519.5838123179132
 239.9578452054506 143.796294525378 111.42770391007308 77.81055346048981
 42.28226603995681 19.07210107136516 7.29560827140808 1.871856401155387
 0.2101641559670765]"
50,-0.9790815,-0.6320387,-1.0,1.0,-1.0,-1.8186627267240734,5,"[6.753280712093931 158.0910800654833 1204.9555381110079 3397.493429718733
 3328.884486637896 1318.3793133608901 255.00872525286536
 186.02391994075106 447.32100129327085 749.3726128122744 830.7646511688191
 617.2480974402607 316.7145036226417 155.4282455997 102.92517549397218
 73.67054375148807 45.14087183177 21.95586387771616 8.3898427451408
 1.429822690480044 0.018492019060868614]"
51,-0.98552,-0.61749166,-1.0,-0.6792271,-1.0,-1.8996312008883243,5,"[0.6888375664703051 23.314887548955873 275.2443007707043 1386.702209195058
 3085.0723276733734 2919.129466338846 1243.070397047737 265.95830318179173
 146.5999547989301 248.1455695013093 336.16999624433066 320.4554048808694
 191.07806501564593 96.15122954602644 63.034116782967175 41.64597767808717
 22.426296009268484 13.241576519364411 6.022512314672341
 1.6364049462680366 0.20708339504453022]"
52,-0.9851608,-0.7035471,-1.0,-0.7313764,-1.0,-1.9140642882371168,5,"[0.015848394752318612 2.8488474832592714 53.820895863847305
 415.0438983468822 1559.4400387405688 2855.8084662165516
 2507.1720926643256 1082.7546973428182 274.991611176076 169.44570635325942
 247.78461678136688 292.592286517093 229.74626968914222 126.4593516660583
 67.61319647389453 42.46361179720668 24.875426587378023 13.502632531630745
 5.779152691831479 1.632096848464256 0.2070815313217188]"
53,-0.9812377,-0.73955745,-1.0,-0.61835146,-1.0,-1.9276321931429727,5,"[0.0014464319514523093 0.2898098109498351 9.413884161637498
 107.74505601199552 590.4874196018652 1713.0696763503793 2628.484659198203
 2086.4511531235394 881.9066981034057 272.6822067205076 192.85457942364263
 238.85834654796412 241.5986852330469 165.0866842920527 82.3557861412434
 47.81693892048335 28.558664102704835 12.60047246830382 5.679582546695086
 1.8459245968388853 0.21015297267055877]"
54,-0.97393763,-0.74517435,-1.0,-1.0,-1.0,-1.9467210496322556,5,"[1.7538096261301975e-06 0.009541686763027581 1.4233380232075612
 24.748814619137757 190.10499968606032 788.3001894341081
 1810.0605240209793 2277.1718232120306 1563.413458643816 643.0690996723595
 237.52018719734588 189.7133014154523 202.08148361390147
 166.86734029592043 99.55424589926079 52.72512870210855 29.55994552016438
 15.026097783265632 5.809112482730726 1.6321128516154066
 0.20708153150626674]"
55,-1.0,-1.0,-1.0,-1.0,-1.0,-1.9549606089485412,5,"[1.9488881981790462e-07 0.001064560720683171 0.17732601336967743
 5.096430307650711 55.45031454200164 312.3573945484244 1008.9593458754155
 1890.048298596001 2045.6916171213693 1297.300203161076 536.3719758504521
 240.33303078222036 201.46884999665772 183.65167961795234
 128.90590190270555 71.44152438890279 36.99984596493704 18.37744149432479
 7.28356789938928 1.8718499990835518 0.21016415589325732]"
56,-1.0,-1.0,-1.0,-0.8055558,-1.0,-1.9723361976679208,5,"[7.51603423e+03 3.59191748e+03 8.27275669e-01 2.00000001e+00
 1.90000000e+01 1.76000000e+02 6.39000000e+02 1.32300000e+03
 1.51800000e+03 1.02800000e+03 4.37000000e+02 2.03000000e+02
 1.71000000e+02 1.58000000e+02 1.11000000e+02 6.30000000e+01
 3.20000000e+01 1.70000000e+01 6.00000000e+00 1.00000000e+00
 0.00000000e+00]"
57,-0.9742171,-0.70989096,-1.0,-0.6120912,-1.0,-1.9844518546400602,5,"[725.7613561874338 5388.958125728228 4215.853041707447 765.9808399241639
 14.615451347119565 55.861146092261144 290.067798505057 807.330154594594
 1318.5036042906017 1287.7213941504856 787.4807124278278 348.4102068923729
 190.80549614873684 157.85993437733248 124.26428295157766
 79.62597762539917 42.567701782610484 21.302719026146914 8.085585001800883
 1.8848127005569593 0.2101697475046066]"
58,-0.9726396,-0.6766107,-1.0,-0.4932982,-1.0,-2.004187990065814,5,"[71.11281018815289 1078.8240015745814 4273.027253023151 3993.626286168766
 1236.034051794951 137.53043983215187 111.0333882628933 390.13043504393005
 819.0184156789546 1098.7684372676586 931.3489643211747 519.6339230935823
 244.69772741954986 153.72132904337204 120.69972048566028
 79.11986737015773 48.89423678971617 25.1387637559459 9.614864065504761
 1.6652485383283202 0.0215727796881382]"
59,-0.97808045,-0.6230207,-1.0,1.0,-1.0,-2.02859445052333,5,"[7.295471002201373 171.67000453431345 1309.2920333449415
 3688.6345431374957 3618.850949444782 1418.447909883882 266.4888477257543
 178.02643224405972 432.51264173163577 742.1035939816687 845.3638067569793
 623.200217244488 322.5090505702157 168.08243964038044 110.42483744017146
 76.12986616586966 45.58321295805467 20.512285865673206 9.069498438037098
 2.5478716403996087 0.219393390571189]"
60,-0.98538667,-0.6143296,-1.0,-0.6927465,-1.0,-2.1096694891607086,5,"[0.792974014665243 25.365994441018024 297.18975187065735
 1499.7752641656004 3334.273605143668 3170.0366474371162
 1328.7235128622565 275.5857900084275 141.1713341728383 248.84419268546463
 343.6801819417311 320.4337918659201 204.18854218158592 111.68580448952328
 61.376096442617325 35.61922874810835 21.24697130950862 11.293951502284411
 5.7803553145756315 2.523368151431183 0.4049058700194883]"
61,-0.98567957,-0.6821722,-1.0,-0.6304052,-1.0,-2.1238569972345727,5,"[0.018005863830098664 3.2173801612054747 58.40665908611365
 446.9848345652704 1690.9580921506226 3102.3788438522583 2735.960641647634
 1180.107657452338 304.31510914273315 178.76993837856148
 253.82715427483456 291.3773189858445 227.77749181293086
 133.60882506873037 72.59603137788756 41.97324990736352 23.82609147844673
 12.341209602094574 4.303756731812757 1.851689815725224 0.3956784994703735]"
62,-0.9783547,-0.7505359,-1.0,-0.67192507,-1.0,-2.141635722467151,5,"[0.002165263544580193 0.41088984351052843 10.691143439323715
 115.4391686313083 633.3041249929638 1850.287325617146 2832.457459038875
 2206.322064964795 920.1579194690619 274.8555824046602 190.3939744755211
 225.36918586088305 217.48968104496348 151.62149786769714
 87.08749891559123 49.85231248956937 25.328357873692582 12.37333939600753
 4.1789792203462115 1.1742334580814926 0.2009256019738056]"
63,-0.97419286,-0.7666352,-1.0,-1.0,-1.0,-2.1594676407752296,5,"[1.9486713384924964e-06 0.010600624716126678 1.5760157675184128
 26.85766207326369 204.4278468250393 851.3656038777842 1958.465737035471
 2453.219235474074 1684.6909917286514 678.9578832340846 244.96652058618716
 190.10597495540196 195.97333999921966 159.32937991118868
 102.7923325913817 59.396226996478866 30.823417065764954
 15.137041226524223 6.0585085781481265 1.6364241506891566
 0.20708339526598774]"
64,-1.0,-1.0,-1.0,-1.0,-1.0,-2.170166830828731,5,"[1.9489220824761302e-07 0.0010652635478122666 0.18040391747366283
 5.458836189725443 59.55063586634307 335.6008369668008 1091.244664513719
 2052.9092147129522 2213.4559991930564 1386.7419478789216
 562.1627576356519 242.76757454258853 198.4542954223996 179.37762510646007
 129.69147278243926 75.95757027420947 39.355276602052776
 18.819766136255307 7.956017067982146 2.0986244452343215
 0.21324118866889863]"
65,-1.0,-1.0,-1.0,-0.8055558,-1.0,-2.1935133062475987,5,"[7.12044406e+03 3.40286469e+03 7.83733807e-01 1.00000001e+00
 2.40000000e+01 1.82000000e+02 6.95000000e+02 1.41900000e+03
 1.64800000e+03 1.07100000e+03 4.49000000e+02 1.93000000e+02
 1.64000000e+02 1.58000000e+02 1.14000000e+02 6.40000000e+01
 3.60000000e+01 1.60000000e+01 6.00000000e+00 2.00000000e+00
 0.00000000e+00]"
66,-0.96633136,-0.6995463,-1.0,-0.58184063,-1.0,-2.2060272996543246,5,"[687.5624801272584 5105.321993807807 3993.9593842025665 725.5290614316102
 14.463882530648306 60.8899766899367 307.4061630616548 861.37484750973
 1404.675651474154 1358.0065427110922 804.7082231951536 343.5802954497682
 178.3931722523099 151.5963991619217 124.47750339276332 77.63178298705306
 42.91113708898185 18.660324340052213 7.332742013476487 2.7631469076072306
 0.4079884948863035]"
67,-0.97407687,-0.6799246,-1.0,-0.4919686,-1.0,-2.2273901047597886,5,"[67.8276881549083 1023.880893094227 4038.4255283785496 3767.470142254013
 1173.9883115433706 134.63658305194016 114.26030884748248
 406.68091888795135 888.1392217680387 1185.404894295686 982.6735053095971
 528.6604905548822 234.29346776680705 144.41082005002627
 112.71572843488536 80.1738224823647 46.8278616602352 21.73387152510571
 9.050546189999094 3.0071921527231185 0.4110729829961055]"
68,-0.9772192,-0.6333917,-1.0,1.0,-1.0,-2.252209004643268,5,"[6.777715723943633 162.17899197597242 1243.3066641123794
 3492.5001048500158 3409.564878176632 1351.470899103688 262.3297132090175
 183.7975853681909 458.2424413253314 800.7919904588648 903.2151502030772
 647.7227574061935 324.7181571966251 159.47008923854722 100.49926582727977
 68.90503618533256 46.46763669167427 25.45074378489176 10.119781084863032
 3.0244757529452815 0.41108043847790454]"
69,-0.9847,-0.6182528,-1.0,-0.6702577,-1.0,-2.333261756139259,5,"[0.6888438017520014 23.348712768375805 279.86366132705507
 1422.5259381540138 3162.722016539183 2991.40413703117 1275.5176242786426
 272.05514055324056 134.0443371883852 241.03252803355858
 351.31673964133864 332.0677322696766 209.86174756651167 109.506528669202
 60.96850287009279 35.566359934890365 22.52567348433548 14.096394587984522
 6.290046470614622 2.991327263493001 0.5965891901483947]"
70,-0.9869797,-0.68492806,-1.0,-0.6466987,-1.0,-2.348247620022969,5,"[0.016567810911947176 2.973100463748028 55.5391963737167
 426.84733538851697 1602.0241900359217 2933.0918747616006
 2597.3573342979576 1130.085627572952 289.66160746278575
 167.58735662324779 255.64465392052503 301.278168261426 240.1198426670037
 134.67148893513226 68.80279827898178 40.34617587662242 23.94002295966406
 14.334772557118066 7.498137778660924 2.767413396235005 0.4079903581292903]"
71,-0.97867733,-0.75250167,-1.0,-0.6835638,-1.0,-2.3651912545998854,5,"[0.0014466268165530959 0.29086945168489786 9.569632298636003
 110.18973549694283 606.2050282349888 1764.3158724194398 2699.575679198969
 2112.5623183104094 885.6048912927861 263.2439396185679 185.51859888015068
 236.65706073699974 231.04614482055513 154.99795690128465
 79.93308495562862 45.19521026671818 28.890214160098537 16.130238578831808
 6.992225923042785 1.8675162955669824 0.21016229187516922]"
72,-0.97471845,-0.764715,-1.0,-1.0,-1.0,-2.3821698640752578,5,"[1.7538096261369242e-06 0.009541686819484285 1.4233474115532192
 24.781908611852316 193.13599460072052 805.1357886277328 1848.099083133207
 2344.4856433062764 1630.2125500220745 677.7722195728661 241.5738090438605
 192.60449346169673 203.88353498610445 163.5668130066303 99.96687592306964
 53.238789452211364 31.080128507103787 17.777490258271193
 7.937956504824261 2.0986148421265645 0.21324118855816987]"
73,-1.0,-1.0,-1.0,-1.0,-1.0,-2.391563906196251,5,"[1.9488712560506845e-07 0.0010642093240556772 0.17578987811119395
 4.925194212421594 54.41943514773772 314.23674563592203 1029.5476048114404
 1942.2976650938488 2117.47847203319 1351.2835909990245 561.2241853294565
 239.88167704416938 199.92444921081258 183.15895455237816
 127.37284043634716 71.98327435925765 37.506206001283175
 19.892040895804577 9.263908024483312 3.0114842468296317 0.411074846534369]"
74,-1.0,-1.0,-1.0,-0.8055558,-1.0,-2.4115050186114186,5,"[7.71027979e+03 3.68474755e+03 8.48655911e-01 1.00000001e+00
 1.80000000e+01 1.71000000e+02 6.41000000e+02 1.33700000e+03
 1.57600000e+03 1.04900000e+03 4.68000000e+02 1.94000000e+02
 1.66000000e+02 1.59000000e+02 1.15000000e+02 6.30000000e+01
 2.90000000e+01 1.80000000e+01 8.00000000e+00 3.00000000e+00
 0.00000000e+00]"
75,-0.9719542,-0.7136236,-1.0,-0.6186576,-1.0,-2.4239391501214547,5,"[744.5180457503408 5528.231198759528 4324.806589394688 785.598205216296
 13.956329763171283 54.113789699511074 286.68118399028094
 802.5576161611169 1332.696259234329 1332.7982381829197 811.5223424349806
 356.31285531123996 181.98404028842768 158.97077637651668 131.268929261291
 81.47216998296297 37.70097404694313 19.87794226255923 10.423119867866564
 3.2468748892120987 0.4141556067556331]"
76,-0.97419643,-0.6799877,-1.0,-0.4920468,-1.0,-2.4441398215670165,5,"[73.79833400121144 1111.0370549143256 4375.95412042561 4092.641999241447
 1274.5334217020304 142.56478782571097 110.07585693540616
 386.8380409940638 833.1334177119725 1139.5895078639805 985.0440345052756
 550.7820447993038 253.94364454497202 153.96401856753982
 123.81365380523876 87.37795502877756 45.99141128513509 21.79911925790517
 11.000975385768028 4.146810398020204 0.6119836734526692]"
77,-0.97768825,-0.63311756,-1.0,1.0,-1.0,-2.469462609897165,5,"[7.799558933202556 178.80886504437993 1344.6513988218421 3766.447531618586
 3682.8471499896973 1447.3505823858573 272.9145859970393 175.3368307000151
 432.33541581641583 766.4719920910488 883.438031821032 655.8679602242953
 340.64527441453197 174.41204199443516 120.27133671214425
 85.26641963727509 46.0684510906072 20.687386448594452 9.94265574112837
 4.588863311946408 0.8036558105803346]"
78,-0.98432666,-0.61214864,-1.0,-0.69596946,-1.0,-2.550576686143489,5,"[0.7951365497646519 25.761980086888954 305.39743469528406
 1545.954437896738 3415.144054015621 3213.9162079616203 1350.2509985991712
 280.86926340948963 131.02963930985305 243.57213621412743
 350.5540169360667 329.10805417987706 210.45578129662724
 107.15140390781877 59.063308755198626 40.10846703800302
 25.181836825303968 11.64630350695233 3.793070741142365 1.8430608176123466
 0.3956747718771123]"
79,-0.9870188,-0.7113291,-1.0,-0.7405597,-1.0,-2.5648069699347165,5,"[0.01729073445872053 3.116388673835388 59.89329175592133
 463.16693860412323 1732.6003918333981 3166.402746746927
 2777.9828816444597 1200.014675662313 302.5113430951303 169.31866467209818
 254.81173227172258 304.67811383977164 244.03348868321643
 141.25887511576278 71.03331299628664 40.96084851929602 28.17433128852282
 14.530175460381752 4.887305216829252 1.4010271069370046
 0.20400263497090443]"
80,-0.97913456,-0.7381492,-1.0,-0.60833514,-1.0,-2.579049469857822,5,"[0.00216565326122806 0.41300631377752345 10.990345622516305
 118.94077283050427 654.2620761492294 1913.140762501098 2930.2791744950964
 2324.638803339025 983.6816218591883 289.91092693296656 194.06894610462794
 247.83512395788443 246.19731762281165 170.27104784697354
 91.83960148349693 49.70389438850666 29.240269760607724 15.564300300576399
 5.40400596666178 1.409659306007784 0.2040063626010752]"
81,-0.97119987,-0.76068306,-1.0,-1.0,-1.0,-2.6001436524401003,5,"[1.9486747269284833e-06 0.010601327595948644 1.5791024337222046
 27.250908187979064 211.22188478205769 879.8060729704064 2006.291594032662
 2508.6730794066702 1729.1639188700033 714.7554198557752 247.846927219435
 189.29393931622707 211.45274397786238 176.55677945991064
 108.42346796201696 57.32528032060354 30.815891983692367
 16.246868822975937 5.6653610068805325 1.413977005983116
 0.20400822643461536]"
82,-1.0,-1.0,-1.0,-1.0,-1.0,-2.612613721215887,5,"[1.9489220825030375e-07 0.0010652635703949774 0.18040767300843635
 5.472099991319155 60.837474894907615 347.75702887648055 1121.563676142645
 2082.923705147284 2255.863867635121 1431.727811806094 584.9212513961036
 247.55061274613 207.98081786982937 194.04903588911327 139.1256992351932
 77.2922144976557 39.54402576996026 20.194429957149133 7.1517916535233725
 1.653720554586894 0.20709085089542512]"
83,-1.0,-1.0,-1.0,-0.8055558,-1.0,-2.6399588770747235,5,"[7.47771887e+03 3.57360654e+03 8.23058370e-01 1.00000001e+00
 2.90000000e+01 1.87000000e+02 7.14000000e+02 1.48500000e+03
 1.69000000e+03 1.13000000e+03 4.68000000e+02 2.10000000e+02
 1.81000000e+02 1.74000000e+02 1.18000000e+02 6.70000000e+01
 3.30000000e+01 1.60000000e+01 6.00000000e+00 1.00000000e+00
 0.00000000e+00]"
84,-0.9689371,-0.6935975,-1.0,-0.5636724,-1.0,-2.6537464499089047,5,"[722.0615581751525 5361.4862072467 4194.359884781883 761.9331381584689
 15.887255946960474 65.54473945450607 319.3406497377801 898.8128138362449
 1461.876483265986 1422.6186137076152 864.4780032029436 369.7365397078336
 198.5816773723496 168.04243068148392 130.10804245891177 80.00920943603946
 42.627333192376 19.54059296987944 6.6411328062901624 1.6450915568641018
 0.20708712330216394]"
85,-0.9712143,-0.66898274,-1.0,-0.49949834,-1.0,-2.676458566375292,5,"[69.8267807269616 1064.4855891597974 4234.496640722437 3971.5880929633668
 1231.9958392234457 141.38308265562435 124.69756976900364
 425.83471665248356 900.8540814024107 1196.8884140040384
 1010.0919844459128 557.6060694374452 252.0457769004316 154.755583053167
 122.58115366834564 84.62326737150445 43.43616574071659 18.99367847413504
 6.629190148788754 1.6450851561965711 0.20708712322834477]"
86,-0.9767167,-0.6334627,-1.0,1.0,-1.0,-2.7016790990054598,5,"[7.378757048345946 170.18672367077545 1291.8443893854717 3650.186287078487
 3578.5450646446798 1412.3131196227089 272.7872189037586 192.9293533555177
 474.8319234854858 821.2503988416277 917.690366152906 673.5138564035052
 347.56479145415494 171.78712078927765 112.30923404502872
 79.03066909306831 44.886692338916546 18.323824683449818 6.535564187500257
 1.8589161045148799 0.21015856461409432]"
87,-0.98421335,-0.6192081,-1.0,-0.6618711,-1.0,-2.7828675903024545,5,"[0.7915361566731838 25.122787034611868 294.53334442798064
 1488.269609222243 3301.904575868945 3127.155520465245 1321.5937585403606
 279.19185990434937 141.55110705369765 262.60375501806845
 369.59928676957844 357.4812473960241 238.808591814329 115.80088186363507
 60.514776689796086 39.14328828849517 20.996235705548273 9.198255005438856
 3.246207844274788 0.48381119855256816 0.00616711282897886]"
88,-0.9841481,-0.6775356,-1.0,-0.599193,-1.0,-2.7983673192003726,5,"[0.018007617431336453 3.226878624828356 59.64082712985617
 449.8743697409356 1673.0325251699865 3072.2919100895806
 2708.8708040674346 1152.8222532294785 292.8321880907834 174.1914662552136
 262.3161929882246 314.04773168080675 251.65616139509063 149.6816907903913
 76.8588126848977 39.68658791423168 20.211183016303202 10.472929056971145
 3.7688582071637615 0.49244659764504395 0.0061708404960592045]"
89,-0.9806058,-0.7571816,-1.0,-0.71441925,-1.0,-2.817619917891285,5,"[0.002165263547968617 0.4108905462849645 10.694212580361855
 115.77060545554492 634.3442753379015 1840.521529980555 2803.58489198044
 2191.9982928169875 905.5848596707979 271.8124858788884 192.6376598708146
 245.45943363522517 245.20876913101054 171.7627863171106 93.25986988997633
 49.63058948374339 24.437515937180713 10.22869967946361 3.9306268162489486
 0.7105920457609548 0.009244145678439342]"
90,-0.97222036,-0.765729,-1.0,-1.0,-1.0,-2.8342584092915195,5,"[1.9486747269168235e-06 0.010601327498090342 1.5790861604867967
 27.193531541712876 205.9292325568032 847.9342088553683 1942.0515199268707
 2444.3386966864477 1692.8100739638367 687.0272374881935
 250.32633829478343 201.68717399190388 219.51447296432602 188.153327065225
 112.8335941541376 57.53658527983826 30.57545190206242 14.01546354027667
 4.750585049164081 0.7235643486257437 0.009249737400517377]"
91,-1.0,-1.0,-1.0,-1.0,-1.0,-2.846134265641885,5,"[1.9489220824537076e-07 0.0010652635289933768 0.180400788102173
 5.447815135202707 58.56950798073425 332.1409089814259 1086.1180777517195
 2040.2115402373988 2213.8407891517945 1400.9081111687417 572.678313921521
 250.71838237996533 215.3379771868358 203.41962081176865
 146.24071539589448 78.65299906622656 38.382652831266874
 17.938477794215974 6.2369994114382195 0.9633078969954717
 0.012332361861327135]"
92,-1.0,-1.0,-1.0,-0.8055558,-1.0,-2.8722822380496336,5,"[6.87121900e+03 3.28375987e+03 7.56302076e-01 1.00000001e+00
 3.10000000e+01 1.94000000e+02 6.90000000e+02 1.40100000e+03
 1.65600000e+03 1.07800000e+03 4.54000000e+02 2.04000000e+02
 1.73000000e+02 1.82000000e+02 1.27000000e+02 7.00000000e+01
 3.60000000e+01 1.70000000e+01 6.00000000e+00 0.00000000e+00
 0.00000000e+00]"
93,-0.97051424,-0.7130315,-1.0,-0.616483,-1.0,-2.8857423241473286,5,"[663.4968740675234 4926.62889833834 3854.1655245532706 700.1577109030947
 15.564856508416357 67.42988717273185 311.98360375777827 856.7649895218615
 1411.1396773149313 1383.855371060387 821.2625684488721 353.2225986253305
 191.56649396992879 174.74766177893943 144.74550481542425
 88.42923512884813 46.96603568299321 20.979621429111237 7.873180003025043
 1.4211904919553884 0.018488291430697856]"
94,-0.97149193,-0.6735134,-1.0,-0.49497572,-1.0,-2.906519536481703,5,"[64.91381911018809 984.4736597644975 3897.384298273555 3639.752500199498
 1133.4124550864606 133.37959545978018 125.30618240824506
 417.9691041452074 879.8019221039208 1182.4449776018787 998.6109172396393
 546.7164487154199 248.8244530464173 159.48753925430555 135.97450011265155
 94.07234425465403 52.05673321139031 23.143862371186724 7.7474239417843345
 1.2030642484946472 0.015414986469775238]"
95,-0.97571075,-0.6207852,-1.0,1.0,-1.0,-2.931645363368164,5,"[6.652031865883392 156.5908661797541 1197.1236233788106 3375.2041782907354
 3292.099955206206 1298.9087470226266 255.0256128113494 196.75477766163507
 470.8441966247506 789.8084630622518 891.3314372605466 651.1756683733971
 335.8137482107415 169.60079700726448 118.6834035117631 87.42355297797367
 51.709262734457475 24.717300581567176 8.400861144627816
 1.8891592061107378 0.21017161167033305]"
96,-0.98398,-0.6182516,-1.0,-0.6655363,-1.0,-3.0126700065334044,5,"[0.6881173709299014 23.186412521582376 272.9752749249393
 1373.4117843170566 3052.9822996154167 2875.0511579850686
 1200.8433662209716 261.97322765891346 139.9870249886446 261.318258202525
 362.99739154756475 327.8719713786665 197.4916560380981 96.37582994668634
 61.07855086722606 45.86380303914879 31.253432839580423 13.151380609542876
 5.4422051093935435 1.8416196995249037 0.21015110898465694]"
97,-0.98600745,-0.6883674,-1.0,-0.67073,-1.0,-3.0277433755388365,5,"[0.015130732270167412 2.7341087791814136 53.40587947656423
 413.80118030236383 1544.5332306731398 2833.0362871487464
 2491.765565971317 1062.8758444490545 277.3981563783142 171.91512111993035
 259.7501147975131 299.5483154642699 229.32318352396922 128.20366807387217
 70.61870468778328 46.291561271253144 31.891726071000907 16.32149299883608
 6.499497349524474 1.8588968990795378 0.2101585643926368]"
98,-0.9809275,-0.72356427,-1.0,-0.54817736,-1.0,-3.0436050686517553,5,"[0.0014462370880457462 0.28875052170173066 9.259687181565935
 105.52460506827218 580.769583073426 1695.1701444650846 2596.6943517593827
 2037.2801497351359 857.0457998991335 265.5888108571849 193.09578520407447
 237.50118292041236 226.53254676883242 156.6198007016956 83.19424797740706
 49.308594167238056 30.7628667779669 17.752256056898318 7.520896472185427
 1.876154895695376 0.21016601957915915]"
99,-0.975241,-0.74426895,-1.0,-1.0,-1.0,-3.064954675659969,5,"[1.7538045434921373e-06 0.009540632576908794 1.41873024274495
 24.23723567046945 186.9954851475392 778.190613877456 1771.2100081913547
 2203.795203116138 1502.3162508602175 613.7547000607021 224.42916325368057
 175.90258315415278 188.6105084829069 151.75818049076614 93.09500281615927
 51.22332442910399 31.108203643483318 18.323908416431077 7.53285541747532
 1.8761612965969587 0.21016601965297832]"
0,-1.0,-1.0,-1.0,-0.63623106,-1.0,0.0,6,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1,-0.96613234,-0.72265565,-1.0,-0.6106155,-1.0,-0.021732004564639147,6,"[8.09357701e+03 3.86792553e+03 8.90844710e-01 6.16291197e-09
 2.90000000e+01 1.68000000e+02 6.44000000e+02 1.30800000e+03
 1.48300000e+03 1.00300000e+03 4.28000000e+02 1.80000000e+02
 1.51000000e+02 1.48000000e+02 1.07000000e+02 6.20000000e+01
 3.20000000e+01 1.60000000e+01 7.00000000e+00 2.00000000e+00
 0.00000000e+00]"
2,-0.9740103,-0.7131717,-1.0,-0.6190791,-1.0,-0.04007964609111413,6,"[781.5298922243071 5803.053340807523 4539.801892169638 824.4993683329575
 15.868144310515358 59.727036257483704 277.59545703503653
 761.2446734166194 1201.1185906258468 1151.9168621764861 707.0119234983962
 303.89128874981844 156.21265456272428 137.02958078216673
 110.67116790511317 69.3831283851001 38.76667493904715 18.05946231196415
 7.1530431306764015 2.544991858255972 0.4049151895931946]"
3,-0.97630304,-0.6574593,-1.0,-0.5217768,-1.0,-0.05819706431702039,6,"[77.6492736384874 1168.0500938169728 4597.560866709928 4298.986315741832
 1337.3702288036773 150.50675672713155 111.56740982719039
 376.0313938433015 784.3022753858666 1016.9314187110609 843.9967422240729
 466.79187476101583 209.95460128610011 130.65889438769344
 106.0204458475479 70.47022983326343 39.89652126136922 20.228448838838236
 7.6936563382975285 2.5536368590518967 0.4049189173710037]"
4,-0.97956324,-0.6345595,-1.0,1.0,-1.0,-0.08045125816121922,6,"[7.934602409977772 186.05120236242624 1417.6932897022007 3987.36266791787
 3883.063446476667 1526.5108383356426 282.53744462830315
 174.03003696112927 425.1609220314561 703.0177005570013 768.9568726415058
 570.7739172271163 295.3573212118526 148.03776569140848 96.50208788933196
 62.453413462987534 35.80135580522566 18.559811883511973 8.741219659740063
 3.002848847191036 0.41107111886728864]"
5,-0.9861867,-0.63008344,-1.0,-0.6030457,-1.0,-0.16146754117233217,6,"[0.8030470095501934 27.11178191538057 321.6901934385221 1624.260019432278
 3604.7736970352817 3399.7832214681093 1434.6374959668733
 299.21257924377784 138.06013181633492 228.55942616833028
 295.7391284664632 287.5257791638658 205.05189624169662 98.00654652043694
 51.401982651530844 32.4702293589687 20.469047722192165 12.935643901622832
 6.433563013937798 1.858861691819338 0.21015856398663135]"
6,-0.987001,-0.70720905,-1.0,-0.73719025,-1.0,-0.179185611758709,6,"[0.018011904309380176 3.2501587421226 62.927201146097325
 487.02673243122814 1822.603751919921 3345.900693952083 2946.631230830301
 1263.8990472813655 302.97080996640386 160.9523116586732 224.1813794832272
 249.38765503105387 209.15790027212805 129.9576124933364 66.0581658140322
 35.236572304195285 21.537410752158667 11.479855843999545
 4.995103862383497 1.619143748772314 0.2070759398210983]"
7,-0.9791484,-0.7753678,-1.0,-0.8184235,-1.0,-0.1933396514253137,6,"[0.002165458453730538 0.4119586207649144 10.886865520406172
 122.45778854759 688.2395691392774 2014.192546766611 3091.4369207551313
 2451.982693039083 1014.7899125751189 289.80610094810925 177.7866435686061
 213.24741689628195 209.9835206075722 154.49450878955145 87.14293602226876
 45.39442728144468 24.459026996038766 12.092090083956048 4.590046206423074
 1.3966902038668456 0.20400077091590674]"
