t,obs0,obs1,act0,act1,act2,rew,rep,crab_pop
30,-0.9850771,-0.6652219,-0.8660323,-0.82712,-0.95944,-1.7002325894114916,0,"[8.020758131776272 185.02158865348713 1401.1730653114153 3946.837364840404
 3860.6855243534537 1507.1540744609845 262.4721539476752 99.7852359162941
 197.44658114113813 279.35862231982605 258.22284230163837
 160.95629133170362 78.32899637379394 45.47626637951521 28.66486386633598
 12.261763345900464 4.135985547697815 0.9437154829559737
 0.017995419006358704 9.60217155254739e-06 1.1072875949480476e-10]"
31,-0.98537743,-0.6839454,-0.8742769,-0.77487093,-0.9640276,-1.7210983530328174,0,"[0.8971069556085728 27.39809421520425 316.6222976779142 1602.0280602587543
 3581.624355078729 3424.4922575843634 1481.0338732930622 323.6925926599073
 115.04842417894658 157.15739570643603 194.3187028868664
 161.64479987282678 87.26311303723499 42.27568307515504 23.688576405754745
 11.81392026400963 5.706480820890305 1.2663756195767157
 0.02399931844862624 1.2802973418879482e-05 1.4763834599307302e-10]"
32,-0.98180056,-0.77146375,-0.8803373,-0.82023996,-0.9640276,-1.7431157267937796,0,"[0.018010345474978838 3.2416995382755505 61.75969289695939
 476.6755811156824 1795.8153462583296 3314.9747359895414 2913.919374171406
 1248.0129777125383 298.95615022342906 104.33118671066511
 123.44063537257261 128.53570823698865 89.73714558729785 44.3011974429764
 21.20120601007422 12.071845645718176 5.801830251330827 1.9160088136370073
 0.28533264248457846 0.004330502636681999 1.8639811785181593e-06]"
33,-0.9720131,-0.8006369,-0.9076814,-0.82430214,-0.9640276,-1.7635335118782558,0,"[0.001447795985133025 0.297222727739636 10.48411818746939
 122.51445865435076 675.3982308040994 1962.892724000727 2996.6107841688727
 2335.4376289388906 925.0251488879843 223.2911971329465 90.14122286907525
 89.39228021791673 79.2849621809231 48.73943360322575 22.35823606632078
 9.845933797730359 5.011024149417915 1.249944338885476
 0.023988461008614848 1.2802817384804932e-05 1.4763834599307302e-10]"
34,-0.95828795,-0.8047077,-0.9422821,-0.8527004,-0.9579933,-1.7831706103692715,0,"[1.7538282624965086e-06 0.009545552336702028 1.4402705630500465
 26.75625266707926 213.58548423753703 892.8703703452774 2038.654172660618
 2532.528020700491 1668.9565688656046 603.9072800272498 165.80255985184564
 71.98479686186211 61.17788111381252 48.803570897673026 24.820782597209003
 9.027805664976455 3.8059137839808606 1.58506937666067 0.27932331318237824
 0.004327301756797852 1.863944268931661e-06]"
35,-0.9390613,-0.78003174,-0.95413303,-0.79093647,-0.9640276,-1.8016284552229727,0,"[1.9489051403746758e-07 0.0010649121737674495 0.17887153751876392
 5.300833065226587 59.71880057355485 342.7583121654934 1092.1597905356366
 1937.9965393777213 1907.927755804594 1059.6891374077236
 352.40647876016016 101.16174368110494 51.038357758625445 39.3538854618547
 25.116271911604255 10.473076030873399 3.8503225875935585
 1.585105754096939 0.2793233138337652 0.004327301756798296
 1.863944268931661e-06]"
36,-0.94472384,-0.7591809,-0.95081764,-0.61485344,-0.9640276,-1.8205927839685234,0,"[6.78468045e+03 3.24240305e+03 7.46776942e-01 2.00000001e+00
 2.40000000e+01 1.86000000e+02 6.93000000e+02 1.34700000e+03
 1.43600000e+03 8.18000000e+02 2.72000000e+02 8.40000000e+01
 4.20000000e+01 2.80000000e+01 2.30000000e+01 9.00000000e+00
 3.00000000e+00 1.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00]"
37,-0.9655824,-0.75151855,-0.9640276,-0.45226777,-0.9640276,-1.8457435630334413,0,"[655.1405615304756 4864.58120497073 3805.626361100131 691.4940449127627
 14.735822153647957 60.14148174665875 291.3466016957904 755.2123335454636
 1087.8924044259427 891.7313186230167 432.04721307678625
 135.06127918075063 40.684414958634406 23.756043682884666 16.6173782786134
 8.090358469817833 2.841590978325076 1.2787677554527621
 0.27333026987734477 0.0043241011109647065 1.8639073593451627e-06]"
38,-0.9764609,-0.7270062,-0.9640276,-0.34848452,-0.9640276,-1.8766948319334036,0,"[64.88437234699411 979.6470614442587 3864.9564520114905 3606.9811282535443
 1122.350876212829 129.8722290159504 111.38439279587476 345.57346724255393
 624.8475038401536 685.9369787530125 459.29516320046025 192.10075705547132
 61.288238503785486 21.47280995004145 10.810358169070865 5.635291475306693
 3.0048587853922593 0.6372774403199323 0.01200237325862219
 6.401525717736334e-06 7.381917299653651e-11]"
39,-0.98385537,-0.69526297,-0.89918435,-0.8086057,-0.9578744,-1.9117502885886684,0,"[6.840871563895064 157.28986409474854 1189.0221037331135
 3347.4768808680806 3280.020587915888 1297.8786564492088 246.152305861999
 153.0937924344353 304.9340375834252 416.75053291408483 372.5733808463558
 212.28709446566575 75.67122463392181 23.926787347462458 8.471132023889012
 3.569088814236976 1.6819236931194632 0.3227510892745994
 0.006003901070737894 3.2008018674423155e-06 3.6909586498268254e-11]"
40,-0.9806582,-0.67924404,-0.87637824,-0.77344084,-0.9640276,-1.9323436322353302,0,"[0.686678538719074 22.93792905016592 269.6370159878014 1360.8689472340777
 3046.793476565247 2920.0297609294375 1283.1649061691753
 306.83579508728377 174.58205676984292 255.68202657355593
 284.50248796901064 213.29473302356078 99.72697213696793
 30.161158553870635 9.428377556599779 2.930404828503183 0.7179019238150696
 0.016449474780157347 1.0857765706639988e-05 1.560342965944983e-10 0.0]"
41,-0.9816653,-0.75948626,-0.88034505,-0.82133985,-0.9640276,-1.9542709962242568,0,"[0.015848199858416227 2.847781868935856 53.639059087020996
 409.7784072153316 1533.756299687516 2825.8433278771704 2498.68032901678
 1089.6384311190488 289.33184469290467 160.87094329623474
 190.02580548904643 188.79293886906905 123.45144315895033
 48.95127216231041 15.972228183924624 3.9698501362254883
 0.42590285081652146 0.008279311097140085 5.429859936234571e-06
 7.801781443106393e-11 0.0]"
42,-0.9729175,-0.7882897,-0.91287833,-0.82439935,-0.96367455,-1.9744423644174895,0,"[0.0014464319395928208 0.2898073511847338 9.403133091171213
 106.5528453111485 583.3743495348359 1691.1863686733025 2565.7961125125835
 1999.8477292475593 810.1218159815443 224.5486546547862 131.86707075705124
 142.7390301896692 116.56276708366316 63.49996315600043 23.55787442437854
 6.493638002697914 1.1326574048148328 0.024719690511203707
 1.6287462795805396e-05 2.3405200000325976e-10 0.0]"
43,-0.96236944,-0.7817757,-0.9441723,-0.85869396,-0.9590577,-1.9935281707781805,0,"[1.7538079319106344e-06 0.009541335309943357 1.421792499430028
 24.544461407787146 185.97725144892513 768.1223692431015
 1752.3901185654902 2160.3675801294057 1444.9077546740211
 551.7612556904634 171.39411974920142 103.53827437505768 93.31654957447583
 61.53709107971283 27.761525827881286 9.449781336246621 2.1634429024969473
 0.33107587451678466 0.006009331744908586 3.200879885811858e-06
 3.6909586498268254e-11]"
44,-0.9471877,-0.76652896,-0.95962244,-0.8011735,-0.9640276,-2.010990072884749,0,"[4.06611681607023e-11 8.434023407411945e-06 0.036951122219015975
 4.406211993166616 54.395879721591506 302.26442219885985 954.3632038896664
 1691.6103774858268 1653.2621146193849 925.2423631070121 323.9264438329357
 112.38067573990806 75.91026366525632 58.85637075827684 32.12836727228633
 10.750796258173798 2.8243483222354064 0.6291982306334573
 0.011996946981322587 6.401447702364393e-06 7.381917299653651e-11]"
45,-0.9514978,-0.7469137,-0.9572203,-0.61654544,-0.9640276,-2.0289755074460514,0,"[7.04520481e+03 3.36690780e+03 7.75452366e-01 5.36462148e-09
 2.50000000e+01 1.59000000e+02 5.75000000e+02 1.22100000e+03
 1.25700000e+03 7.19000000e+02 2.56000000e+02 9.00000000e+01
 6.40000000e+01 5.40000000e+01 2.70000000e+01 9.00000000e+00
 2.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00]"
46,-0.97022974,-0.750469,-0.9640276,-0.4775005,-0.9640276,-2.0537474532244437,0,"[680.2972471319829 5051.375836022858 3951.755090081819 717.700304278477
 13.803217088022855 54.61143059977985 249.06032982744512 655.9175361548859
 964.4172502569836 792.6882917117849 417.0285213924934 146.44298030514378
 55.98552571588156 40.214771377461275 28.003510242468543
 11.709430208197059 3.8118341763543686 0.6537996756790636
 0.012013232327104606 6.401681752921107e-06 7.381917299653651e-11]"
47,-0.97723365,-0.7180357,-0.9640276,-0.4469623,-0.9640276,-2.0836627674241854,0,"[66.54453265595079 1010.0193661058348 4003.8384005306443
 3750.5452602986315 1163.391884832025 130.6669608382116 96.66172349036616
 296.52115676991804 542.3282255018682 607.8281577630023 424.8476889717442
 197.31313178182694 66.49248209578354 30.432612087643374 24.70902260181723
 13.02091900490731 3.8561075319893576 0.6538360500942819
 0.012013232978490551 6.401681753365196e-06 7.381917299653651e-11]"
48,-0.9835089,-0.68827534,-0.89417,-0.8040735,-0.95875156,-2.1147750664287566,0,"[6.5795267342354675 159.88177095750143 1232.0489337343924
 3459.2385992398763 3375.722382784981 1330.4740169118975
 248.33311177232002 139.17900952558483 269.1970061063071
 365.08909710196235 338.86482605224666 204.9293822431141 87.30970538945644
 30.09639652497031 16.52365116836847 12.024690573193617 4.787931894164627
 0.6783920199878339 0.01202951751003778 6.401915803366798e-06
 7.381917299653651e-11]"
49,-0.9820022,-0.6741568,-0.87612236,-0.7725329,-0.9640276,-2.13558019585033,0,"[0.6881228268477648 23.216019208102658 277.059274628771 1409.4720968308498
 3152.95478901721 3006.167591840333 1301.0203578277856 308.2601958252142
 159.8619091702478 236.30873683531019 256.3068194504909 183.08719503417876
 101.5450722151378 43.629568596126305 16.296327685262696 9.37872843981972
 4.070315972033924 0.6619425515854777 0.012018659744333249
 6.401759769070203e-06 7.381917299653651e-11]"
50,-0.98072207,-0.75490236,-0.8805227,-0.8207674,-0.9640276,-2.157550036732793,0,"[0.01584956387515476 2.8551912713152556 54.693857903294536
 422.57484443738474 1583.761092279916 2906.1724448353166 2559.398584279266
 1101.3200066017916 283.4599791541089 149.4620824576479 176.58293162379942
 161.28345393808786 100.58574310170776 52.79362432674533 22.83938730791102
 9.1922894982833 4.046987327680988 0.9436427240553604 0.017995417703583483
 9.602171551659211e-06 1.1072875949480476e-10]"
51,-0.9742243,-0.7941621,-0.9107973,-0.8262253,-0.9640276,-2.1777702904778766,0,"[0.0014462371151531598 0.2887561441155189 9.284276613585789
 108.30434466776845 601.6101992370315 1739.6889993301972 2631.051540247762
 2037.7320688448012 820.5764077203851 234.85279038570388
 131.19755955613357 126.08094854845642 97.2632545419883 55.49855736784803
 27.535578347990576 13.002964167719258 5.739892800876767
 1.2664029050036376 0.023999318937167224 1.2802973419212549e-05
 1.4763834599307302e-10]"
52,-0.95927966,-0.7876735,-0.94432396,-0.8595004,-0.95884335,-2.196801362026456,0,"[1.7538079319245366e-06 0.009541335426620508 1.4218119017561963
 24.612821672772682 192.14460246209103 795.5142380694333 1788.519910056731
 2203.5875244900844 1449.4964359063295 532.5047755903366
 170.73371327666723 100.01916569987914 79.57066690809893
 54.277896703038685 29.47904277178234 13.009002523930823 5.112519734121539
 0.9683078369992532 0.018011704189295097 9.60240560299308e-06
 1.1072875949480476e-10]"
53,-0.9451121,-0.76549965,-0.95940775,-0.80041075,-0.9640276,-2.214229539493076,0,"[1.9488881981880152e-07 0.0010645607282107254 0.17732726511001615
 5.100837625891507 55.839366390762784 312.88982963414975 970.9547258629229
 1696.3852060861338 1666.5591087459445 904.0146510647106
 308.27206714536914 109.32611178504786 66.75135783998238 49.07747450191156
 31.47558281745114 15.353414439114744 5.819093663029296 0.9847482123852356
 0.018022561792153335 9.602561637178653e-06 1.1072875949480476e-10]"
54,-0.95118666,-0.7478219,-0.9568234,-0.61593825,-0.9640276,-2.232236074932767,0,"[7.63134567e+03 3.64702489e+03 8.39967781e-01 5.81094262e-09
 2.60000000e+01 1.57000000e+02 6.09000000e+02 1.18700000e+03
 1.27500000e+03 7.00000000e+02 2.50000000e+02 9.40000000e+01
 5.60000000e+01 4.40000000e+01 2.90000000e+01 1.40000000e+01
 4.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00]"
55,-0.9687975,-0.74638623,-0.9640276,-0.48141003,-0.9640276,-2.257014301452588,0,"[736.8960293289673 5471.63583552084 4280.529792790707 777.408521299721
 14.705605368746143 55.89897168404435 259.5152919514297 668.6796614397966
 947.4815776655679 773.6677257081292 379.3637497743536 135.37775736463738
 55.501326937182405 34.24626458440238 26.645554973048927
 13.510250411761916 4.494718255141586 0.951940215478788
 0.018000847889210414 9.602249569695687e-06 1.1072875949480476e-10]"
56,-0.978257,-0.7206471,-0.9640276,-0.43715763,-0.9640276,-2.2867636245407112,0,"[72.79879931613229 1098.294599423513 4331.19298178368 4044.9790302597407
 1259.3326277307688 141.41945166574487 98.17976887224623
 304.28585344923516 558.1629979675022 607.1266068677083 402.2426270722557
 179.74124328793482 69.20035114854777 30.65918930904851 19.52112553605841
 11.118506248469766 4.427879278950254 0.9518856442892881
 0.018000846912128332 9.602249569029553e-06 1.1072875949480476e-10]"
57,-0.9837636,-0.6966362,-0.90191877,-0.8077221,-0.95757353,-2.3182790261122475,0,"[7.5044352557502885 175.74420949449305 1333.9028936845586
 3741.825699236646 3661.903753609924 1439.4418236630818 263.95719347608843
 136.21579387941867 275.35990650974753 375.54204659788644
 326.4734349481405 196.310532517372 87.65140344730781 35.68060338727681
 16.76354716338196 8.03632664717407 3.699085891020639 0.9354270798494952
 0.01798998898357651 9.602093534621936e-06 1.1072875949480476e-10]"
58,-0.98128927,-0.68486565,-0.8756343,-0.7739829,-0.9640276,-2.3389052000331985,0,"[0.7908264831840907 25.051394854222117 300.07168290937426
 1536.7922509947487 3409.798623497029 3240.9007561049175
 1413.6306969838997 332.81706144559286 163.2016427755357
 226.17164810464956 243.6663653977968 186.17591725653168
 103.18922440242586 43.73483408068734 18.379028432784718 9.213997311137852
 3.744889861833384 0.6537451021398625 0.012013231350021747
 6.401681752254973e-06 7.381917299653651e-11]"
59,-0.9809847,-0.7493941,-0.8805323,-0.8215159,-0.9640276,-2.3609353116152603,0,"[0.018008786588056852 3.2332294407867805 60.544506869774054
 460.81271015194204 1717.272690105948 3147.0120241021477 2774.862458680398
 1201.7108896818163 309.8794123876997 147.28179019496503
 169.85508941947586 160.6142992447551 104.50358801204105 48.99025961121848
 18.872263882519462 8.227891752886963 4.339061669675035 0.951812889416749
 0.018000845609354443 9.602249568141374e-06 1.1072875949480476e-10]"
60,-0.9685757,-0.7901962,-0.9108128,-0.82000536,-0.96329135,-2.3812436651034323,0,"[0.0021658481195519644 0.4140645486663753 11.139906031354347
 120.54817735561836 651.6345313139067 1873.9980011030816
 2843.2326675704307 2197.127658690792 881.7795326654468 233.6622778208936
 121.23043484298852 120.12132245393863 92.09920696107834 52.51507684766141
 22.611631156658156 8.162170431681393 3.071833247142041 0.6373320145305013
 0.012002374235705271 6.401525718402468e-06 7.381917299653651e-11]"
61,-0.9576319,-0.7935119,-0.943913,-0.8566777,-0.95861804,-2.4008714163741445,0,"[2.1435245797838877e-06 0.011657805629631358 1.7210034455480965
 28.077015946490267 209.94211311625114 859.9093322622426
 1937.5714062777668 2379.9050611234184 1552.6803677794235
 561.3776495246732 165.88662212666037 97.11415669529735 77.67774304636885
 48.680154762053846 22.927137608590836 10.154014433819617
 4.394693089551344 0.9518583638974721 0.018000846423589012
 9.602249568696486e-06 1.1072875949480476e-10]"
62,-0.94307655,-0.7760281,-0.95627224,-0.79533696,-0.9640276,-2.4187750218506903,0,"[1.948939024613461e-07 0.001065614951967322 0.18194130452202564
 5.634486210388984 60.98944234430996 335.8698487221696 1051.5227520417436
 1851.4340907605542 1795.0192029637071 982.4824425122354 344.0883688869758
 111.16301204222096 59.87620602389936 43.53401837503812 27.370584267832758
 13.12482286110136 5.42549363146658 1.2582145482387226
 0.023993890705701904 1.280289540250834e-05 1.4763834599307302e-10]"
