t,rep,td3Agent_rew,ppoAgent_rew,tqcAgent_rew,recurrentPPOAgent_rew,constantAgent_rew
64,2,-1.408504513117467,-2.9544772681443616,-1.4489134754096145,-3.83298971588252,-6.7175026032778895
65,2,-1.4462964604628232,-3.13856619287419,-1.4696822546195856,-3.840038144307409,-6.743227736940409
66,2,-1.4970119120150638,-3.2134037190208087,-1.491672808722826,-3.855490276198909,-6.764819323156081
67,2,-1.504009365149159,-3.266714688304336,-1.5119728387506377,-3.872422400543009,-6.785723050086841
68,2,-1.527213538321211,-3.292656815579777,-1.5312592887405525,-3.926788599645472,-6.806473291997084
69,2,-1.535632178136801,-3.3094267452095503,-1.548941556655799,-3.926980584371424,-6.827163123974161
70,2,-1.552252620788486,-3.3256769948061784,-1.5672127017068134,-3.927165025998877,-6.847831509357503
71,2,-1.5895360097452655,-3.3664407055968333,-1.5923346669559593,-3.9372527238348174,-6.868495390558934
72,2,-1.5994233371150126,-3.379717099976986,-1.6232933195452894,-3.946627021683813,-6.889160247862031
73,2,-1.6185734585480585,-3.4916312373595964,-1.6600254040677986,-4.141443553818495,-6.909849266055432
74,2,-1.65674323644767,-3.5092995152073887,-1.7620720153824063,-4.405791616074873,-6.930600464511961
75,2,-1.7069733057838743,-3.5216426511040506,-2.0486459851816665,-4.678447634262198,-6.951474621658601
76,2,-1.7136063183273031,-3.5266399859837048,-2.29595536162125,-4.955110080184183,-6.972544914627412
77,2,-1.7387917539146855,-3.5368082794053413,-2.4197311824712444,-5.303504795174788,-6.99377944071266
78,2,-1.745148724308849,-3.5471750710928,-2.490825124699523,-5.431009217422987,-7.0150098572702335
79,2,-1.7630826981522454,-3.565613239583063,-2.5423305669295533,-5.520960510819863,-7.036075181798756
80,2,-1.8007497328450743,-3.588497341985304,-2.571247164200264,-5.539070242563502,-7.056931423564687
81,2,-1.8112762845324344,-3.669249038333506,-2.598316905764908,-5.557112855699746,-7.07773760577516
82,2,-1.831073294905758,-3.6843524665310183,-2.622823685216373,-5.583102991849525,-7.098558846438897
83,2,-1.8702898793205431,-3.6968519209743183,-2.699130602936173,-5.592308857591007,-7.119474992508307
84,2,-1.920251217694724,-3.716003369005188,-2.761377571716145,-5.610609359798064,-7.140590758028447
85,2,-1.9265041890374155,-3.7253061788216377,-2.8562581040414257,-5.630053235537837,-7.162035227451159
86,2,-1.949683959000144,-3.7553599058333673,-2.941332585078434,-5.685769276707914,-7.183777977836341
87,2,-1.9554409591005928,-3.773044191208453,-2.998883665587614,-5.685955558458364,-7.205481862054964
88,2,-1.9718405707875428,-3.792138313486338,-3.041376037231144,-5.686126432054479,-7.226852021611914
89,2,-2.00733741120669,-3.8397081610123167,-3.067585564164516,-5.696194766586678,-7.247826474962231
90,2,-2.0169352322767407,-4.000160006110074,-3.092809995767801,-5.705822299767963,-7.26870268998509
91,2,-2.0378545467860563,-4.24041953580353,-3.116605778106696,-5.911849966111089,-7.2895453687141885
92,2,-2.0842967640682635,-4.424583990920645,-3.1910765075267897,-6.176385038999356,-7.310444130637881
93,2,-2.1753195730663384,-4.500352373808589,-3.2873040524973494,-6.4490425950525285,-7.331457040518917
94,2,-2.3959317152261232,-4.55384035903374,-3.418924463115333,-6.725709087940546,-7.352674513154888
95,2,-2.5935904879868703,-4.580567829356015,-3.512573962763701,-7.079945690500024,-7.374055623170762
96,2,-2.712349024663958,-4.597580065167764,-3.5836431862586333,-7.207166685116348,-7.395363844954637
97,2,-2.7914981930737635,-4.6175027217994655,-3.634436994471914,-7.299107815909829,-7.416471762851491
98,2,-2.8322197566297347,-4.676648136204492,-3.662537733295982,-7.317788065642271,-7.437355430622335
99,2,-2.847999880602008,-4.85058938395119,-3.687965698843093,-7.337621611137584,-7.458179960191276
