act0,CPUE,biomass,month,action,cluster,act1
-0.9179604,-0.9890843,-0.6293549,8,act0,0,
-0.9640276,-0.9898514,-0.82837594,8,act0,0,
-0.9161674,-0.9906058,-0.5186586,8,act0,0,
-0.9172202,-0.9919057,-0.5520202,8,act0,0,
-0.9135178,-0.98313993,-0.6924253,8,act0,0,
-0.91682774,-0.99259347,-0.5190785,8,act0,0,
-0.91731244,-0.9926994,-0.54312885,8,act0,0,
-0.9169408,-0.99271184,-0.52304286,8,act0,0,
-0.9173867,-0.9925627,-0.54949504,8,act0,0,
-0.9168596,-0.99271786,-0.51860917,8,act0,0,
-0.9168517,-0.9922222,-0.52682346,8,act0,0,
-0.889356,-0.9832869,-0.7342643,8,act0,0,
-0.90635216,-0.98364675,-0.7472326,8,act0,0,
-0.91685236,-0.992015,-0.53046995,8,act0,0,
-0.9168114,-0.99131495,-0.5404825,8,act0,0,
-0.9640276,-0.9926774,-0.8868868,8,act0,0,
-0.9173937,-0.9850615,-0.61763024,8,act0,0,
-0.91775584,-0.9905764,-0.5676722,8,act0,0,
-0.9193371,-0.9918385,-0.61341596,8,act0,0,
-0.9177229,-0.9915668,-0.6467968,8,act0,0,
-0.9640276,-0.97465444,-0.8346125,8,act0,0,
-0.9640276,-0.976992,-0.85134315,8,act0,0,
-0.9170733,-0.99137866,-0.6588081,8,act0,0,
-0.9188363,-0.9915732,-0.6238992,8,act0,0,
-0.9179037,-0.99125373,-0.64171296,8,act0,0,
-0.9183215,-0.9914147,-0.6341069,8,act0,0,
-0.9640276,-0.9730601,-0.8448155,8,act0,0,
-0.9640276,-0.9786582,-0.84123355,8,act0,0,
-0.91771096,-0.9919497,-0.64883864,8,act0,0,
-0.9049545,-0.99229825,-0.71104956,8,act0,0,
-0.91761327,-0.99167746,-0.64950126,8,act0,0,
-0.917067,-0.99204516,-0.66207397,8,act0,0,
-0.9182645,-0.9934328,-0.6447611,8,act0,0,
-0.9186146,-0.99169874,-0.62955165,8,act0,0,
-0.91732454,-0.9916148,-0.65494335,8,act0,0,
-0.91839236,-0.9918999,-0.63497055,8,act0,0,
-0.91743803,-0.99300396,-0.6592375,8,act0,0,
-0.9184421,-0.99275625,-0.63800704,8,act0,0,
-0.9173991,-0.99290717,-0.6595549,8,act0,0,
-0.9640276,-0.9755326,-0.82384056,8,act0,0,
-0.9640276,-0.9789426,-0.8219686,8,act0,0,
-0.9182206,-0.9922011,-0.6398377,8,act0,0,
-0.9640276,-0.9738476,-0.8394659,8,act0,0,
-0.8759171,-0.9918799,-0.740436,8,act0,0,
-0.91833913,-0.9895363,-0.5946893,8,act0,0,
-0.9186345,-0.98992133,-0.6020315,8,act0,0,
-0.91853595,-0.9901488,-0.59590095,8,act0,0,
-0.9187114,-0.9900769,-0.6033806,8,act0,0,
-0.91870487,-0.9901694,-0.6021737,8,act0,0,
-0.9191248,-0.9912738,-0.6069373,8,act0,0,
-0.91759545,-0.99122286,-0.64771456,8,act0,0,
-0.91871434,-0.99043816,-0.6197242,8,act0,0,
-0.9186286,-0.9904767,-0.6220364,8,act0,0,
-0.91860634,-0.98929524,-0.6074246,8,act0,0,
-0.9178938,-0.99005574,-0.63626504,8,act0,0,
-0.9640276,-0.96757686,-0.82804024,8,act0,0,
-0.9640276,-0.9710976,-0.810899,8,act0,0,
-0.9640276,-0.9984448,-0.93281657,8,act0,0,
-0.9640276,-0.97708386,-0.8173611,8,act0,0,
-0.91843235,-0.9910876,-0.63033885,8,act0,0,
-0.9192366,-0.991348,-0.61278045,8,act0,0,
-0.91907585,-0.9910331,-0.6147069,8,act0,0,
-0.91871864,-0.990985,-0.5942742,8,act0,0,
-0.9640276,-0.9752756,-0.8239837,8,act0,0,
-0.9191249,-0.9913788,-0.6058559,8,act0,0,
-0.91883737,-0.99179447,-0.6252626,8,act0,0,
-0.9186567,-0.9902713,-0.59926903,8,act0,0,
-0.9190129,-0.9915018,-0.6191766,8,act0,0,
-0.9172172,-0.9918357,-0.65811235,8,act0,0,
-0.9179411,-0.9900257,-0.6351792,8,act0,0,
-0.91770315,-0.99170375,-0.6478343,8,act0,0,
-0.92104083,-0.9921254,-0.76576847,8,act0,0,
-0.91890347,-0.990347,-0.6145789,8,act0,0,
-0.9640276,-0.97538185,-0.80024505,8,act0,0,
-0.91799,-0.98878413,-0.58913165,8,act0,0,
-0.91815466,-0.990189,-0.580892,8,act0,0,
-0.9182823,-0.9905397,-0.5821435,8,act0,0,
-0.9187944,-0.99096584,-0.5973846,8,act0,0,
-0.91833794,-0.9907823,-0.6307964,8,act0,0,
-0.918826,-0.99044436,-0.6039897,8,act0,0,
-0.9183069,-0.99038535,-0.58468056,8,act0,0,
-0.91845286,-0.9900854,-0.5933713,8,act0,0,
-0.9182856,-0.98957086,-0.592286,8,act0,0,
-0.918988,-0.9909797,-0.6046986,8,act0,0,
-0.91794896,-0.99033743,-0.57151324,8,act0,0,
-0.934113,-0.993749,-0.7745596,8,act0,0,
-0.91539115,-0.989625,-0.6835012,8,act0,0,
-0.91725326,-0.988774,-0.64297044,8,act0,0,
-0.9162722,-0.98894763,-0.6631258,8,act0,0,
-0.9165849,-0.9884716,-0.65474236,8,act0,0,
-0.9177979,-0.9882127,-0.6277711,8,act0,0,
-0.9640276,-0.9622175,-0.8446175,8,act0,0,
-0.9154999,-0.9905308,-0.68565875,8,act0,0,
-0.91803175,-0.98996097,-0.63306147,8,act0,0,
-0.91605836,-0.98831,-0.6643065,8,act0,0,
-0.91634053,-0.9879765,-0.6572094,8,act0,0,
-0.9173437,-0.9900565,-0.64722145,8,act0,0,
-0.9640276,-0.95960087,-0.8520953,8,act0,0,
-0.9167089,-0.9888659,-0.6541598,8,act0,0,
-0.9640276,-0.9942854,-0.8474529,8,act0,0,
-0.91888845,-0.9899953,-0.61273515,8,act0,0,
-0.9640276,-0.9768297,-0.7757219,8,act0,0,
-0.9213726,-0.978014,-0.746144,8,act0,0,
-0.91797817,-0.9891409,-0.58499193,8,act0,0,
-0.9184483,-0.98958784,-0.5983385,8,act0,0,
-0.9178689,-0.9898505,-0.5734963,8,act0,0,
-0.9182388,-0.9914598,-0.5709725,8,act0,0,
-0.9171756,-0.9912375,-0.5578153,8,act0,0,
-0.9180633,-0.9902723,-0.5765446,8,act0,0,
-0.9176288,-0.9908043,-0.5652079,8,act0,0,
-0.918728,-0.99126315,-0.5917567,8,act0,0,
-0.9640276,-0.976975,-0.7889394,8,act0,0,
-0.9174178,-0.98826927,-0.5727159,8,act0,0,
-0.9640276,-0.99350196,-0.86918765,8,act0,0,
-0.9640276,-0.9803934,-0.78134096,8,act0,0,
-0.917061,-0.9912834,-0.5543451,8,act0,0,
-0.9190329,-0.99302804,-0.5852565,8,act0,0,
-0.91883916,-0.9935358,-0.57254404,8,act0,0,
-0.9193888,-0.9938129,-0.5909064,8,act0,0,
-0.91863644,-0.9930253,-0.5701901,8,act0,0,
-0.9184287,-0.9918613,-0.5740888,8,act0,0,
-0.9179458,-0.9929152,-0.56163,8,act0,0,
-0.9640276,-0.97897494,-0.8002899,8,act0,0,
-0.91649175,-0.9907252,-0.53375953,8,act0,0,
-0.9640276,-0.9803406,-0.79769754,8,act0,0,
-0.9167183,-0.9919103,-0.5251535,8,act0,0,
-0.91913146,-0.9926672,-0.592794,8,act0,0,
-0.8653658,-0.99546427,-0.74589074,8,act0,0,
-0.9155761,-0.98991346,-0.6812685,8,act0,0,
-0.9162191,-0.9902749,-0.67042124,8,act0,0,
-0.9640276,-0.9625664,-0.87084794,8,act0,0,
-0.8766158,-0.98836595,-0.72792226,8,act0,0,
-0.9154205,-0.98946625,-0.6821842,8,act0,0,
-0.9640276,-0.96020925,-0.8801774,8,act0,0,
-0.916984,-0.9901488,-0.65477794,8,act0,0,
-0.9151406,-0.99041605,-0.69243217,8,act0,0,
-0.91552615,-0.99083894,-0.6980801,8,act0,0,
-0.9156095,-0.9908772,-0.6995318,8,act0,0,
-0.91577137,-0.99105823,-0.7035243,8,act0,0,
-0.9152908,-0.98984444,-0.6977654,8,act0,0,
-0.91635877,-0.9913907,-0.67294174,8,act0,0,
-0.87114966,-0.9947319,-0.7503678,8,act0,0,
-0.88251,-0.98808974,-0.7369231,8,act0,0,
-0.91561717,-0.9877775,-0.6704025,8,act0,0,
-0.9640276,-0.96419996,-0.84114003,8,act0,0,
-0.9161032,-0.98885995,-0.66602343,8,act0,0,
-0.9152289,-0.98923916,-0.6991509,8,act0,0,
-0.91583186,-0.98782325,-0.66643673,8,act0,0,
-0.9153093,-0.98855007,-0.6800236,8,act0,0,
-0.9157537,-0.9868928,-0.66357565,8,act0,0,
-0.9150558,-0.9876026,-0.68046546,8,act0,0,
-0.9163022,-0.9888385,-0.6620234,8,act0,0,
-0.91569793,-0.98804057,-0.6700712,8,act0,0,
-0.9163609,-0.98746634,-0.65440595,8,act0,0,
-0.9640276,-0.96222025,-0.855813,8,act0,0,
-0.9640276,-0.98953927,-0.8772787,8,act0,0,
-0.91859955,-0.9899892,-0.59998894,8,act0,0,
-0.9180481,-0.9899364,-0.5794356,8,act0,0,
-0.9186221,-0.9904797,-0.59578437,8,act0,0,
-0.91835356,-0.99115336,-0.5785296,8,act0,0,
-0.9188968,-0.9907033,-0.60403997,8,act0,0,
-0.91821676,-0.98987037,-0.58655894,8,act0,0,
-0.9181554,-0.98989093,-0.58400095,8,act0,0,
-0.9640276,-0.974861,-0.7993214,8,act0,0,
-0.91793674,-0.9898519,-0.57606405,8,act0,0,
-0.91812885,-0.98977584,-0.58417606,8,act0,0,
-0.91792995,-0.9901306,-0.57292503,8,act0,0,
-0.9640276,-0.9754738,-0.7966218,8,act0,0,
-0.9640276,-0.9744748,-0.7907653,8,act0,0,
-0.90358436,-0.99239314,-0.7593583,8,act0,0,
-0.9170529,-0.9890349,-0.56424505,8,act0,0,
-0.9164198,-0.9915331,-0.5158684,8,act0,0,
-0.9167131,-0.9905404,-0.5487446,8,act0,0,
-0.9040148,-0.983763,-0.70288676,8,act0,0,
-0.9168843,-0.9902618,-0.5576356,8,act0,0,
-0.91650254,-0.991261,-0.5250001,8,act0,0,
-0.9169231,-0.99201137,-0.5343037,8,act0,0,
-0.91680723,-0.99257386,-0.5183273,8,act0,0,
-0.91694754,-0.99180907,-0.5391306,8,act0,0,
-0.9166009,-0.99011654,-0.5501596,8,act0,0,
-0.91607296,-0.99002945,-0.5237107,8,act0,0,
-0.9168984,-0.99226993,-0.52848303,8,act0,0,
-0.91716325,-0.9917079,-0.5524188,8,act0,0,
-0.9446606,-0.99272925,-0.7788909,8,act0,0,
-0.8863501,-0.98570687,-0.7362999,8,act0,0,
-0.91572684,-0.98524284,-0.656323,8,act0,0,
-0.9140088,-0.9842786,-0.68492335,8,act0,0,
-0.91507065,-0.9847583,-0.66677487,8,act0,0,
-0.91524076,-0.9860412,-0.6695286,8,act0,0,
-0.9146047,-0.98601145,-0.6816654,8,act0,0,
-0.9150177,-0.9867127,-0.6770078,8,act0,0,
-0.9144931,-0.9867579,-0.69557846,8,act0,0,
-0.9150232,-0.98646635,-0.6757411,8,act0,0,
-0.91505456,-0.9861976,-0.6738682,8,act0,0,
-0.91437715,-0.98547477,-0.6835086,8,act0,0,
-0.9155835,-0.98508763,-0.6583813,8,act0,0,
-0.9640276,-0.94646716,-0.86611927,8,act0,0,
-0.9522431,-0.9917626,-0.7826058,8,act0,0,
-0.9161671,-0.99102616,-0.5113209,8,act0,0,
-0.9126516,-0.97991204,-0.7434962,8,act0,0,
-0.9168291,-0.99071777,-0.5518284,8,act0,0,
-0.91839534,-0.9914197,-0.57737637,8,act0,0,
-0.91704905,-0.9916311,-0.5476508,8,act0,0,
-0.9028323,-0.98250633,-0.7420864,8,act0,0,
-0.9180045,-0.9920488,-0.5655354,8,act0,0,
-0.9172443,-0.99210584,-0.5498219,8,act0,0,
-0.917336,-0.99212265,-0.5544387,8,act0,0,
-0.9171124,-0.992475,-0.53633684,8,act0,0,
-0.9187868,-0.9935434,-0.57045114,8,act0,0,
-0.9190725,-0.99277985,-0.589353,8,act0,0,
-0.91732943,-0.99262893,-0.5452671,8,act0,0,
-0.9640276,-0.9964113,-0.8606418,8,act0,0,
-0.918242,-0.99209625,-0.6389135,8,act0,0,
-0.9175648,-0.99119645,-0.5629607,8,act0,0,
-0.9640276,-0.9790793,-0.7963591,8,act0,0,
-0.9178012,-0.98999166,-0.5703805,8,act0,0,
-0.91853523,-0.9923351,-0.57327557,8,act0,0,
-0.91911966,-0.99315244,-0.58732235,8,act0,0,
-0.9640276,-0.9790652,-0.800398,8,act0,0,
-0.9180358,-0.9906901,-0.57117635,8,act0,0,
-0.9191631,-0.99279565,-0.5926884,8,act0,0,
-0.9640276,-0.97842604,-0.79925185,8,act0,0,
-0.91810125,-0.9900219,-0.5805799,8,act0,0,
-0.91738975,-0.99275374,-0.5463265,8,act0,0,
-0.9640276,-0.9754017,-0.8327251,8,act0,0,
-0.9640276,-0.9932028,-0.819623,8,act0,0,
-0.91780394,-0.986788,-0.61868536,8,act0,0,
-0.91884923,-0.9902756,-0.60663015,8,act0,0,
-0.91818684,-0.9889864,-0.623313,8,act0,0,
-0.9186972,-0.98942864,-0.6095343,8,act0,0,
-0.918593,-0.9901835,-0.5977299,8,act0,0,
-0.91873693,-0.98961985,-0.6090852,8,act0,0,
-0.91824156,-0.98988295,-0.58737427,8,act0,0,
-0.918728,-0.98995,-0.6163292,8,act0,0,
-0.91875756,-0.98955995,-0.61049896,8,act0,0,
-0.9640276,-0.969673,-0.7888022,8,act0,0,
-0.91881806,-0.98969364,-0.6114444,8,act0,0,
-0.9180869,-0.98989755,-0.58131623,8,act0,0,
-0.9187658,-0.99025476,-0.6036319,8,act0,0,
-0.9640276,-0.9890846,-0.8403724,8,act0,0,
-0.9164525,-0.9897885,-0.6635506,8,act0,0,
-0.9170296,-0.9894772,-0.65071106,8,act0,0,
-0.91699785,-0.9902783,-0.6551147,8,act0,0,
-0.9640276,-0.958369,-0.87114245,8,act0,0,
-0.91783196,-0.9888543,-0.63098514,8,act0,0,
-0.91576153,-0.9890696,-0.6736817,8,act0,0,
-0.9176081,-0.98724467,-0.6262279,8,act0,0,
-0.9180246,-0.98897845,-0.6271536,8,act0,0,
-0.9640276,-0.96256894,-0.84878737,8,act0,0,
-0.9640276,-0.9585264,-0.83742094,8,act0,0,
-0.9179468,-0.9891795,-0.6302786,8,act0,0,
-0.9174668,-0.9896683,-0.6429457,8,act0,0,
-0.91679287,-0.9904487,-0.6599646,8,act0,0,
-0.87003386,-0.9937899,-0.74285185,8,act0,0,
-0.91727453,-0.99169195,-0.65629923,8,act0,0,
-0.918333,-0.9915736,-0.6346242,8,act0,0,
-0.91933376,-0.9921207,-0.6152688,8,act0,0,
-0.9184317,-0.9928378,-0.63859934,8,act0,0,
-0.9191779,-0.99270046,-0.6226961,8,act0,0,
-0.9640276,-0.975626,-0.8409987,8,act0,0,
-0.9640276,-0.97726506,-0.8100202,8,act0,0,
-0.9192085,-0.9912275,-0.6106533,8,act0,0,
-0.918649,-0.9918675,-0.6296539,8,act0,0,
-0.91745764,-0.99200505,-0.6541403,8,act0,0,
-0.91860235,-0.9924902,-0.6335291,8,act0,0,
-0.919449,-0.9926085,-0.6056894,8,act0,0,
-0.9167242,-0.9923477,-0.67026657,8,act0,0,
-0.9640276,-0.9984948,-0.92681736,8,act0,0,
-0.91835374,-0.9892283,-0.6208211,8,act0,0,
-0.9177746,-0.9911426,-0.56585854,8,act0,0,
-0.91851944,-0.991514,-0.5811564,8,act0,0,
-0.9169511,-0.9912813,-0.548518,8,act0,0,
-0.9640276,-0.97539836,-0.81066346,8,act0,0,
-0.9169669,-0.9881215,-0.5664629,8,act0,0,
-0.9640276,-0.97402036,-0.7879999,8,act0,0,
-0.90786964,-0.97647,-0.7319769,8,act0,0,
-0.9161122,-0.989388,-0.53695744,8,act0,0,
-0.9180937,-0.9906927,-0.5733591,8,act0,0,
-0.9173613,-0.9912555,-0.5601308,8,act0,0,
-0.9188937,-0.9922211,-0.5882321,8,act0,0,
-0.9190844,-0.9911275,-0.6150919,8,act0,0,
-0.9640276,-0.9953991,-0.8400886,8,act0,0,
-0.9191759,-0.99168384,-0.60467464,8,act0,0,
-0.91884774,-0.99153376,-0.5935672,8,act0,0,
-0.91951907,-0.9927573,-0.61475,8,act0,0,
-0.91941804,-0.99196625,-0.61224765,8,act0,0,
-0.9187133,-0.99223214,-0.63007796,8,act0,0,
-0.9640276,-0.97396255,-0.8050611,8,act0,0,
-0.91885483,-0.99078244,-0.6184889,8,act0,0,
-0.9184556,-0.99060386,-0.58811486,8,act0,0,
-0.91904026,-0.99152976,-0.60102755,8,act0,0,
-0.91877574,-0.9908982,-0.6211271,8,act0,0,
-0.91895914,-0.9913273,-0.6193836,8,act0,0,
-0.9640276,-0.9748175,-0.80596465,8,act0,0,
-0.91814667,-0.99083185,-0.6348648,8,act0,0,
-0.9640276,-0.9843355,-0.8957244,8,act0,0,
-0.9190131,-0.99150497,-0.61919135,8,act0,0,
-0.9640276,-0.97760326,-0.7705152,8,act0,0,
-0.9186278,-0.9906326,-0.59442395,8,act0,0,
-0.9181845,-0.98952127,-0.5889337,8,act0,0,
-0.9640276,-0.97846055,-0.7734698,8,act0,0,
-0.91794676,-0.9900328,-0.5745777,8,act0,0,
-0.9640276,-0.9733038,-0.7836333,8,act0,0,
-0.91821057,-0.99046344,-0.5801906,8,act0,0,
-0.9179932,-0.99051255,-0.5713876,8,act0,0,
-0.9185661,-0.99031794,-0.59531003,8,act0,0,
-0.91748744,-0.9895863,-0.56781286,8,act0,0,
-0.91802025,-0.99002606,-0.57744604,8,act0,0,
-0.9548408,-0.9775473,-0.76161176,8,act0,0,
-0.9640276,-0.9728398,-0.8513781,8,act0,0,
-0.9147733,-0.9846038,-0.6717867,8,act0,0,
-0.91795033,-0.9933461,-0.56012374,8,act0,0,
-0.91801727,-0.9931734,-0.5616159,8,act0,0,
-0.91784626,-0.9936271,-0.55565935,8,act0,0,
-0.91818184,-0.9934167,-0.56286234,8,act0,0,
-0.9640276,-0.9833896,-0.782974,8,act0,0,
-0.917094,-0.99172664,-0.5483895,8,act0,0,
-0.91755617,-0.99298894,-0.55116135,8,act0,0,
-0.9189249,-0.99390393,-0.57204264,8,act0,0,
-0.9178954,-0.99363697,-0.558134,8,act0,0,
-0.9183822,-0.99240965,-0.56911963,8,act0,0,
-0.9186037,-0.9931779,-0.56920934,8,act0,0,
-0.9189051,-0.9933003,-0.57751805,8,act0,0,
-0.9640276,-0.9966344,-0.8333315,8,act0,0,
-0.9168388,-0.98975223,-0.65577495,8,act0,0,
-0.9188437,-0.9898939,-0.61036104,8,act0,0,
-0.9184884,-0.9900629,-0.62281835,8,act0,0,
-0.9185957,-0.9910397,-0.58898425,8,act0,0,
-0.9173334,-0.9902711,-0.6484346,8,act0,0,
-0.9185403,-0.98959106,-0.6018317,8,act0,0,
-0.9191831,-0.9910985,-0.6110023,8,act0,0,
-0.91857404,-0.9904372,-0.62310296,8,act0,0,
-0.9189385,-0.99044234,-0.61432827,8,act0,0,
-0.9640276,-0.9710205,-0.82613546,8,act0,0,
-0.9174757,-0.9881697,-0.5759385,8,act0,0,
-0.9189123,-0.99076444,-0.6169853,8,act0,0,
-0.91840243,-0.9899709,-0.6243108,8,act0,0,
-0.9157495,-0.99771446,-0.77254015,8,act0,0,
-0.9166574,-0.9905989,-0.66334075,8,act0,0,
-0.9183592,-0.9893126,-0.5977712,8,act0,0,
-0.9189216,-0.9900966,-0.6112652,8,act0,0,
-0.9181922,-0.98914075,-0.59315884,8,act0,0,
-0.91892004,-0.9901182,-0.6127413,8,act0,0,
-0.9640276,-0.9719032,-0.78822106,8,act0,0,
-0.91832095,-0.9882163,-0.6076386,8,act0,0,
-0.9183934,-0.9892831,-0.59938353,8,act0,0,
-0.91844136,-0.98872626,-0.60697776,8,act0,0,
-0.91865927,-0.9894537,-0.6078197,8,act0,0,
-0.9178336,-0.98960733,-0.57466847,8,act0,0,
-0.918985,-0.9907867,-0.60657746,8,act0,0,
-0.9188627,-0.99122995,-0.5972834,8,act0,0,
-0.8834797,-0.9952659,-0.7325058,8,act0,0,
-0.9361342,-0.97848755,-0.7530579,8,act0,0,
-0.91640675,-0.9896419,-0.54812443,8,act0,0,
-0.9163709,-0.9898345,-0.5428702,8,act0,0,
-0.91623175,-0.99004614,-0.53181416,8,act0,0,
-0.8866227,-0.9815869,-0.7241765,8,act0,0,
-0.9166865,-0.99057645,-0.54669696,8,act0,0,
-0.91627175,-0.9902346,-0.5306465,8,act0,0,
-0.91684854,-0.9906811,-0.55350626,8,act0,0,
-0.91761464,-0.9895905,-0.56943345,8,act0,0,
-0.91573375,-0.9893727,-0.517271,8,act0,0,
-0.9167294,-0.99155873,-0.53186715,8,act0,0,
-0.9640276,-0.9774251,-0.774849,8,act0,0,
-0.91472566,-0.97708064,-0.7386824,8,act0,0,
-0.9640276,-0.9947573,-0.8511172,8,act0,0,
-0.91819227,-0.9911295,-0.5726059,8,act0,0,
-0.9188347,-0.99123824,-0.6218363,8,act0,0,
-0.9187284,-0.99107164,-0.62335855,8,act0,0,
-0.9190203,-0.99112374,-0.60445505,8,act0,0,
-0.91880554,-0.9909794,-0.6209157,8,act0,0,
-0.9180786,-0.99031055,-0.57673335,8,act0,0,
-0.9186535,-0.9913021,-0.5884912,8,act0,0,
-0.91918576,-0.9918503,-0.61716944,8,act0,0,
-0.91916716,-0.99108243,-0.61055195,8,act0,0,
-0.9188879,-0.9915768,-0.622673,8,act0,0,
-0.9640276,-0.97550684,-0.79070765,8,act0,0,
-0.9640276,-0.97700936,-0.81112754,8,act0,0,
-0.9192265,-0.99195284,-0.61682266,8,act0,0,
-0.9640276,-0.9893641,-0.8234998,8,act0,0,
-0.9156889,-0.98694646,-0.6650908,8,act0,0,
-0.9640276,-0.9529484,-0.8491199,8,act0,0,
-0.9178272,-0.98757917,-0.6230952,8,act0,0,
-0.91814,-0.98963135,-0.62848556,8,act0,0,
-0.91531307,-0.9878326,-0.67656994,8,act0,0,
-0.9171694,-0.9876191,-0.6390101,8,act0,0,
-0.9168297,-0.9876668,-0.6461272,8,act0,0,
-0.91779363,-0.9894011,-0.6351799,8,act0,0,
-0.9166273,-0.98851967,-0.65413547,8,act0,0,
-0.91771764,-0.9884489,-0.6311721,8,act0,0,
-0.9640276,-0.9595811,-0.85650057,8,act0,0,
-0.9640276,-0.9577095,-0.8440081,8,act0,0,
-0.9174835,-0.98783386,-0.63289213,8,act0,0,
-0.9640276,-0.99471927,-0.8706436,8,act0,0,
-0.9322191,-0.9867428,-0.762464,8,act0,0,
-0.91490304,-0.98591787,-0.6754765,8,act0,0,
-0.9147616,-0.9867934,-0.68233025,8,act0,0,
-0.91485566,-0.9873282,-0.7001037,8,act0,0,
-0.8802525,-0.98733634,-0.715449,8,act0,0,
-0.9147348,-0.9875984,-0.696631,8,act0,0,
-0.89848036,-0.9861999,-0.70759577,8,act0,0,
-0.9035225,-0.9863028,-0.70564026,8,act0,0,
-0.91421074,-0.98593175,-0.68885136,8,act0,0,
-0.91430515,-0.9856192,-0.6968374,8,act0,0,
-0.91453975,-0.9867979,-0.6866212,8,act0,0,
-0.9146283,-0.9876693,-0.68902487,8,act0,0,
-0.9149115,-0.98827386,-0.6864164,8,act0,0,
-0.9640276,-0.996189,-0.82795334,8,act0,0,
-0.9175857,-0.98893577,-0.57218874,8,act0,0,
-0.91687673,-0.99083006,-0.5524124,8,act0,0,
-0.9181989,-0.99083215,-0.57593316,8,act0,0,
-0.917921,-0.9894427,-0.5796947,8,act0,0,
-0.9168693,-0.98980147,-0.55911535,8,act0,0,
-0.91672355,-0.99018836,-0.5554316,8,act0,0,
-0.9170977,-0.98959506,-0.5627834,8,act0,0,
-0.91798264,-0.9909815,-0.56912875,8,act0,0,
-0.9174603,-0.9897482,-0.56687695,8,act0,0,
-0.91754913,-0.99038166,-0.5657175,8,act0,0,
-0.918265,-0.99115264,-0.5751478,8,act0,0,
-0.91614324,-0.98827076,-0.5554485,8,act0,0,
-0.91639644,-0.9898128,-0.54459995,8,act0,0,
-0.9640276,-0.99391246,-0.79659647,8,act0,0,
-0.91630834,-0.98806304,-0.6582489,8,act0,0,
-0.9640276,-0.9567007,-0.84849554,8,act0,0,
-0.9640276,-0.9652457,-0.8122068,8,act0,0,
-0.9152215,-0.98495054,-0.6647615,8,act0,0,
-0.9640276,-0.9604704,-0.8329467,8,act0,0,
-0.9175272,-0.9866476,-0.6244079,8,act0,0,
-0.91752535,-0.98764116,-0.63068664,8,act0,0,
-0.91755867,-0.9875277,-0.6291803,8,act0,0,
