act0,CPUE,biomass,month,action,cluster,act1
0.96402764,-0.8673084,-0.85338986,9,act0,1,
-0.9640276,-0.97221637,-0.77457935,9,act0,0,
-0.9640276,-0.97397023,-0.76328826,9,act0,0,
-0.9640276,-0.9740174,-0.77271324,9,act0,0,
-0.9640276,-0.9656367,-0.8095635,9,act0,0,
-0.9640276,-0.970263,-0.7845678,9,act0,0,
0.96402764,-0.8421816,-0.8523478,9,act0,1,
0.96402764,-0.82341444,-0.85392004,9,act0,1,
0.96402764,-0.8466733,-0.8509794,9,act0,1,
-0.9640276,-0.9706747,-0.77986324,9,act0,0,
-0.9640276,-0.9722646,-0.79376936,9,act0,0,
-0.9640276,-0.9718773,-0.7939195,9,act0,0,
-0.9640276,-0.96919054,-0.80223215,9,act0,0,
-0.9640276,-0.9715929,-0.79394776,9,act0,0,
0.96402764,-0.7894969,-0.8568735,9,act0,1,
-0.9640276,-0.97278476,-0.7737113,9,act0,0,
-0.9640276,-0.9749583,-0.7852185,9,act0,0,
-0.9640276,-0.97042704,-0.8006534,9,act0,0,
-0.9640276,-0.9669688,-0.8432481,9,act0,0,
-0.9640276,-0.9746863,-0.77753395,9,act0,0,
-0.9640276,-0.97763085,-0.7771621,9,act0,0,
-0.9640276,-0.9793363,-0.7838116,9,act0,0,
-0.9640276,-0.9762299,-0.7946699,9,act0,0,
-0.9640276,-0.9761175,-0.7952105,9,act0,0,
-0.9640276,-0.97981703,-0.7675865,9,act0,0,
0.96402764,-0.8713997,-0.8581554,9,act0,1,
-0.9640276,-0.97519606,-0.7926137,9,act0,0,
-0.9640276,-0.9770994,-0.7779985,9,act0,0,
0.96402764,-0.83820105,-0.8592256,9,act0,1,
-0.9640276,-0.9741163,-0.77106637,9,act0,0,
-0.9640276,-0.9799918,-0.77144235,9,act0,0,
0.96402764,-0.8736392,-0.85944164,9,act0,1,
-0.9640276,-0.98640543,-0.8124444,9,act0,0,
0.96402764,-0.8599829,-0.8656537,9,act0,1,
-0.9640276,-0.9759367,-0.7947962,9,act0,0,
0.96402764,-0.8931695,-0.85259366,9,act0,1,
0.96402764,-0.88541967,-0.8553073,9,act0,1,
-0.9640276,-0.97569686,-0.7895848,9,act0,0,
-0.9640276,-0.9757927,-0.7710996,9,act0,0,
0.96402764,-0.8626956,-0.8579566,9,act0,1,
-0.9640276,-0.9762464,-0.78485286,9,act0,0,
0.96402764,-0.87159646,-0.85323465,9,act0,1,
-0.9640276,-0.9739366,-0.78730625,9,act0,0,
-0.9640276,-0.9737853,-0.7695159,9,act0,0,
-0.9640276,-0.9752452,-0.77190804,9,act0,0,
-0.9640276,-0.9736963,-0.78555113,9,act0,0,
-0.9640276,-0.976969,-0.85713345,9,act0,0,
-0.9640276,-0.97460735,-0.75964063,9,act0,0,
-0.9640276,-0.97792935,-0.7509242,9,act0,0,
-0.9640276,-0.9777034,-0.75062484,9,act0,0,
-0.9640276,-0.9767504,-0.75498027,9,act0,0,
-0.9640276,-0.9733082,-0.7762708,9,act0,0,
-0.9640276,-0.97313625,-0.7465679,9,act0,0,
0.96402764,-0.873938,-0.83690745,9,act0,1,
-0.9640276,-0.97165805,-0.7569778,9,act0,0,
-0.9640276,-0.9756015,-0.7491926,9,act0,0,
0.96402764,-0.85833573,-0.8420495,9,act0,1,
-0.9640276,-0.97604716,-0.73815125,9,act0,0,
-0.9640276,-0.9747862,-0.7732989,9,act0,0,
0.96402764,-0.8709318,-0.8400126,9,act0,1,
-0.9640276,-0.9696126,-0.80897886,9,act0,0,
-0.9640276,-0.9790628,-0.7561024,9,act0,0,
-0.9640276,-0.98190063,-0.7791492,9,act0,0,
-0.9640276,-0.98298186,-0.78531295,9,act0,0,
-0.9640276,-0.9837083,-0.77063054,9,act0,0,
-0.9640276,-0.98374426,-0.7904298,9,act0,0,
-0.9640276,-0.98097366,-0.790304,9,act0,0,
-0.9640276,-0.98488414,-0.76938003,9,act0,0,
-0.9640276,-0.98189795,-0.7975345,9,act0,0,
-0.9640276,-0.98171276,-0.7857162,9,act0,0,
-0.9640276,-0.9797933,-0.786026,9,act0,0,
-0.9640276,-0.9815468,-0.78419256,9,act0,0,
-0.9640276,-0.9828278,-0.7819979,9,act0,0,
-0.9640276,-0.9829861,-0.80529195,9,act0,0,
-0.9640276,-0.9845995,-0.87312543,9,act0,0,
-0.9640276,-0.9674429,-0.78537923,9,act0,0,
0.96402764,-0.829721,-0.8492423,9,act0,1,
-0.9640276,-0.9735212,-0.7763361,9,act0,0,
-0.9640276,-0.9729906,-0.7825692,9,act0,0,
-0.9640276,-0.9681868,-0.7917564,9,act0,0,
-0.9640276,-0.9715219,-0.7870749,9,act0,0,
-0.9640276,-0.96925855,-0.7890323,9,act0,0,
0.96402764,-0.83177125,-0.8467623,9,act0,1,
0.96402764,-0.81774044,-0.85166043,9,act0,1,
-0.9640276,-0.9694788,-0.7904777,9,act0,0,
-0.9640276,-0.9671398,-0.79280466,9,act0,0,
-0.9640276,-0.9724373,-0.7747202,9,act0,0,
-0.9640276,-0.9712872,-0.7868749,9,act0,0,
-0.9640276,-0.9629233,-0.8091602,9,act0,0,
-0.9640276,-0.9705885,-0.8027638,9,act0,0,
-0.9640276,-0.9719858,-0.80396616,9,act0,0,
0.96402764,-0.8222623,-0.86720127,9,act0,1,
-0.9640276,-0.9679031,-0.82936156,9,act0,0,
0.96402764,-0.8162509,-0.86667496,9,act0,1,
-0.9640276,-0.9690593,-0.82277524,9,act0,0,
-0.9640276,-0.9675987,-0.82237273,9,act0,0,
-0.9640276,-0.96792245,-0.8234131,9,act0,0,
-0.9640276,-0.9685071,-0.81899315,9,act0,0,
-0.9640276,-0.9688614,-0.82580686,9,act0,0,
0.96402764,-0.81654215,-0.867244,9,act0,1,
-0.9640276,-0.96577495,-0.83637255,9,act0,0,
-0.9640276,-0.966731,-0.8251431,9,act0,0,
-0.9640276,-0.98836476,-0.8650667,9,act0,0,
-0.9640276,-0.97273076,-0.77641517,9,act0,0,
-0.9640276,-0.9738134,-0.7541381,9,act0,0,
-0.9640276,-0.9798857,-0.7334023,9,act0,0,
-0.9640276,-0.97751415,-0.76855886,9,act0,0,
-0.9640276,-0.97504467,-0.7695725,9,act0,0,
-0.9640276,-0.97475994,-0.75637543,9,act0,0,
-0.9640276,-0.9791333,-0.7300383,9,act0,0,
-0.9640276,-0.97679347,-0.77009094,9,act0,0,
-0.9640276,-0.97484165,-0.7572847,9,act0,0,
-0.9640276,-0.97764176,-0.7431773,9,act0,0,
-0.9640276,-0.9757792,-0.76591814,9,act0,0,
-0.9640276,-0.9785817,-0.75577617,9,act0,0,
-0.9640276,-0.97635627,-0.762397,9,act0,0,
0.96402764,-0.83576226,-0.8278124,9,act0,1,
-0.9640276,-0.97159326,-0.75704914,9,act0,0,
-0.9640276,-0.97400886,-0.773861,9,act0,0,
0.96402764,-0.8272226,-0.8433791,9,act0,1,
-0.9640276,-0.9720085,-0.7671081,9,act0,0,
-0.9640276,-0.96867,-0.78041416,9,act0,0,
-0.9640276,-0.97290707,-0.7648575,9,act0,0,
-0.9640276,-0.973125,-0.7758783,9,act0,0,
-0.9640276,-0.9746313,-0.771937,9,act0,0,
-0.9640276,-0.97385806,-0.7786711,9,act0,0,
-0.9640276,-0.9747853,-0.7677411,9,act0,0,
-0.9640276,-0.97362036,-0.77756226,9,act0,0,
-0.9640276,-0.9736252,-0.77477705,9,act0,0,
-0.9640276,-0.9721418,-0.77112955,9,act0,0,
0.96402764,-0.85672545,-0.8586555,9,act0,1,
-0.9640276,-0.9789252,-0.7410863,9,act0,0,
0.96402764,-0.89124596,-0.8540159,9,act0,1,
-0.9640276,-0.9793988,-0.7675534,9,act0,0,
-0.9640276,-0.97986674,-0.7550009,9,act0,0,
0.96402764,-0.8982414,-0.84622973,9,act0,1,
-0.9640276,-0.9777562,-0.7652194,9,act0,0,
-0.9640276,-0.977701,-0.74271953,9,act0,0,
-0.9640276,-0.9785557,-0.74687314,9,act0,0,
-0.9640276,-0.98049515,-0.757746,9,act0,0,
0.96402764,-0.86578935,-0.8579467,9,act0,1,
-0.9640276,-0.9784248,-0.7695301,9,act0,0,
-0.9640276,-0.976772,-0.75857025,9,act0,0,
-0.9640276,-0.97569126,-0.766103,9,act0,0,
-0.9640276,-0.9818669,-0.8295143,9,act0,0,
-0.9640276,-0.97118306,-0.81294346,9,act0,0,
-0.9640276,-0.97199535,-0.77096105,9,act0,0,
0.96402764,-0.84239626,-0.8537769,9,act0,1,
-0.9640276,-0.97267634,-0.765754,9,act0,0,
-0.9640276,-0.9702199,-0.7845062,9,act0,0,
0.96402764,-0.8629353,-0.85069233,9,act0,1,
-0.9640276,-0.97218055,-0.77259666,9,act0,0,
-0.9640276,-0.9733792,-0.76789415,9,act0,0,
-0.9640276,-0.97298294,-0.7724795,9,act0,0,
-0.9640276,-0.97142714,-0.77351236,9,act0,0,
-0.9640276,-0.97083485,-0.7765877,9,act0,0,
-0.9640276,-0.97400546,-0.76353914,9,act0,0,
-0.9640276,-0.970903,-0.7782941,9,act0,0,
-0.9640276,-0.9710471,-0.83232427,9,act0,0,
-0.9640276,-0.9756846,-0.7410056,9,act0,0,
0.96402764,-0.876779,-0.8723411,9,act0,1,
-0.9640276,-0.97507095,-0.72990775,9,act0,0,
-0.9640276,-0.9782323,-0.7720725,9,act0,0,
-0.9640276,-0.9773666,-0.7821341,9,act0,0,
-0.9640276,-0.9776186,-0.76277107,9,act0,0,
-0.9640276,-0.97855663,-0.7732568,9,act0,0,
0.96402764,-0.85015726,-0.87501794,9,act0,1,
-0.9640276,-0.9726332,-0.7261586,9,act0,0,
-0.9640276,-0.9769893,-0.76936764,9,act0,0,
-0.9640276,-0.9783826,-0.77107024,9,act0,0,
0.96402764,-0.86415017,-0.87102747,9,act0,1,
-0.9640276,-0.9752526,-0.7208152,9,act0,0,
-0.9640276,-0.9810603,-0.82229805,9,act0,0,
0.96402764,-0.84966445,-0.8439524,9,act0,1,
-0.9640276,-0.96987236,-0.7846364,9,act0,0,
-0.9640276,-0.9704376,-0.7829929,9,act0,0,
-0.9640276,-0.97116876,-0.78001124,9,act0,0,
0.96402764,-0.8189951,-0.8431333,9,act0,1,
-0.9640276,-0.97066003,-0.77570856,9,act0,0,
-0.9640276,-0.9709099,-0.7817972,9,act0,0,
-0.9640276,-0.9711913,-0.78606874,9,act0,0,
-0.9640276,-0.97018427,-0.782579,9,act0,0,
-0.9640276,-0.9699393,-0.78377205,9,act0,0,
-0.9640276,-0.97156435,-0.7831013,9,act0,0,
-0.9640276,-0.9736619,-0.78101486,9,act0,0,
0.96402764,-0.8120868,-0.84476084,9,act0,1,
-0.9640276,-0.9716598,-0.8474289,9,act0,0,
-0.9640276,-0.972285,-0.78127897,9,act0,0,
-0.9640276,-0.975587,-0.76924247,9,act0,0,
-0.9640276,-0.9721785,-0.7859781,9,act0,0,
-0.9640276,-0.97389585,-0.7786667,9,act0,0,
-0.9640276,-0.9774158,-0.76320106,9,act0,0,
-0.9640276,-0.97318023,-0.7894373,9,act0,0,
0.96402764,-0.8452015,-0.84137523,9,act0,1,
-0.9640276,-0.9739789,-0.7663761,9,act0,0,
-0.9640276,-0.97680926,-0.75674945,9,act0,0,
-0.9640276,-0.9728991,-0.78546387,9,act0,0,
-0.9640276,-0.9764059,-0.77322376,9,act0,0,
-0.9640276,-0.9724131,-0.78432417,9,act0,0,
-0.9640276,-0.97371656,-0.7694688,9,act0,0,
-0.9640276,-0.9776999,-0.8482867,9,act0,0,
-0.9640276,-0.9716857,-0.7848065,9,act0,0,
-0.9640276,-0.9708311,-0.7677175,9,act0,0,
0.96402764,-0.8724841,-0.83645594,9,act0,1,
-0.9640276,-0.9754425,-0.7542831,9,act0,0,
-0.9640276,-0.9747015,-0.78350204,9,act0,0,
0.96402764,-0.846585,-0.8414449,9,act0,1,
0.96402764,-0.83534586,-0.840206,9,act0,1,
-0.9640276,-0.9706739,-0.7650384,9,act0,0,
-0.9640276,-0.97254705,-0.7650527,9,act0,0,
-0.9640276,-0.97650814,-0.75106335,9,act0,0,
-0.9640276,-0.9771087,-0.7645047,9,act0,0,
-0.9640276,-0.97426844,-0.7735849,9,act0,0,
-0.9640276,-0.97021914,-0.77011037,9,act0,0,
0.96402764,-0.84431416,-0.8448062,9,act0,1,
-0.9640276,-0.97738826,-0.79020804,9,act0,0,
0.96402764,-0.8427839,-0.8557515,9,act0,1,
-0.9640276,-0.9767522,-0.8064673,9,act0,0,
-0.9640276,-0.9714395,-0.80917776,9,act0,0,
-0.9640276,-0.9744772,-0.798844,9,act0,0,
-0.9640276,-0.9730555,-0.7985834,9,act0,0,
0.96402764,-0.8492912,-0.8545374,9,act0,1,
-0.9640276,-0.9750392,-0.8001499,9,act0,0,
-0.9640276,-0.97455263,-0.8020453,9,act0,0,
0.96402764,-0.84033924,-0.8565249,9,act0,1,
-0.9640276,-0.9726952,-0.81415784,9,act0,0,
-0.9640276,-0.97437847,-0.7905001,9,act0,0,
0.96402764,-0.83792937,-0.85772854,9,act0,1,
-0.9640276,-0.97115207,-0.8624294,9,act0,0,
-0.9640276,-0.96888125,-0.8023167,9,act0,0,
-0.9640276,-0.97190666,-0.77632517,9,act0,0,
-0.9640276,-0.96840703,-0.7843736,9,act0,0,
-0.9640276,-0.9731971,-0.77360314,9,act0,0,
-0.9640276,-0.97147053,-0.7885451,9,act0,0,
0.96402764,-0.8700732,-0.8544398,9,act0,1,
-0.9640276,-0.97098315,-0.76620555,9,act0,0,
-0.9640276,-0.9702746,-0.79507846,9,act0,0,
-0.9640276,-0.9706037,-0.78504753,9,act0,0,
-0.9640276,-0.9694261,-0.7828195,9,act0,0,
-0.9640276,-0.969307,-0.7847008,9,act0,0,
-0.9640276,-0.9710149,-0.77290213,9,act0,0,
-0.9640276,-0.9713049,-0.78681576,9,act0,0,
-0.9640276,-0.97384953,-0.7979355,9,act0,0,
-0.9640276,-0.97701883,-0.7618987,9,act0,0,
-0.9640276,-0.9803606,-0.74742883,9,act0,0,
-0.9640276,-0.9793894,-0.76998264,9,act0,0,
-0.9640276,-0.9778218,-0.77091205,9,act0,0,
-0.9640276,-0.9782034,-0.7730668,9,act0,0,
0.96402764,-0.8873071,-0.8393187,9,act0,1,
0.96402764,-0.8774535,-0.84197134,9,act0,1,
-0.9640276,-0.9770533,-0.7704908,9,act0,0,
-0.9640276,-0.9776856,-0.7725234,9,act0,0,
0.96402764,-0.8662112,-0.84227407,9,act0,1,
-0.9640276,-0.9791177,-0.74395955,9,act0,0,
-0.9640276,-0.97761303,-0.7666782,9,act0,0,
-0.9640276,-0.9779563,-0.77708346,9,act0,0,
-0.9640276,-0.9758224,-0.83272475,9,act0,0,
-0.9640276,-0.9688161,-0.80819374,9,act0,0,
-0.9640276,-0.9684892,-0.80916625,9,act0,0,
0.96402764,-0.81907505,-0.8551632,9,act0,1,
-0.9640276,-0.967799,-0.8113267,9,act0,0,
0.96402764,-0.8510492,-0.8515657,9,act0,1,
-0.9640276,-0.9694834,-0.8160948,9,act0,0,
-0.9640276,-0.9671132,-0.8040319,9,act0,0,
-0.9640276,-0.97001964,-0.79429173,9,act0,0,
-0.9640276,-0.96919876,-0.795234,9,act0,0,
-0.9640276,-0.9720465,-0.79529583,9,act0,0,
-0.9640276,-0.9714418,-0.79939455,9,act0,0,
-0.9640276,-0.96579725,-0.8034877,9,act0,0,
0.96402764,-0.8457322,-0.8525046,9,act0,1,
-0.9640276,-0.9758209,-0.82281196,9,act0,0,
-0.9640276,-0.9752595,-0.7617774,9,act0,0,
-0.9640276,-0.9752754,-0.7653291,9,act0,0,
0.96402764,-0.87614584,-0.84775037,9,act0,1,
-0.9640276,-0.970734,-0.759316,9,act0,0,
-0.9640276,-0.96968997,-0.7635461,9,act0,0,
-0.9640276,-0.97488457,-0.7502006,9,act0,0,
-0.9640276,-0.97816706,-0.75936115,9,act0,0,
-0.9640276,-0.97467893,-0.7796705,9,act0,0,
0.96402764,-0.8502586,-0.8507926,9,act0,1,
-0.9640276,-0.9725993,-0.7446764,9,act0,0,
-0.9640276,-0.97434723,-0.7621661,9,act0,0,
-0.9640276,-0.97392267,-0.77215046,9,act0,0,
-0.9640276,-0.97353923,-0.7703352,9,act0,0,
-0.9640276,-0.9765955,-0.84517103,9,act0,0,
0.96402764,-0.8688395,-0.85884964,9,act0,1,
-0.9640276,-0.9782102,-0.81179523,9,act0,0,
-0.9640276,-0.9763829,-0.8038006,9,act0,0,
-0.9640276,-0.9734539,-0.80582446,9,act0,0,
-0.9640276,-0.978871,-0.7851054,9,act0,0,
-0.9640276,-0.97681993,-0.80992776,9,act0,0,
-0.9640276,-0.97810704,-0.7980316,9,act0,0,
0.96402764,-0.89024997,-0.8576207,9,act0,1,
-0.9640276,-0.97568136,-0.80948585,9,act0,0,
0.96402764,-0.87845516,-0.8575002,9,act0,1,
0.96402764,-0.889336,-0.8592486,9,act0,1,
-0.9640276,-0.97623694,-0.80699205,9,act0,0,
-0.9640276,-0.9768207,-0.80124176,9,act0,0,
-0.9640276,-0.97473943,-0.8206515,9,act0,0,
-0.9640276,-0.97578233,-0.769878,9,act0,0,
-0.9640276,-0.9787765,-0.76346713,9,act0,0,
-0.9640276,-0.97531193,-0.7741175,9,act0,0,
0.96402764,-0.9018177,-0.83051527,9,act0,1,
-0.9640276,-0.9762429,-0.772257,9,act0,0,
-0.9640276,-0.97625244,-0.76493907,9,act0,0,
-0.9640276,-0.9757918,-0.77197176,9,act0,0,
0.96402764,-0.8718703,-0.8335815,9,act0,1,
0.96402764,-0.8649255,-0.8306097,9,act0,1,
-0.9640276,-0.9751412,-0.7571657,9,act0,0,
-0.9640276,-0.9759362,-0.77844334,9,act0,0,
-0.9640276,-0.9735623,-0.78016937,9,act0,0,
-0.9640276,-0.9771535,-0.7630159,9,act0,0,
-0.9640276,-0.98268205,-0.87012804,9,act0,0,
-0.9640276,-0.9713188,-0.7622306,9,act0,0,
-0.9640276,-0.9747814,-0.7817834,9,act0,0,
0.96402764,-0.87033,-0.85383505,9,act0,1,
-0.9640276,-0.9720413,-0.7850831,9,act0,0,
0.96402764,-0.84709424,-0.8533055,9,act0,1,
-0.9640276,-0.9701516,-0.79460865,9,act0,0,
-0.9640276,-0.9732286,-0.7898336,9,act0,0,
-0.9640276,-0.9731353,-0.794968,9,act0,0,
-0.9640276,-0.9774583,-0.78215986,9,act0,0,
0.96402764,-0.8464284,-0.85566014,9,act0,1,
-0.9640276,-0.97139585,-0.7868428,9,act0,0,
-0.9640276,-0.9730721,-0.79278946,9,act0,0,
-0.9640276,-0.97535145,-0.7786806,9,act0,0,
-0.9640276,-0.9679413,-0.8396759,9,act0,0,
-0.9640276,-0.9721972,-0.77389336,9,act0,0,
-0.9640276,-0.97304714,-0.7767304,9,act0,0,
-0.9640276,-0.9733167,-0.7856446,9,act0,0,
-0.9640276,-0.9720585,-0.7845965,9,act0,0,
-0.9640276,-0.9720907,-0.78222156,9,act0,0,
-0.9640276,-0.97168934,-0.7775768,9,act0,0,
-0.9640276,-0.9698739,-0.7926863,9,act0,0,
-0.9640276,-0.97342736,-0.78518075,9,act0,0,
-0.9640276,-0.97279525,-0.781652,9,act0,0,
-0.9640276,-0.97191536,-0.78947365,9,act0,0,
-0.9640276,-0.97304904,-0.7813597,9,act0,0,
-0.9640276,-0.9714325,-0.78014725,9,act0,0,
-0.9640276,-0.96974635,-0.78825915,9,act0,0,
-0.9640276,-0.97355956,-0.8070705,9,act0,0,
0.96402764,-0.8595087,-0.8520482,9,act0,1,
-0.9640276,-0.9752094,-0.77491707,9,act0,0,
-0.9640276,-0.9764395,-0.77622795,9,act0,0,
0.96402764,-0.8520006,-0.8539676,9,act0,1,
-0.9640276,-0.97619414,-0.76854086,9,act0,0,
-0.9640276,-0.976665,-0.77937317,9,act0,0,
0.96402764,-0.86033654,-0.8538894,9,act0,1,
0.96402764,-0.90020883,-0.8441889,9,act0,1,
-0.9640276,-0.9761502,-0.7884933,9,act0,0,
-0.9640276,-0.97598654,-0.7720153,9,act0,0,
-0.9640276,-0.9773044,-0.78047466,9,act0,0,
-0.9640276,-0.97703445,-0.7815441,9,act0,0,
-0.9640276,-0.9763887,-0.78760725,9,act0,0,
-0.9640276,-0.9778087,-0.81555057,9,act0,0,
-0.9640276,-0.9726061,-0.8035821,9,act0,0,
-0.9640276,-0.9746074,-0.80077237,9,act0,0,
0.96402764,-0.86208797,-0.85929245,9,act0,1,
-0.9640276,-0.97649753,-0.8046388,9,act0,0,
-0.9640276,-0.97222894,-0.8071425,9,act0,0,
0.96402764,-0.8208077,-0.86364055,9,act0,1,
0.96402764,-0.8331036,-0.86166114,9,act0,1,
0.96402764,-0.86789566,-0.8604401,9,act0,1,
-0.9640276,-0.9714279,-0.81944555,9,act0,0,
-0.9640276,-0.9716036,-0.8075542,9,act0,0,
-0.9640276,-0.9771872,-0.7882281,9,act0,0,
-0.9640276,-0.9730695,-0.8109482,9,act0,0,
-0.9640276,-0.97666675,-0.79861253,9,act0,0,
0.96402764,-0.84562004,-0.8563386,9,act0,1,
-0.9640276,-0.96849656,-0.786692,9,act0,0,
-0.9640276,-0.9667468,-0.77828354,9,act0,0,
0.96402764,-0.8178319,-0.8407005,9,act0,1,
-0.9640276,-0.96776974,-0.75327474,9,act0,0,
-0.9640276,-0.9678931,-0.77842003,9,act0,0,
-0.9640276,-0.9717897,-0.7728342,9,act0,0,
-0.9640276,-0.9708394,-0.77850175,9,act0,0,
-0.9640276,-0.97181803,-0.7676511,9,act0,0,
-0.9640276,-0.9711439,-0.7778875,9,act0,0,
-0.9640276,-0.9692911,-0.7708383,9,act0,0,
-0.9640276,-0.96876657,-0.78408426,9,act0,0,
-0.9640276,-0.97014445,-0.7734599,9,act0,0,
-0.9640276,-0.9696779,-0.7853563,9,act0,0,
-0.9640276,-0.96223515,-0.87167823,9,act0,0,
-0.9640276,-0.9640485,-0.8126849,9,act0,0,
-0.9640276,-0.9671041,-0.81120455,9,act0,0,
-0.9640276,-0.9684262,-0.81137735,9,act0,0,
0.96402764,-0.8227922,-0.8615856,9,act0,1,
-0.9640276,-0.9649558,-0.8109377,9,act0,0,
-0.9640276,-0.9623938,-0.81172836,9,act0,0,
-0.9640276,-0.9649526,-0.8064581,9,act0,0,
-0.9640276,-0.9627528,-0.81407386,9,act0,0,
0.96402764,-0.8145192,-0.86109865,9,act0,1,
-0.9640276,-0.9647988,-0.81854266,9,act0,0,
-0.9640276,-0.96440923,-0.8066089,9,act0,0,
-0.9640276,-0.965467,-0.8089315,9,act0,0,
-0.9640276,-0.96703875,-0.8120511,9,act0,0,
0.96402764,-0.8561766,-0.854545,9,act0,1,
-0.9640276,-0.973488,-0.71589714,9,act0,0,
-0.9640276,-0.97647613,-0.7523072,9,act0,0,
-0.9640276,-0.9741148,-0.780286,9,act0,0,
0.96402764,-0.8759687,-0.8378597,9,act0,1,
0.96402764,-0.86874145,-0.8368791,9,act0,1,
0.96402764,-0.89576036,-0.8297377,9,act0,1,
-0.9640276,-0.97599053,-0.7567496,9,act0,0,
-0.9640276,-0.9739102,-0.77677804,9,act0,0,
-0.9640276,-0.9737436,-0.77418965,9,act0,0,
0.96402764,-0.8619341,-0.84121406,9,act0,1,
-0.9640276,-0.97331667,-0.75564104,9,act0,0,
-0.9640276,-0.9784398,-0.7615404,9,act0,0,
-0.9640276,-0.97732496,-0.77273065,9,act0,0,
-0.9640276,-0.9693122,-0.845964,9,act0,0,
-0.9640276,-0.9765694,-0.75014174,9,act0,0,
-0.9640276,-0.9784174,-0.74842626,9,act0,0,
-0.9640276,-0.97954667,-0.7507106,9,act0,0,
-0.9640276,-0.9793759,-0.7712598,9,act0,0,
-0.9640276,-0.9810018,-0.73765266,9,act0,0,
-0.9640276,-0.98103696,-0.7689776,9,act0,0,
-0.9640276,-0.9796274,-0.7693855,9,act0,0,
-0.9640276,-0.97709924,-0.77435255,9,act0,0,
-0.9640276,-0.9777446,-0.75534266,9,act0,0,
0.96402764,-0.8897664,-0.84008396,9,act0,1,
-0.9640276,-0.97619766,-0.7521691,9,act0,0,
-0.9640276,-0.9790023,-0.74912405,9,act0,0,
-0.9640276,-0.9791049,-0.7543434,9,act0,0,
0.96402764,-0.803153,-0.88040805,9,act0,1,
-0.9640276,-0.96832037,-0.831808,9,act0,0,
-0.9640276,-0.96912134,-0.8105462,9,act0,0,
-0.9640276,-0.9660541,-0.8159158,9,act0,0,
-0.9640276,-0.96981674,-0.7998647,9,act0,0,
-0.9640276,-0.96698785,-0.8067737,9,act0,0,
-0.9640276,-0.96635914,-0.80315286,9,act0,0,
-0.9640276,-0.9667782,-0.8075316,9,act0,0,
-0.9640276,-0.9663818,-0.8046891,9,act0,0,
-0.9640276,-0.9666048,-0.80668724,9,act0,0,
-0.9640276,-0.97030115,-0.7952526,9,act0,0,
-0.9640276,-0.9688742,-0.8067736,9,act0,0,
-0.9640276,-0.9683659,-0.8074892,9,act0,0,
0.96402764,-0.79908276,-0.86411184,9,act0,1,
0.96402764,-0.89226806,-0.85334426,9,act0,1,
0.96402764,-0.8924346,-0.8363759,9,act0,1,
-0.9640276,-0.9771146,-0.75794685,9,act0,0,
-0.9640276,-0.97806627,-0.7440111,9,act0,0,
-0.9640276,-0.9781564,-0.76229155,9,act0,0,
-0.9640276,-0.9778293,-0.7606481,9,act0,0,
-0.9640276,-0.9765304,-0.75359374,9,act0,0,
-0.9640276,-0.97905856,-0.7342535,9,act0,0,
-0.9640276,-0.97871107,-0.7610083,9,act0,0,
0.96402764,-0.8699938,-0.8381855,9,act0,1,
-0.9640276,-0.9772737,-0.74661607,9,act0,0,
-0.9640276,-0.97750175,-0.7469401,9,act0,0,
-0.9640276,-0.9788029,-0.7494322,9,act0,0,
-0.9640276,-0.9793086,-0.74731106,9,act0,0,
0.96402764,-0.8817079,-0.8548799,9,act0,1,
0.96402764,-0.873632,-0.8501231,9,act0,1,
-0.9640276,-0.97397184,-0.78927594,9,act0,0,
-0.9640276,-0.97410166,-0.79727596,9,act0,0,
-0.9640276,-0.9756191,-0.7875683,9,act0,0,
-0.9640276,-0.9723625,-0.8050724,9,act0,0,
-0.9640276,-0.97471565,-0.78962314,9,act0,0,
-0.9640276,-0.9736646,-0.7913515,9,act0,0,
-0.9640276,-0.9726461,-0.7971984,9,act0,0,
0.96402764,-0.87701815,-0.8495729,9,act0,1,
-0.9640276,-0.9746113,-0.7935517,9,act0,0,
-0.9640276,-0.9758122,-0.7909207,9,act0,0,
-0.9640276,-0.97864425,-0.7862169,9,act0,0,
-0.9640276,-0.97536737,-0.8073495,9,act0,0,
-0.9640276,-0.9711605,-0.8484029,9,act0,0,
0.96402764,-0.83789045,-0.8464443,9,act0,1,
-0.9640276,-0.96729255,-0.80694765,9,act0,0,
-0.9640276,-0.9685755,-0.8061884,9,act0,0,
0.96402764,-0.8465246,-0.84526,9,act0,1,
-0.9640276,-0.96906126,-0.8045187,9,act0,0,
-0.9640276,-0.96982104,-0.804724,9,act0,0,
-0.9640276,-0.9651414,-0.8099532,9,act0,0,
-0.9640276,-0.9684952,-0.8048451,9,act0,0,
-0.9640276,-0.9695622,-0.8029278,9,act0,0,
-0.9640276,-0.9712677,-0.80340874,9,act0,0,
0.96402764,-0.85386646,-0.84437567,9,act0,1,
-0.9640276,-0.96897477,-0.8065923,9,act0,0,
-0.9640276,-0.9701617,-0.80325127,9,act0,0,
0.96402764,-0.87784404,-0.84947926,9,act0,1,
-0.9640276,-0.9669942,-0.7927162,9,act0,0,
0.96402764,-0.8751373,-0.8264748,9,act0,1,
-0.9640276,-0.9701651,-0.79228467,9,act0,0,
-0.9640276,-0.97239923,-0.7868594,9,act0,0,
-0.9640276,-0.9741935,-0.78486985,9,act0,0,
