act0_x,CPUE_x,biomass_x,month,action,cluster,act1_x,act0_y,CPUE_y,biomass_y,act1_y,centroid_act
-0.9640276,-0.98180926,-0.8791186,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9132336,-0.981059,-0.6959201,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.918988,-0.9758109,-0.7392961,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.91535515,-0.98771584,-0.52625525,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.916157,-0.98957837,-0.53600824,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.91786647,-0.9900101,-0.57175356,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.91592246,-0.9889165,-0.53515476,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9171077,-0.99085844,-0.5583234,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9169045,-0.9908126,-0.5541985,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.90978146,-0.97943485,-0.7401862,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9063565,-0.976433,-0.730771,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.91552895,-0.9878997,-0.5321664,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9167325,-0.99035454,-0.5530141,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.91661435,-0.995071,-0.68526345,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9640276,-0.96829236,-0.8621434,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.91557366,-0.9903471,-0.68335897,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9640276,-0.96975785,-0.8224253,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9640276,-0.96290374,-0.8820301,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9161955,-0.992247,-0.68017644,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.91647184,-0.9894669,-0.6616552,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.91727823,-0.98915815,-0.6442847,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.91718197,-0.9891041,-0.6459385,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9640276,-0.9595666,-0.8589926,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9111945,-0.9902752,-0.7062867,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9640276,-0.96778876,-0.83385456,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9640276,-0.96392584,-0.88478327,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.8799473,-0.99068946,-0.74352,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9640276,-0.988236,-0.8512248,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9640276,-0.96562076,-0.8289462,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9170396,-0.9876017,-0.6416756,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.91764337,-0.98874724,-0.63481605,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.91844845,-0.9889373,-0.61671567,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9171269,-0.9887127,-0.64518434,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9180389,-0.9887039,-0.6250885,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.91822267,-0.9887894,-0.62121624,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.91638106,-0.988994,-0.661209,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.91714025,-0.987308,-0.6377482,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9640276,-0.9594997,-0.8319541,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.91801363,-0.987738,-0.61963224,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.91861194,-0.989276,-0.6078381,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.91651016,-0.9892815,-0.66002893,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9640276,-0.99658996,-0.88621455,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9156035,-0.991172,-0.69815946,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9182407,-0.98942137,-0.62474966,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9179012,-0.98889333,-0.629574,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9183441,-0.98814046,-0.6142271,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9180361,-0.98856145,-0.6242607,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.91853565,-0.9895465,-0.60211533,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9182549,-0.9890467,-0.622057,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9640276,-0.9688184,-0.8234022,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9177394,-0.986862,-0.620692,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.91829795,-0.98832524,-0.60563016,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.91837746,-0.9889252,-0.60247153,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9185409,-0.9888101,-0.6136912,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9179604,-0.9890843,-0.6293549,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9640276,-0.9898514,-0.82837594,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9161674,-0.9906058,-0.5186586,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9172202,-0.9919057,-0.5520202,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9135178,-0.98313993,-0.6924253,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.91682774,-0.99259347,-0.5190785,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.91731244,-0.9926994,-0.54312885,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9169408,-0.99271184,-0.52304286,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9173867,-0.9925627,-0.54949504,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9168596,-0.99271786,-0.51860917,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9168517,-0.9922222,-0.52682346,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.889356,-0.9832869,-0.7342643,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.90635216,-0.98364675,-0.7472326,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.91685236,-0.992015,-0.53046995,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9168114,-0.99131495,-0.5404825,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9640276,-0.9926774,-0.8868868,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9173937,-0.9850615,-0.61763024,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.91775584,-0.9905764,-0.5676722,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9193371,-0.9918385,-0.61341596,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9177229,-0.9915668,-0.6467968,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9640276,-0.97465444,-0.8346125,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9640276,-0.976992,-0.85134315,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9170733,-0.99137866,-0.6588081,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9188363,-0.9915732,-0.6238992,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9179037,-0.99125373,-0.64171296,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9183215,-0.9914147,-0.6341069,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9640276,-0.9730601,-0.8448155,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9640276,-0.9786582,-0.84123355,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.91771096,-0.9919497,-0.64883864,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9049545,-0.99229825,-0.71104956,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.91761327,-0.99167746,-0.64950126,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.917067,-0.99204516,-0.66207397,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9182645,-0.9934328,-0.6447611,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9186146,-0.99169874,-0.62955165,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.91732454,-0.9916148,-0.65494335,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.91839236,-0.9918999,-0.63497055,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.91743803,-0.99300396,-0.6592375,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9184421,-0.99275625,-0.63800704,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9173991,-0.99290717,-0.6595549,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9640276,-0.9755326,-0.82384056,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9640276,-0.9789426,-0.8219686,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9182206,-0.9922011,-0.6398377,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9640276,-0.9738476,-0.8394659,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.8759171,-0.9918799,-0.740436,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.91833913,-0.9895363,-0.5946893,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9186345,-0.98992133,-0.6020315,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.91853595,-0.9901488,-0.59590095,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9187114,-0.9900769,-0.6033806,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.91870487,-0.9901694,-0.6021737,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9191248,-0.9912738,-0.6069373,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.91759545,-0.99122286,-0.64771456,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.91871434,-0.99043816,-0.6197242,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9186286,-0.9904767,-0.6220364,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.91860634,-0.98929524,-0.6074246,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9178938,-0.99005574,-0.63626504,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9640276,-0.96757686,-0.82804024,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9640276,-0.9710976,-0.810899,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
