act0_x,CPUE_x,biomass_x,month,action,cluster,act1_x,act0_y,CPUE_y,biomass_y,act1_y,centroid_act
-0.9640276,-0.9984448,-0.93281657,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9640276,-0.97708386,-0.8173611,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.91843235,-0.9910876,-0.63033885,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9192366,-0.991348,-0.61278045,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.91907585,-0.9910331,-0.6147069,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.91871864,-0.990985,-0.5942742,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9640276,-0.9752756,-0.8239837,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9191249,-0.9913788,-0.6058559,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.91883737,-0.99179447,-0.6252626,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9186567,-0.9902713,-0.59926903,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9190129,-0.9915018,-0.6191766,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9172172,-0.9918357,-0.65811235,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9179411,-0.9900257,-0.6351792,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.91770315,-0.99170375,-0.6478343,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.92104083,-0.9921254,-0.76576847,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.91890347,-0.990347,-0.6145789,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9640276,-0.97538185,-0.80024505,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.91799,-0.98878413,-0.58913165,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.91815466,-0.990189,-0.580892,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9182823,-0.9905397,-0.5821435,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9187944,-0.99096584,-0.5973846,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.91833794,-0.9907823,-0.6307964,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.918826,-0.99044436,-0.6039897,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9183069,-0.99038535,-0.58468056,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.91845286,-0.9900854,-0.5933713,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9182856,-0.98957086,-0.592286,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.918988,-0.9909797,-0.6046986,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.91794896,-0.99033743,-0.57151324,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.934113,-0.993749,-0.7745596,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.91539115,-0.989625,-0.6835012,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.91725326,-0.988774,-0.64297044,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9162722,-0.98894763,-0.6631258,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9165849,-0.9884716,-0.65474236,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9177979,-0.9882127,-0.6277711,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9640276,-0.9622175,-0.8446175,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9154999,-0.9905308,-0.68565875,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.91803175,-0.98996097,-0.63306147,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.91605836,-0.98831,-0.6643065,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.91634053,-0.9879765,-0.6572094,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9173437,-0.9900565,-0.64722145,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9640276,-0.95960087,-0.8520953,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9167089,-0.9888659,-0.6541598,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9640276,-0.9942854,-0.8474529,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.91888845,-0.9899953,-0.61273515,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9640276,-0.9768297,-0.7757219,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9213726,-0.978014,-0.746144,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.91797817,-0.9891409,-0.58499193,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9184483,-0.98958784,-0.5983385,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9178689,-0.9898505,-0.5734963,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9182388,-0.9914598,-0.5709725,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9171756,-0.9912375,-0.5578153,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9180633,-0.9902723,-0.5765446,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9176288,-0.9908043,-0.5652079,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.918728,-0.99126315,-0.5917567,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9640276,-0.976975,-0.7889394,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9174178,-0.98826927,-0.5727159,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9640276,-0.99350196,-0.86918765,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9640276,-0.9803934,-0.78134096,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.917061,-0.9912834,-0.5543451,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9190329,-0.99302804,-0.5852565,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.91883916,-0.9935358,-0.57254404,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9193888,-0.9938129,-0.5909064,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.91863644,-0.9930253,-0.5701901,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9184287,-0.9918613,-0.5740888,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9179458,-0.9929152,-0.56163,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9640276,-0.97897494,-0.8002899,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.91649175,-0.9907252,-0.53375953,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9640276,-0.9803406,-0.79769754,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9167183,-0.9919103,-0.5251535,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.91913146,-0.9926672,-0.592794,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.8653658,-0.99546427,-0.74589074,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9155761,-0.98991346,-0.6812685,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9162191,-0.9902749,-0.67042124,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
-0.9640276,-0.9625664,-0.87084794,Aug,Minnow traps,0,,-0.9247246840666095,-0.987400501222127,-0.6553091880417381,,-0.9247246840666095
