t,obs0,obs1,act0,act1,act2,rew,rep,crab_pop,nonlocal_crab
46,-0.8974019,-0.7341272,-1.0,-1.0,-0.8970740572523334,-3.1628347290487238,0,"[72.82250380540277 1102.1980436716647 4359.757072600971 4082.095844125853
 1265.9177708626326 139.15837469411144 93.07135896956233
 309.19253578049586 529.0297890312497 467.972250529807 238.5012965526928
 84.6620288244437 20.48875812953114 1.7451736913813412 0.04068127026517132
 4.924819933682656e-05 1.3666014986313257e-09 6.661338147750939e-16 0.0
 0.0 0.0]","[ 6907.15466297 70036.95718038     0.          8001.69962532
  7505.7189753 ]"
47,-0.91994244,-0.7179275,-1.0,-1.0,-0.8970740572523334,-3.1836510177304977,0,"[7.604249556384079 177.01916942486903 1341.4617005969662 3763.99553846606
 3680.1160012552537 1458.673471932396 268.46024685950266
 145.17290904338523 272.53674276205066 311.47616354394586
 205.7667447374382 86.56322382526176 29.462602027781934 7.3791464891443415
 0.2773781100042405 0.00034448191545033424 9.566024639084958e-09
 4.6629367034256575e-15 0.0 0.0 0.0]","[ 6907.15466297 70036.95718038     0.          8001.69962532
  7505.7189753 ]"
48,-0.9439079,-0.69488096,-1.0,-1.0,-0.8970740572523334,-3.204567498677934,0,"[0.7972877834895786 26.096672786666538 305.29930465344006
 1534.8260386243207 3418.7600116992844 3279.2900463344395
 1440.2095287644358 341.57183907915686 155.33768209412983
 176.17104286274497 146.6369328107559 81.46327356770931 30.737879305456673
 7.12915746662814 0.6547100028602554 0.015181776773238398
 1.5058582128912867e-05 3.3567659762923086e-10 1.1102230246251565e-16 0.0
 0.0]","[ 6907.15466297 70036.95718038     0.          8001.69962532
  7505.7189753 ]"
49,-0.956344,-0.7356596,-1.0,-1.0,-0.8970740572523334,-3.22573614379599,0,"[0.018726449058348568 3.3479656851108284 60.948774065683445
 460.87002611473764 1726.2121822523225 3191.2921020408694
 2889.7750039471175 1293.2633424123426 330.4243881253093
 119.48619586877983 97.06791140719905 68.12654418882919 34.110452781395765
 11.95399532710838 2.042312873880893 0.06001346971483201
 6.021451312965276e-05 1.3426967315766092e-09 4.440892098500626e-16 0.0
 0.0]","[ 6907.15466297 70036.95718038     0.          8001.69962532
  7505.7189753 ]"
50,-0.9299172,-0.7855982,-1.0,-1.0,-0.8970740572523334,-3.2473014961491136,0,"[0.0021654584130694067 0.41195018705013753 10.84996572476758
 118.23297368266968 651.7884467988833 1909.5415465279689
 2965.7427949559765 2386.568568455025 975.0723074239227 235.46523972730202
 76.21527077968241 47.96037633132915 25.90024044312666 11.385809516879103
 3.3851118767700354 0.4660151259408707 0.011207567247585093
 9.096708782130314e-06 1.6284751325201796e-10 1.1102230246251565e-16 0.0]","[ 6907.15466297 70036.95718038     0.          8001.69962532
  7505.7189753 ]"
51,-0.8879453,-0.78586906,-1.0,-1.0,-0.8970740572523334,-3.2692316612052377,0,"[1.9486798095593683e-06 0.010602381721846965 1.5837002000887113
 27.727205450482895 211.15131029125078 876.2982422894814
 2045.8523783846535 2620.7645589454 1746.688358963592 567.4831616969466
 121.62334628563737 31.730234534970432 18.558904410916607
 9.548745965729701 2.531844165577878 0.4362175228635894
 0.011177465798950736 9.096037436595594e-06 1.6284729120741304e-10
 1.1102230246251565e-16 0.0]","[ 6907.15466297 70036.95718038     0.          8001.69962532
  7505.7189753 ]"
52,-0.82835555,-0.7822033,-1.0,-1.0,-0.8970740572523334,-3.29109912345711,0,"[1.948922082489584e-07 0.0010652635591036311 0.1804057953029751
 5.465476348128133 60.21750115119682 343.35809490072967 1108.172241353444
 1997.8547232350363 1925.1409589219547 940.6569289202685 256.9061440579751
 53.449997810147465 17.62288495391905 9.715956392791938 3.153014640201654
 0.1045006972237118 0.00010536087811774397 2.349712202587284e-09
 7.771561172376096e-16 0.0 0.0]","[ 6907.15466297 70036.95718038     0.          8001.69962532
  7505.7189753 ]"
53,-0.80698097,-0.75829566,-1.0,-1.0,-0.8970740572523334,-3.31255984691495,0,"[6.36376041e+03 3.04124510e+03 7.00447069e-01 1.00000000e+00
 3.00000000e+01 1.83000000e+02 7.16000000e+02 1.36900000e+03
 1.42900000e+03 7.17000000e+02 2.03000000e+02 4.60000000e+01
 1.50000000e+01 9.00000000e+00 2.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00]","[ 6907.15466297 70036.95718038     0.          8001.69962532
  7505.7189753   4608.77644558]"
54,-0.8558186,-0.74982226,-1.0,-1.0,-0.8970740572523334,-3.3335856244178026,0,"[614.4957889273414 4562.783684412331 3569.5248206585457 648.4642929984346
 14.740905969901746 65.30274524925484 315.4102131642594 837.3970966627688
 1140.7353970115025 813.6948750664643 327.51035944077967 78.94550560288396
 13.963967531761277 4.840878922754657 1.76533237463934 0.05966900153509069
 6.020494711500568e-05 1.3426920686399058e-09 4.440892098500626e-16 0.0
 0.0]","[ 6907.15466297 70036.95718038     0.          8001.69962532
  7505.7189753   4608.77644558]"
55,-0.8695502,-0.7295868,-1.0,-1.0,-0.8970740572523334,-3.3544971125782808,0,"[60.03462055831665 910.0327071648738 3602.505199963339 3370.3504333004093
 1054.318567489898 123.41337817159587 124.39172981085478
 418.58754209640125 733.1777556408285 673.219038028292 360.7835033095102
 118.59752637705249 26.611843606982106 5.099899242218466
 0.5755728490248543 0.015083357293430244 1.5055848981870845e-05
 3.356752653616013e-10 1.1102230246251565e-16 0.0 0.0]","[ 6907.15466297 70036.95718038     0.          8001.69962532
  7505.7189753   4608.77644558]"
56,-0.893127,-0.70811206,-1.0,-1.0,-0.8970740572523334,-3.3753777944922554,0,"[6.114873786397136 143.86156710298377 1101.8024996013296
 3115.1161522796892 3044.54070814139 1204.985978299566 240.55734529628333
 199.66952646362077 399.3819031943362 450.13774643843857 307.4559130783745
 130.40982141264234 40.33126318886246 8.485472673717334 1.0915142401012434
 0.030092890361770652 3.010964809646577e-05 6.713495315224804e-10
 2.220446049250313e-16 0.0 0.0]","[ 6907.15466297 70036.95718038     0.          8001.69962532
  7505.7189753   4608.77644558]"
57,-0.9194243,-0.69039994,-1.0,-1.0,-0.8970740572523334,-3.3962992705703376,0,"[0.6780478834134593 21.45965641101517 251.09365751334892
 1271.3015821849988 2835.8258100685343 2715.3619239195577
 1207.468444684411 319.6095977870329 212.90976330084425 254.44411453732974
 196.1410934377901 110.91823849042878 46.93848664123976 15.256786434439718
 3.1273601071406567 0.4513254905210401 0.011192522331223365
 9.096373112194023e-06 1.628474022297155e-10 1.1102230246251565e-16 0.0]","[ 6907.15466297 70036.95718038     0.          8001.69962532
  7505.7189753   4608.77644558]"
58,-0.93976253,-0.6980155,-1.0,-1.0,-0.8970740572523334,-3.41734622446288,0,"[0.01297287350623535 2.3634659563446294 48.548603939537784
 381.5802481626381 1424.3781597426223 2639.226409757187 2378.2550584641276
 1083.4369336534978 318.0993291802344 158.57354786846463 125.5102916082958
 78.8719619628923 35.815123111563906 14.738799225251503 3.1265654909505485
 0.4513254630501643 0.01119252233120338 9.096373112194023e-06
 1.628474022297155e-10 1.1102230246251565e-16 0.0]","[ 6907.15466297 70036.95718038     0.          8001.69962532
  7505.7189753   4608.77644558]"
59,-0.9275855,-0.7610638,-1.0,-1.0,-0.8970740572523334,-3.4385807351911617,0,"[0.0014448731018030167 0.28134744424332697 8.232502500433048
 95.68273299370986 538.3948303311535 1577.966066740492 2449.2614016587713
 1975.6605358915144 827.9601071227945 213.50565194092363 76.67416426265189
 51.96142789703219 26.661688365057536 12.093781771534788 4.767876873740997
 0.872066005642349 0.022354921348624046 1.8192074868195185e-05
 3.2569458241482607e-10 2.220446049250313e-16 0.0]","[ 6907.15466297 70036.95718038     0.          8001.69962532
  7505.7189753   4608.77644558]"
60,-0.9015473,-0.78284323,-1.0,-1.0,-0.8970740572523334,-3.4599885810567623,0,"[1.558939442705511e-06 0.008480991841846077 1.2629821057877282
 21.79256169046749 171.29349364154652 728.0335818702712 1700.253900366163
 2167.227855385966 1436.38676739642 478.5590453273135 108.8301873470851
 36.03180592512418 21.768932593767072 11.14335991151382 3.5572602053821316
 0.8274557194449446 0.022309771567177172 1.819106785105884e-05
 3.256942493479187e-10 2.220446049250313e-16 0.0]","[ 6907.15466297 70036.95718038     0.          8001.69962532
  7505.7189753   4608.77644558]"
61,-0.85607773,-0.7747173,-1.0,-1.0,-0.8970740572523334,-3.481341444234982,0,"[1.9488204296117853e-07 0.0010631550890077086 0.17117396082033168
 4.3848988628286145 48.58367222202897 282.00476149372537 917.5614352867664
 1660.7697006468252 1595.152700054181 782.2314205590848 208.4449764706864
 49.531213075578115 14.205963323079533 8.346992505636814
 3.4906190007261513 0.11928877684739181 0.00012040852764449994
 2.6853834711459967e-09 8.881784197001252e-16 0.0 0.0]","[ 6907.15466297 70036.95718038     0.          8001.69962532
  7505.7189753   4608.77644558]"
62,-0.83548045,-0.7604217,-1.0,-1.0,-0.8970740572523334,-3.502476136082762,0,"[4.59761361e+04 2.19720243e+04 5.06050632e+00 3.50088570e-08
 1.70000000e+01 1.64000000e+02 5.80000000e+02 1.13800000e+03
 1.16400000e+03 5.87000000e+02 1.70000000e+02 4.20000000e+01
 1.20000000e+01 7.00000000e+00 3.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00]","[ 6907.15466297 70036.95718038     0.          8001.69962532
  7505.7189753   4608.77644558 63850.99554469]"
63,-0.87408423,-0.7576767,-1.0,-1.0,-0.8970740572523334,-3.523385831029217,0,"[4439.535779150961 32964.654571960855 25788.665358549104 4683.300435776861
 58.74168355486768 51.17894317960704 261.42889776724417 669.9718439400956
 916.9599243642581 649.9112236157478 259.74319469995993 74.82664209016495
 15.801786025311252 4.599281075941218 2.8844348068399364
 0.8122493954907714 0.022294712301803465 1.8190732174128144e-05
 3.256941383256162e-10 2.220446049250313e-16 0.0]","[ 6907.15466297 70036.95718038     0.          8001.69962532
  7505.7189753   4608.77644558 63850.99554469]"
64,-0.88949984,-0.7334818,-1.0,-1.0,-0.8970740572523334,-3.5445236547690504,0,"[437.02116023851704 6612.059378386515 26128.853296689525
 24390.826221938223 7566.629841836983 764.7083514019147 113.54385855009673
 335.769305547557 573.1669975142166 520.9142074572834 280.07907328043456
 105.15702731503058 27.557942589815887 6.615699405606232
 1.6008696484100404 0.40632154975411106 0.01114736161720531
 9.095366089728607e-06 1.628470691628081e-10 1.1102230246251565e-16 0.0]","[ 6907.15466297 70036.95718038     0.          8001.69962532
  7505.7189753   4608.77644558 63850.99554469]"
65,-0.9165743,-0.71254313,-1.0,-1.0,-0.8970740572523334,-3.56979351959151,0,"[45.11640174772459 1054.2596388019253 8022.240447303302 22578.027545707395
 22056.147303537004 8684.923447176456 1455.2237545420871
 238.77728565239565 314.89815272709023 353.8526291760142
 244.73520533837643 112.14048533158291 39.98944218944868
 10.483797062385287 2.533274589787196 0.4362175723112689
 0.011177465798986708 9.096037436595594e-06 1.6284729120741304e-10
 1.1102230246251565e-16 0.0]","[ 6907.15466297 70036.95718038     0.          8001.69962532
  7505.7189753   4608.77644558 63850.99554469]"
66,-0.9145016,-0.7431974,-1.0,-1.0,-0.8970740572523334,-3.6839667362733772,0,"[4.965396983811071 156.17078682959777 1825.0112784762866 9224.226273151255
 20525.363942476146 19639.57332835341 8589.762995071344 1818.795758644487
 322.13574433386145 204.42891575921 160.5685876827831 97.11474792017859
 34.32937634973751 11.492221791462761 2.591833031207556 0.4362913594504214
 0.011177467848827005 9.096037437594795e-06 1.6284729120741304e-10
 1.1102230246251565e-16 0.0]","[ 6907.15466297 70036.95718038     0.          8001.69962532
  7505.7189753   4608.77644558 63850.99554469]"
67,-0.86838436,-0.8250876,-1.0,-1.0,-0.8970740572523334,-3.9616130784213244,0,"[0.4950806279656669 22.391393912268153 365.9616162120128
 2778.8345629714527 10397.791197373634 19129.19534460742
 17181.766031909818 7629.013956200759 1707.21259754752 280.71695185075913
 111.02160711121415 71.85510743902726 39.569023658855684
 14.211757166389102 3.4844705507491622 0.46613816539978525
 0.011207570664029887 9.096708783795648e-06 1.6284751325201796e-10
 1.1102230246251565e-16 0.0]","[ 6907.15466297 70036.95718038     0.          8001.69962532
  7505.7189753   4608.77644558 63850.99554469]"
68,-0.67134947,-0.8309402,-1.0,-1.0,-0.8970740572523334,-4.24699327388939,0,"[0.01514866059303497 2.831747890196067 68.40129301730883 717.9369772788851
 3929.879227860273 11491.624063326084 17760.928756017343
 14227.533374912968 5717.44207019316 1156.460198520935 174.4922875577024
 49.119255247319266 27.340858027972946 14.539426528303284
 3.350460617524768 0.10474673218815334 0.00010536771097535702
 2.349715533256358e-09 7.771561172376096e-16 0.0 0.0]","[ 6907.15466297 70036.95718038     0.          8001.69962532
  7505.7189753   4608.77644558 63850.99554469]"
69,-0.35746682,-0.8114531,-1.0,-1.0,-0.8970740572523334,-4.5325566169976454,0,"[0.0014489654722256498 0.3036420720888257 11.688350170474983
 170.39769781738096 1269.2458920620986 5281.787824880014 12307.96984375286
 15566.862093173331 10157.470899168415 3287.677468716256 579.2305147401485
 79.91192505167278 21.325321924296244 10.657530772641685
 4.9328561812067795 0.5254134752794702 0.011267764678546732
 9.098051470535218e-06 1.628479573412278e-10 1.1102230246251565e-16 0.0]","[ 6907.15466297 70036.95718038     0.          8001.69962532
  7505.7189753   4608.77644558 63850.99554469]"
70,-0.027002692,-0.7889056,-1.0,-1.0,-0.8970740572523334,-4.81811919180453,0,"[2.143607596433051e-06 0.011675025912398442 1.7965814105045494
 37.55425426027641 369.3256891028389 2061.7170462582417 6645.012585076668
 11966.91301400005 11395.458264289864 5511.500934748636 1471.2404158962413
 245.37968485852784 39.351280982074655 9.864553215694862
 3.6517815261218405 1.1887979456642104 0.03341197315366018
 2.7285426918655098e-05 4.885409854438194e-10 3.3306690738754696e-16 0.0]","[ 6907.15466297 70036.95718038     0.          8001.69962532
  7505.7189753   4608.77644558 63850.99554469]"
71,0.13971913,-0.7629333,-1.0,-1.0,-0.8970740572523334,-5.1035019794231395,0,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 7.99999999e+00
 1.75000000e+02 1.12300000e+03 4.27000000e+03 8.23800000e+03
 8.41000000e+03 4.35100000e+03 1.19100000e+03 2.10000000e+02
 3.20000000e+01 9.00000000e+00 3.00000000e+00 1.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00]","[ 6907.15466297 70036.95718038     0.          8001.69962532
  7505.7189753   4608.77644558 63850.99554469     0.        ]"
72,-0.121309996,-0.75798225,-1.0,-1.0,-0.8970740572523334,-5.377856256751584,0,"[1.3553773526928522e-11 2.8117676946305417e-06 0.012387980362864546
 1.719510624645158 43.11190762773707 392.89968089195537 1896.5408763224705
 4972.248946042588 6732.357030381386 4754.805914225588 1888.3176517871661
 464.10110120527344 78.07102814603189 10.302437313545717 2.133799048057615
 1.0217385343653214 0.3477659763835802 0.008215641184808442
 5.428720005973275e-06 7.801703727494669e-11 0.0]","[ 6907.15466297 70036.95718038     0.          8001.69962532
  7505.7189753   4608.77644558 63850.99554469     0.        ]"
73,-0.19489038,-0.7355398,-1.0,-1.0,-0.8970740572523334,-5.563226283371856,0,"[1.6942307743222365e-12 3.515471790947186e-07 0.0015611734670480473
 0.2598361658424292 10.10928201784838 122.66299664284745 746.0731339384117
 2449.2058329474366 4207.096321242796 3828.0016641663337
 2054.9541621623944 714.4467990487608 159.99983836268495 25.86129012844529
 3.2916896570167506 0.6906861281223614 0.3366938899115537
 0.008206547497093042 5.428557159459224e-06 7.801692625264423e-11 0.0]","[ 6907.15466297 70036.95718038     0.          8001.69962532
  7505.7189753   4608.77644558 63850.99554469     0.        ]"
74,-0.3763801,-0.7066785,-1.0,-1.0,-0.8970740572523334,-5.613962521078673,0,"[4.484540377658011e-18 3.7637919990548945e-11 6.259684249718049e-06
 0.02216763851618012 2.3201143229623273 35.85986280906425
 272.5235336460158 1104.8867388900157 2300.6569087228727
 2552.0812659441085 1718.6230306253672 785.0913087903599
 240.45378597456866 51.406740545404475 8.104038603885343
 0.9480488167498157 0.022430216309210826 1.8193753252182532e-05
 3.256951375263384e-10 2.220446049250313e-16 0.0]","[ 6907.15466297 70036.95718038     0.          8001.69962532
  7505.7189753   4608.77644558 63850.99554469     0.        ]"
75,-0.5668083,-0.6820617,-1.0,-1.0,-0.8970740572523334,-5.638722576572173,0,"[8.969081115005298e-19 7.527596542175685e-12 1.2520210690541018e-06
 0.004444760411764827 0.4961620533463261 10.038217388780676
 96.60655138603873 467.26402345820964 1117.2101704093602
 1447.7905328228242 1212.1921184648857 709.0367087335965 281.1138975554076
 78.6433551582909 14.693462083565656 1.8654877771462108
 0.04483030862111137 3.6386835147839136e-05 6.513900530080718e-10
 4.440892098500626e-16 0.0]","[ 6907.15466297 70036.95718038     0.          8001.69962532
  7505.7189753   4608.77644558 63850.99554469     0.        ]"
76,-0.72070533,-0.6506587,-1.0,-1.0,-0.8970740572523334,-5.660207412073553,0,"[3.526365454492446e-26 1.229810344094671e-17 8.256765012900483e-11
 1.1011893988822396e-05 0.03144853536577803 2.6709824277045042
 32.21084421267324 182.64405591348267 510.08063517443 760.6782241964411
 729.8032957606089 509.59384476983314 263.52038016318704 98.92444473312864
 20.791699217958556 2.660255969446833 0.3816295477946531
 0.008242936681947421 5.429208550289388e-06 7.801737034185408e-11 0.0]","[ 6907.15466297 70036.95718038     0.          8001.69962532
  7505.7189753   4608.77644558 63850.99554469     0.        ]"
77,-0.8321123,-0.6253623,-1.0,-1.0,-0.8970740572523334,-5.681111886868966,0,"[7.052730919876764e-27 2.4596208483221467e-18 1.651357464823023e-11
 2.2026184767822248e-06 0.0063153450535683095 0.5932057242137411
 10.387380714721806 67.3336409759403 206.45890045188284 346.40958377749416
 391.14372442312873 338.8090320958445 215.68468107328908 99.46479039429838
 27.372453288858672 4.568036433323934 0.7517654706277791
 0.016476770277284336 1.0858254250956101e-05 1.560346296614057e-10 0.0]","[ 6907.15466297 70036.95718038     0.          8001.69962532
  7505.7189753   4608.77644558 63850.99554469     0.        ]"
78,-0.90789497,-0.58108014,-1.0,-1.0,-0.8970740572523334,-5.701862716245076,0,"[8.128262023920037e-36 1.1950209314086933e-25 3.3300320648952385e-17
 1.7886500545734473e-10 1.9133108458806665e-05 0.04406139463082946
 2.989888785805432 25.32361821727595 86.4028309984168 164.10418060443806
 200.82199527506666 188.21828117849796 145.91130034848393
 81.34313466268195 32.97379528026188 7.9984587564419325 0.8518658812984479
 0.016558623536959916 1.0859719872913232e-05 1.5603562886212785e-10 0.0]","[ 6907.15466297 70036.95718038     0.          8001.69962532
  7505.7189753   4608.77644558 63850.99554469     0.        ]"
79,-0.94857144,-0.54678255,-1.0,-1.0,-0.8970740572523334,-5.72255724287393,0,"[1.6256524048286813e-36 2.390041865610287e-26 6.6600644576642705e-18
 3.57730740984321e-11 3.82693544573048e-06 0.008839203364280769
 0.6479816660430342 7.745893812439167 31.99779919418906 69.72001082740174
 100.91901937434746 107.53306475518485 87.2709240103299 54.74048748962292
 27.465788285473028 9.381190454128081 1.5359945783621267
 0.03298080483403454 2.171699703590324e-05 3.1206959238971876e-10 0.0]","[ 6907.15466297 70036.95718038     0.          8001.69962532
  7505.7189753   4608.77644558 63850.99554469     0.        ]"
80,-0.9704642,-0.5299637,-1.0,-1.0,-0.8970740572523334,-5.743227547337224,0,"[6.35069791e+03 3.03500252e+03 6.99009305e-01 4.83578425e-09
 0.00000000e+00 0.00000000e+00 0.00000000e+00 2.00000000e+00
 2.50000000e+01 5.70000000e+01 7.60000000e+01 8.80000000e+01
 7.80000000e+01 5.00000000e+01 2.60000000e+01 8.00000000e+00
 1.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00]","[ 6907.15466297 70036.95718038     0.          8001.69962532
  7505.7189753   4608.77644558 63850.99554469     0.
  8938.49829684]"
81,-0.9764232,-0.49650708,-1.0,-1.0,-0.8970740572523334,-5.763896282791576,0,"[613.2344511192828 4553.417937908626 3562.1963255688884 646.9005378262706
 7.58266864636572 0.0034651395755743246 0.012254891924584427
 0.7417044706163887 7.401945874877779 24.206560316022557 39.62276097099398
 44.822802477158056 45.060759397684876 36.17569843246276
 19.789391004736302 8.365455087383337 2.455396818197893 0.3392460371927811
 0.006014759650678658 3.2009579022940216e-06 3.6909586498268254e-11]","[ 6907.15466297 70036.95718038     0.          8001.69962532
  7505.7189753   4608.77644558 63850.99554469     0.
  8938.49829684]"
82,-0.9865275,-0.464144,-1.0,-1.0,-0.8970740572523334,-5.784564510330616,0,"[60.43026645637696 914.4342342829021 3614.1183102137297 3374.3293102399552
 1046.3825528051789 103.40284372376901 1.6091707766303773
 0.02258459056731754 0.8238047388099727 6.372025056859586
 15.042526825120703 20.357342751260376 24.72292403651674
 25.248793116415868 16.292954232937262 5.390050881238792
 1.4121892050091522 0.31459911565239806 0.0059984734906614046
 3.2007238511821967e-06 3.6909586498268254e-11]","[ 6907.15466297 70036.95718038     0.          8001.69962532
  7505.7189753   4608.77644558 63850.99554469     0.
  8938.49829684]"
83,-0.99417055,-0.40876064,-1.0,-1.0,-0.8970740572523334,-5.8052589394320595,0,"[6.313057320304339 146.12920568117383 1109.082202337214 3124.058842305843
 3046.140971355169 1192.9312013457811 193.70083949858085 11.47769882430157
 0.1710490063265952 1.2711889509456835 5.749392629459142
 11.684200798328856 14.114341112605539 13.232396248736526
 12.196026329277958 5.8955008741333765 0.8067947863701186
 0.016522231331060122 1.0859068481083867e-05 1.56035184772918e-10 0.0]","[ 6907.15466297 70036.95718038     0.          8001.69962532
  7505.7189753   4608.77644558 63850.99554469     0.
  8938.49829684]"
84,-0.9930047,-0.5568111,-1.0,-1.0,-0.8970740572523334,-5.826015698832523,0,"[0.6794843774023336 21.695457226290223 252.70756774055275 1271.42493914628
 2830.8343755003457 2712.238647167802 1174.9157001070846
 237.31161800822434 20.593465686223105 0.9985743008064083
 1.028201489802146 1.597498071256172 3.2180039151250663 5.302861688285438
 5.642955466676692 4.372756208100633 1.4020908244592099
 0.03287165741992337 2.1715042870074086e-05 3.120682601220892e-10 0.0]","[ 6907.15466297 70036.95718038     0.          8001.69962532
  7505.7189753   4608.77644558 63850.99554469     0.
  8938.49829684]"
85,-0.9874343,-0.81988746,-1.0,-1.0,-0.8970740572523334,-5.8469060102614225,0,"[0.013691510239345046 2.483487402040221 49.67467028596729
 387.15593587118974 1437.6191360501125 2642.1418035646307
 2381.7025613499154 1049.5500555479243 226.98370704089405
 23.760065013090433 0.9324641981015135 0.5133357990338407
 1.5584590829915868 2.095088507783939 2.1205264584901347
 2.0515622175337276 1.3229200487229953 0.3145263507096636
 0.005998472187884185 3.2007238502940183e-06 3.6909586498268254e-11]","[ 6907.15466297 70036.95718038     0.          8001.69962532
  7505.7189753   4608.77644558 63850.99554469     0.
  8938.49829684]"
86,-0.9581576,-0.83900607,-1.0,-1.0,-0.8970740572523334,-5.86799969080007,0,"[0.0014454576564442328 0.28451793262835234 8.662829590128919
 98.73008123255651 543.1551068346072 1575.470183201026 2439.795435162437
 1967.8790901004338 785.4792213642327 156.7845640159413 14.305573909118891
 0.4771670857690902 0.5322817054941318 0.9914868607617113
 0.4908170589341202 0.6153676869636151 0.3366186133997374
 0.008206545818718047 5.428557158904113e-06 7.801692625264423e-11 0.0]","[ 6907.15466297 70036.95718038     0.          8001.69962532
  7505.7189753   4608.77644558 63850.99554469     0.
  8938.49829684]"
87,-0.914113,-0.81858116,-1.0,-1.0,-0.8970740572523334,-5.8892882046176025,0,"[1.5589462195501291e-06 0.008482397371899427 1.2691172590044355
 22.444482548580737 172.5866226241841 719.2446618611835 1681.477988680584
 2147.6193367481515 1412.078573934756 451.6174844079495 82.62701918564275
 8.716431030310002 0.309226955904335 0.0005707828842494989
 2.4540902310299373e-08 2.19824158875781e-14 0.0 0.0 0.0 0.0 0.0]","[ 6907.15466297 70036.95718038     0.          8001.69962532
  7505.7189753   4608.77644558 63850.99554469     0.
  8938.49829684]"
88,-0.8622958,-0.7905149,-1.0,-1.0,-0.8970740572523334,-5.910561466648852,0,"[1.9488543138595394e-07 0.001063857874735168 0.1742449797786079
 4.72298795621177 50.32503099987514 282.3597157900341 905.1601339457575
 1631.3753530612998 1560.774701837648 748.5812233578225 201.99001499563383
 36.4239551632439 4.928072664528161 0.18322298723115726
 0.0002781985596868042 9.614880780439705e-09 6.994405055138486e-15 0.0 0.0
 0.0 0.0]","[ 6907.15466297 70036.95718038     0.          8001.69962532
  7505.7189753   4608.77644558 63850.99554469     0.
  8938.49829684]"
89,-0.84312344,-0.76322764,-1.0,-1.0,-0.8970740572523334,-5.931651045360652,0,"[6.19086673e+03 2.95861910e+03 6.81416989e-01 3.00000000e+00
 2.70000000e+01 1.53000000e+02 5.95000000e+02 1.14000000e+03
 1.15800000e+03 5.86000000e+02 1.51000000e+02 3.00000000e+01
 3.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00]","[ 6907.15466297 70036.95718038     0.          8001.69962532
  7505.7189753   4608.77644558 63850.99554469     0.
  8938.49829684  5021.25139853]"
90,-0.8803023,-0.7615611,-1.0,-1.0,-0.8970740572523334,-5.952534457314415,0,"[597.8008740346523 4438.819800167843 3472.549376695072 631.1798776813172
 15.206977520732744 55.478268694465704 258.7232270442568 691.1502045136259
 933.8157982171 641.3840875051402 258.1925639083389 62.92168750421533
 11.06308409308708 0.8741086179776011 0.020340700574644655
 2.4624099727033055e-05 6.833007493156629e-10 3.3306690738754696e-16 0.0
 0.0 0.0]","[ 6907.15466297 70036.95718038     0.          8001.69962532
  7505.7189753   4608.77644558 63850.99554469     0.
  8938.49829684  5021.25139853]"
91,-0.88924074,-0.7333024,-1.0,-1.0,-0.8970740572523334,-5.973354053058957,0,"[58.70837023916262 889.0970457343602 3519.020499430417 3298.0397889188266
 1024.9510345470133 119.41237503010197 104.36789751876518
 340.3822451739447 589.814629083296 529.4504646665957 275.3763485863373
 93.42424814652085 20.039474701226652 2.556246366742895
 0.07993215722118119 9.844695103078394e-05 2.7331670260366536e-09
 1.3322676295501878e-15 0.0 0.0 0.0]","[ 6907.15466297 70036.95718038     0.          8001.69962532
  7505.7189753   4608.77644558 63850.99554469     0.
  8938.49829684  5021.25139853]"
92,-0.9098381,-0.7152551,-1.0,-1.0,-0.8970740572523334,-5.994166321587402,0,"[6.1048031301051715 142.1285392399428 1079.3627071085275 3040.156189537141
 2985.626406372034 1179.9504702195213 228.70280604208162
 159.77070638076094 308.82659694665637 342.17829827494285
 232.43476595365047 103.11015621524551 32.209850428509995 6.19130151700084
 0.2185416336274848 0.00027068516156358857 7.516177347177688e-09
 3.6637359812630166e-15 0.0 0.0 0.0]","[ 6907.15466297 70036.95718038     0.          8001.69962532
  7505.7189753   4608.77644558 63850.99554469     0.
  8938.49829684  5021.25139853]"
93,-0.93963295,-0.6925507,-1.0,-1.0,-0.8970740572523334,-6.0150356818244735,0,"[0.6773235959566829 21.30898093711933 245.7816368559685 1233.3163082381616
 2754.1315168947112 2657.3374354175394 1181.659245523457 300.1900041917666
 171.34869589115237 200.4417114403663 166.26792472885015 92.46720253019251
 33.397345874073764 9.491489130555586 1.1500725779063314
 0.030166677500830352 3.011169793676327e-05 6.713505307232026e-10
 2.220446049250313e-16 0.0 0.0]","[ 6907.15466297 70036.95718038     0.          8001.69962532
  7505.7189753   4608.77644558 63850.99554469     0.
  8938.49829684  5021.25139853]"
